endpoint,epoch,cumulative_seconds,epoch_seconds
N42,157,32767.7,202.29999999999927
N42,158,32968.0,200.29999999999927
N42,159,33169.2,201.1999999999971
N42,160,33370.8,201.60000000000582
N42,161,33568.5,197.6999999999971
N42,162,33767.3,198.8000000000029
N42,163,33968.9,201.59999999999854
N42,164,34170.5,201.59999999999854
N42,165,34372.5,202.0
N42,166,34571.8,199.3000000000029
N42,167,34773.4,201.59999999999854
N42,168,34976.2,202.79999999999563
N42,169,35178.9,202.70000000000437
N42,170,35378.9,200.0
N42,171,35581.3,202.40000000000146
N42,172,35783.4,202.09999999999854
N42,173,35983.9,200.5
N42,174,36183.3,199.40000000000146
N42,175,36384.8,201.5
N42,176,36585.8,201.0
N42,177,36785.6,199.79999999999563
N42,178,36984.9,199.3000000000029
N42,179,37187.1,202.1999999999971
N42,180,37389.0,201.90000000000146
N42,181,37591.9,202.90000000000146
N42,182,37795.3,203.40000000000146
N42,183,37996.0,200.6999999999971
N42,184,38198.2,202.1999999999971
N42,185,38398.7,200.5
N42,186,38600.4,201.70000000000437
N42,187,38800.7,200.29999999999563
N42,188,39002.7,202.0
N42,189,39203.2,200.5
N42,190,39402.6,199.40000000000146
N42,191,39603.3,200.70000000000437
N42,192,39804.8,201.5
N42,193,40005.6,200.79999999999563
N42,194,40207.4,201.8000000000029
N42,195,40408.5,201.09999999999854
N42,196,40609.1,200.59999999999854
N42,197,40809.7,200.59999999999854
N42,198,41010.7,201.0
N42,199,41212.5,201.8000000000029
N42,200,41414.7,202.1999999999971
N123,1,227.92,227.92
N123,2,438.389,210.46900000000002
N123,3,645.885,207.49599999999998
N123,4,851.83,205.94500000000005
N123,5,1058.66,206.83000000000004
N123,6,1265.96,207.29999999999995
N123,7,1475.36,209.39999999999986
N123,8,1698.04,222.68000000000006
N123,9,1945.19,247.1500000000001
N123,10,2190.64,245.44999999999982
N123,11,2438.0,247.36000000000013
N123,12,2682.28,244.2800000000002
N123,13,2929.27,246.98999999999978
N123,14,3182.46,253.19000000000005
N123,15,3450.76,268.3000000000002
N123,16,3695.04,244.27999999999975
N123,17,3932.01,236.97000000000025
N123,18,4159.79,227.77999999999975
N123,19,4404.84,245.05000000000018
N123,20,4649.47,244.6300000000001
N123,21,4890.59,241.1199999999999
N123,22,5131.73,241.13999999999942
N123,23,5359.78,228.05000000000018
N123,24,5588.68,228.90000000000055
N123,25,5826.65,237.96999999999935
N123,26,6066.06,239.41000000000076
N123,27,6305.13,239.0699999999997
N123,28,6509.48,204.34999999999945
N123,29,6733.01,223.53000000000065
N123,30,6963.8,230.78999999999996
N123,31,7191.18,227.3800000000001
N123,32,7417.52,226.34000000000015
N123,33,7646.42,228.89999999999964
N123,34,7884.9,238.47999999999956
N123,35,8113.46,228.5600000000004
N123,36,8327.68,214.22000000000025
N123,37,8538.79,211.11000000000058
N123,38,8750.83,212.03999999999905
N123,39,8962.27,211.4400000000005
N123,40,9174.45,212.1800000000003
N123,41,9386.76,212.3099999999995
N123,42,9598.71,211.9499999999989
N123,43,9810.25,211.54000000000087
N123,44,10024.5,214.25
N123,45,10236.0,211.5
N123,46,10447.4,211.39999999999964
N123,47,10658.4,211.0
N123,48,10871.0,212.60000000000036
N123,49,11083.5,212.5
N123,50,11295.5,212.0
N123,51,11507.8,212.29999999999927
N123,52,11719.4,211.60000000000036
N123,53,11931.4,212.0
N123,54,12143.7,212.3000000000011
N123,55,12356.6,212.89999999999964
N123,56,12568.9,212.29999999999927
N123,57,12781.2,212.3000000000011
N123,58,12994.5,213.29999999999927
N123,59,13206.4,211.89999999999964
N123,60,13419.0,212.60000000000036
N123,61,13631.9,212.89999999999964
N123,62,13844.2,212.3000000000011
N123,63,14055.3,211.09999999999854
N123,64,14267.1,211.8000000000011
N123,65,14478.5,211.39999999999964
N123,66,14689.2,210.70000000000073
N123,67,14901.5,212.29999999999927
N123,68,15113.2,211.70000000000073
N123,69,15324.3,211.09999999999854
N123,70,15535.7,211.40000000000146
N123,71,15748.1,212.39999999999964
N123,72,15959.1,211.0
N123,73,16170.9,211.79999999999927
N123,74,16382.8,211.89999999999964
N123,75,16596.1,213.29999999999927
N123,76,16809.0,212.90000000000146
N123,77,17022.0,213.0
N123,78,17234.0,212.0
N123,79,17446.7,212.70000000000073
N123,80,17657.1,210.39999999999782
N123,81,17868.4,211.3000000000029
N123,82,18080.1,211.6999999999971
N123,83,18292.8,212.70000000000073
N123,84,18504.9,212.10000000000218
N123,85,18716.3,211.39999999999782
N123,86,18927.2,210.90000000000146
N123,87,19138.6,211.39999999999782
N123,88,19349.5,210.90000000000146
N123,89,19560.6,211.09999999999854
N123,90,19772.8,212.20000000000073
N123,91,19985.4,212.60000000000218
N123,92,20197.7,212.29999999999927
N123,93,20410.5,212.79999999999927
N123,94,20622.0,211.5
N123,95,20833.9,211.90000000000146
N123,96,21046.3,212.39999999999782
N123,97,21258.1,211.79999999999927
N123,98,21470.9,212.8000000000029
N123,99,21682.8,211.89999999999782
N123,100,21893.5,210.70000000000073
N123,101,22105.9,212.40000000000146
N123,102,22318.2,212.29999999999927
N123,103,22528.9,210.70000000000073
N123,104,22740.7,211.79999999999927
N123,105,22950.9,210.20000000000073
N123,106,23161.5,210.59999999999854
N123,107,23373.0,211.5
N123,108,23585.1,212.09999999999854
N123,109,23796.5,211.40000000000146
N123,110,24007.7,211.20000000000073
N123,111,24218.5,210.79999999999927
N123,112,24430.1,211.59999999999854
N123,113,24641.7,211.60000000000218
N123,114,24853.2,211.5
N123,115,25066.1,212.89999999999782
N123,116,25277.5,211.40000000000146
N123,117,25488.7,211.20000000000073
N123,118,25700.1,211.39999999999782
N123,119,25913.2,213.10000000000218
N123,120,26125.4,212.20000000000073
N123,121,26336.1,210.6999999999971
N123,122,26546.2,210.10000000000218
N123,123,26756.7,210.5
N123,124,26967.7,211.0
N123,125,27180.4,212.70000000000073
N123,126,27391.6,211.1999999999971
N123,127,27603.6,212.0
N123,128,27815.8,212.20000000000073
N123,129,28027.5,211.70000000000073
N123,130,28238.4,210.90000000000146
N123,131,28451.5,213.09999999999854
N123,132,28665.4,213.90000000000146
N123,133,28876.7,211.29999999999927
N123,134,29089.6,212.89999999999782
N123,135,29301.4,211.8000000000029
N123,136,29513.1,211.6999999999971
N123,137,29727.7,214.60000000000218
N123,138,29939.7,212.0
N123,139,30149.5,209.79999999999927
N123,140,30361.1,211.59999999999854
N123,141,30572.3,211.20000000000073
N123,142,30783.0,210.70000000000073
N123,143,30993.2,210.20000000000073
N123,144,31203.8,210.59999999999854
N123,145,31416.0,212.20000000000073
N123,146,31627.9,211.90000000000146
N123,147,31840.1,212.1999999999971
N123,148,32052.0,211.90000000000146
N123,149,32263.5,211.5
N123,150,32474.9,211.40000000000146
N123,151,32685.8,210.89999999999782
N123,152,32897.5,211.70000000000073
N123,153,33109.1,211.59999999999854
N123,154,33320.2,211.09999999999854
N123,155,33532.5,212.3000000000029
N123,156,33745.3,212.8000000000029
N123,157,33957.3,212.0
N123,158,34168.6,211.29999999999563
N123,159,34380.5,211.90000000000146
N123,160,34592.5,212.0
N123,161,34803.6,211.09999999999854
N123,162,35014.8,211.20000000000437
N123,163,35226.8,212.0
N123,164,35439.1,212.29999999999563
N123,165,35650.2,211.09999999999854
N123,166,35862.7,212.5
N123,167,36074.7,212.0
N123,168,36286.8,212.10000000000582
N123,169,36499.2,212.39999999999418
N123,170,36710.5,211.3000000000029
N123,171,36922.5,212.0
N123,172,37133.9,211.40000000000146
N123,173,37344.2,210.29999999999563
N123,174,37556.5,212.3000000000029
N123,175,37768.2,211.6999999999971
N123,176,37980.2,212.0
N123,177,38192.9,212.70000000000437
N123,178,38405.0,212.09999999999854
N123,179,38616.5,211.5
N123,180,38828.7,212.1999999999971
N123,181,39041.0,212.3000000000029
N123,182,39253.0,212.0
N123,183,39463.6,210.59999999999854
N123,184,39676.1,212.5
N123,185,39888.9,212.8000000000029
N123,186,40099.5,210.59999999999854
N123,187,40311.5,212.0
N123,188,40522.6,211.09999999999854
N123,189,40735.2,212.59999999999854
N123,190,40947.0,211.8000000000029
N123,191,41159.3,212.3000000000029
N123,192,41370.7,211.39999999999418
N123,193,41583.0,212.3000000000029
N123,194,41794.7,211.6999999999971
N123,195,42007.3,212.60000000000582
N123,196,42218.1,210.79999999999563
N123,197,42429.6,211.5
N123,198,42643.2,213.59999999999854
N123,199,42855.3,212.10000000000582
N123,200,43066.6,211.29999999999563
C0,1,275.645,275.645
C0,2,516.34,240.69500000000005
C0,3,771.317,254.97699999999998
C0,4,1024.0,252.683
C0,5,1278.77,254.76999999999998
C0,6,1532.49,253.72000000000003
C0,7,1784.07,251.57999999999993
C0,8,2031.83,247.76
C0,9,2274.93,243.0999999999999
C0,10,2529.86,254.9300000000003
C0,11,2781.72,251.85999999999967
C0,12,3035.75,254.0300000000002
C0,13,3289.53,253.7800000000002
C0,14,3544.78,255.25
C0,15,3786.24,241.45999999999958
C0,16,4009.05,222.8100000000004
C0,17,4232.54,223.48999999999978
C0,18,4454.9,222.35999999999967
C0,19,4678.15,223.25
C0,20,4902.56,224.41000000000076
C0,21,5125.12,222.5599999999995
C0,22,5347.38,222.26000000000022
C0,23,5608.23,260.84999999999945
C0,24,5852.14,243.91000000000076
C0,25,6080.01,227.8699999999999
C0,26,6330.35,250.34000000000015
C0,27,6579.96,249.60999999999967
C0,28,6828.26,248.30000000000018
C0,29,7076.14,247.8800000000001
C0,30,7318.6,242.46000000000004
C0,31,7545.16,226.5599999999995
C0,32,7789.09,243.9300000000003
C0,33,8032.34,243.25
C0,34,8277.44,245.10000000000036
C0,35,8522.94,245.5
C0,36,8761.21,238.26999999999862
C0,37,8991.9,230.6900000000005
C0,38,9237.8,245.89999999999964
C0,39,9469.87,232.07000000000153
C0,40,9702.16,232.28999999999905
C0,41,9946.33,244.17000000000007
C0,42,10177.2,230.8700000000008
C0,43,10410.6,233.39999999999964
C0,44,10630.1,219.5
C0,45,10846.6,216.5
C0,46,11062.2,215.60000000000036
C0,47,11278.8,216.59999999999854
C0,48,11496.2,217.40000000000146
C0,49,11713.7,217.5
C0,50,11930.5,216.79999999999927
C0,51,12148.4,217.89999999999964
C0,52,12365.5,217.10000000000036
C0,53,12581.5,216.0
C0,54,12798.4,216.89999999999964
C0,55,13016.0,217.60000000000036
C0,56,13232.2,216.20000000000073
C0,57,13449.1,216.89999999999964
C0,58,13667.0,217.89999999999964
C0,59,13883.2,216.20000000000073
C0,60,14102.3,219.09999999999854
C0,61,14318.2,215.90000000000146
C0,62,14534.1,215.89999999999964
C0,63,14750.6,216.5
C0,64,14968.7,218.10000000000036
C0,65,15184.9,216.1999999999989
C0,66,15400.6,215.70000000000073
C0,67,15619.4,218.79999999999927
C0,68,15836.3,216.89999999999964
C0,69,16053.2,216.90000000000146
C0,70,16271.1,217.89999999999964
C0,71,16488.0,216.89999999999964
C0,72,16704.6,216.59999999999854
C0,73,16920.8,216.20000000000073
C0,74,17138.7,217.90000000000146
C0,75,17355.6,216.89999999999782
C0,76,17572.3,216.70000000000073
C0,77,17788.8,216.5
C0,78,18006.2,217.40000000000146
C0,79,18223.9,217.70000000000073
C0,80,18440.1,216.1999999999971
C0,81,18657.8,217.70000000000073
C0,82,18874.9,217.10000000000218
C0,83,19090.9,216.0
C0,84,19308.0,217.09999999999854
C0,85,19523.5,215.5
C0,86,19741.2,217.70000000000073
C0,87,19958.9,217.70000000000073
C0,88,20174.3,215.39999999999782
C0,89,20389.1,214.79999999999927
C0,90,20606.7,217.60000000000218
C0,91,20822.4,215.70000000000073
C0,92,21039.5,217.09999999999854
C0,93,21254.7,215.20000000000073
C0,94,21473.6,218.89999999999782
C0,95,21689.3,215.70000000000073
C0,96,21903.8,214.5
C0,97,22120.5,216.70000000000073
C0,98,22337.3,216.79999999999927
C0,99,22553.6,216.29999999999927
C0,100,22771.3,217.70000000000073
C0,101,22989.2,217.90000000000146
C0,102,23205.2,216.0
C0,103,23420.7,215.5
C0,104,23636.4,215.70000000000073
C0,105,23852.5,216.09999999999854
C0,106,24068.0,215.5
C0,107,24284.4,216.40000000000146
C0,108,24501.2,216.79999999999927
C0,109,24717.3,216.09999999999854
C0,110,24933.2,215.90000000000146
C0,111,25149.9,216.70000000000073
C0,112,25367.1,217.1999999999971
C0,113,25583.5,216.40000000000146
C0,114,25800.0,216.5
C0,115,26028.7,228.70000000000073
C0,116,26245.4,216.70000000000073
C0,117,26463.3,217.89999999999782
C0,118,26679.4,216.10000000000218
C0,119,26895.9,216.5
C0,120,27112.4,216.5
C0,121,27328.3,215.89999999999782
C0,122,27544.8,216.5
C0,123,27763.0,218.20000000000073
C0,124,27979.3,216.29999999999927
C0,125,28194.8,215.5
C0,126,28409.8,215.0
C0,127,28625.0,215.20000000000073
C0,128,28841.7,216.70000000000073
C0,129,29058.7,217.0
C0,130,29275.4,216.70000000000073
C0,131,29490.8,215.39999999999782
C0,132,29705.8,215.0
C0,133,29923.8,218.0
C0,134,30139.9,216.10000000000218
C0,135,30356.3,216.39999999999782
C0,136,30574.2,217.90000000000146
C0,137,30790.2,216.0
C0,138,31008.7,218.5
C0,139,31225.8,217.09999999999854
C0,140,31441.7,215.90000000000146
C0,141,31657.7,216.0
C0,142,31872.9,215.20000000000073
C0,143,32095.4,222.5
C0,144,32311.8,216.39999999999782
C0,145,32527.7,215.90000000000146
C0,146,32743.8,216.09999999999854
C0,147,32960.0,216.20000000000073
C0,148,33176.4,216.40000000000146
C0,149,33393.5,217.09999999999854
C0,150,33609.5,216.0
C0,151,33826.2,216.6999999999971
C0,152,34043.0,216.8000000000029
C0,153,34259.4,216.40000000000146
C0,154,34474.6,215.1999999999971
C0,155,34689.9,215.3000000000029
C0,156,34906.6,216.6999999999971
C0,157,35122.8,216.20000000000437
C0,158,35340.5,217.6999999999971
C0,159,35555.9,215.40000000000146
C0,160,35771.8,215.90000000000146
C0,161,35989.0,217.1999999999971
C0,162,36206.3,217.3000000000029
C0,163,36422.9,216.59999999999854
C0,164,36639.7,216.79999999999563
C0,165,36855.2,215.5
C0,166,37072.1,216.90000000000146
C0,167,37289.4,217.3000000000029
C0,168,37505.9,216.5
C0,169,37723.6,217.6999999999971
C0,170,37941.5,217.90000000000146
C0,171,38159.3,217.8000000000029
C0,172,38377.5,218.1999999999971
C0,173,38593.7,216.1999999999971
C0,174,38810.4,216.70000000000437
C0,175,39026.4,216.0
C0,176,39244.1,217.6999999999971
C0,177,39459.8,215.70000000000437
C0,178,39676.2,216.39999999999418
C0,179,39891.6,215.40000000000146
C0,180,40108.1,216.5
C0,181,40325.7,217.59999999999854
C0,182,40541.7,216.0
C0,183,40758.6,216.90000000000146
C0,184,40975.4,216.8000000000029
C0,185,41192.8,217.40000000000146
C0,186,41409.9,217.09999999999854
C0,187,41626.0,216.09999999999854
C0,188,41842.4,216.40000000000146
C0,189,42057.9,215.5
C0,190,42275.2,217.29999999999563
C0,191,42491.5,216.3000000000029
C0,192,42709.8,218.3000000000029
C0,193,42925.0,215.1999999999971
C0,194,43142.0,217.0
C0,195,43359.2,217.1999999999971
C0,196,43575.5,216.3000000000029
C0,197,43791.1,215.59999999999854
C0,198,44009.1,218.0
C0,199,44226.0,216.90000000000146
C0,200,44442.6,216.59999999999854
C42,1,220.154,220.154
C42,2,423.749,203.59500000000003
C42,3,625.262,201.51299999999992
C42,4,825.986,200.72400000000005
C42,5,1028.57,202.58399999999995
C42,6,1230.39,201.82000000000016
C42,7,1431.36,200.9699999999998
C42,8,1632.61,201.25
C42,9,1835.74,203.1300000000001
