id,level,region,tokens,cka_paired,cka_donor_mean,delta_cka,energy_corr_paired,energy_corr_donor_mean,delta_energy_corr
00006,P3,all,5120,0.30016082525253296,0.08919688686728477,0.21096393838524818,0.5379014472115371,0.22329600076814718,0.31460544644338995
00006,P3,fg,562,0.6913172602653503,0.08447476588189602,0.6068424943834543,0.7049671076935988,0.05072246795434772,0.6542446397392511
00006,P3,bg,4558,0.23928950726985931,0.11526124626398086,0.12402826100587845,0.38779199987519847,0.27612480422300356,0.1116671956521949
00006,P4,all,1280,0.43757739663124084,0.1131579890847206,0.3244194075465202,0.7029491278899247,0.16880525257220652,0.5341438753177181
00006,P4,fg,129,0.7240110635757446,0.12099477425217628,0.6030162893235683,0.811634570341504,0.09469911099270995,0.716935459348794
00006,P4,bg,1151,0.31484436988830566,0.1623521327972412,0.15249223709106446,0.4830992095179331,0.2300769897025913,0.2530222198153418
00006,P5,all,320,0.3192480802536011,0.1972910314798355,0.12195704877376556,0.3895709655241035,0.2244290786965609,0.16514188682754258
00006,P5,fg,33,0.5119093656539917,0.4223112940788269,0.0895980715751648,0.312644646167677,0.2969795833727595,0.015665062794917528
00006,P5,bg,287,0.3153272271156311,0.2197672575712204,0.0955599695444107,0.3650026867625884,0.22591392265005913,0.13908876411252927
00007,P3,all,5120,0.4611431360244751,0.0485982995480299,0.4125448364764452,0.6942062948597296,0.1385981214306289,0.5556081734291007
00007,P3,fg,1191,0.6611050367355347,0.027440424263477325,0.6336646124720573,0.6483695422224914,-0.010517590388688141,0.6588871326111796
00007,P3,bg,3929,0.2859179675579071,0.1054185189306736,0.1804994486272335,0.5236339344179882,0.2902395302666498,0.23339440415133844
00007,P4,all,1280,0.5396310091018677,0.06743269488215446,0.4721983142197132,0.7922881339623176,0.11739719717154004,0.6748909367907775
00007,P4,fg,319,0.687487781047821,0.04561215229332447,0.6418756287544966,0.7896389688302656,0.007664585876647384,0.7819743829536182
00007,P4,bg,961,0.34683260321617126,0.1427471086382866,0.20408549457788466,0.6351580536882646,0.23457148234546557,0.40058657134279907
00007,P5,all,320,0.3886852264404297,0.23397815823554993,0.15470706820487976,0.4804991973958896,0.23425678931598615,0.24624240807990344
00007,P5,fg,80,0.4766290783882141,0.26918554604053496,0.20744353234767915,0.08040072048158899,0.21170940188730683,-0.13130868140571783
00007,P5,bg,240,0.43977090716362,0.29088340401649476,0.14888750314712523,0.5371495928513548,0.2609925300805516,0.27615706277080315
00009,P3,all,5120,0.3315197229385376,0.09482717961072921,0.23669254332780837,0.5567342156438545,0.19495224275036052,0.361781972893494
00009,P3,fg,852,0.5872476696968079,0.08241870850324631,0.5048289611935616,0.5768546195802253,0.006900608166231166,0.5699540114139942
00009,P3,bg,4268,0.2780270576477051,0.1318923071026802,0.14613475054502487,0.43455690310689965,0.30593605316429856,0.1286208499426011
