id,rgb_gt,ir_gt,class_id,iou,center_shift_norm,center_shift_over_rgb_sqrt_area,dx_norm,dy_norm,rgb_hit,ir_hit,rgb_pred_iou,ir_pred_iou,rgb_wrong_class_overlap,ir_wrong_class_overlap,ir_minus_rgb_loc_iou,rgb_luminance
00006,0,0,0,1.0,0.0,0.0,0.0,0.0,True,True,0.8353398039196979,0.9278674727771149,False,False,0.09252766885741703,7.644718647003174
00006,1,1,0,1.0,0.0,0.0,0.0,0.0,True,True,0.7888284048121893,0.8951898213363032,False,False,0.1063614165241139,7.644718647003174
00006,2,2,0,1.0,0.0,0.0,0.0,0.0,True,True,0.9332967546547752,0.9177080887503193,False,False,-0.015588665904455956,7.644718647003174
00006,3,3,0,1.0,0.0,0.0,0.0,0.0,True,True,0.8517657914016846,0.8994869529694015,False,False,0.047721161567716885,7.644718647003174
00006,4,4,0,1.0,0.0,0.0,0.0,0.0,True,True,0.8610466467180948,0.8414861635676316,False,False,-0.019560483150463215,7.644718647003174
00006,5,7,0,1.0,0.0,0.0,0.0,0.0,True,True,0.7582318791458654,0.9571042798725846,False,False,0.1988724007267192,7.644718647003174
00006,6,8,1,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.9153099702644746,False,True,0.9153099702644746,7.644718647003174
00006,7,9,0,0.6658878764608241,0.008414320011147638,0.12755109917848795,-0.0031249999999999334,-0.0078125,True,True,0.7561762665747223,0.9056434746907907,False,False,0.1494672081160684,7.644718647003174
00006,8,10,0,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.9154272523144339,False,False,0.9154272523144339,7.644718647003174
00006,9,11,0,1.0,0.0,0.0,0.0,0.0,True,True,0.8703584301065596,0.9445164164016518,False,False,0.07415798629509229,7.644718647003174
00006,10,13,0,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.9589024216966854,False,False,0.9589024216966854,7.644718647003174
00006,11,14,0,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.9408179380633401,False,False,0.9408179380633401,7.644718647003174
00006,12,15,0,1.0,0.0,0.0,0.0,0.0,True,True,0.7500600194431634,0.8901001152324991,False,False,0.14004009578933574,7.644718647003174
00006,13,16,0,1.0,0.0,0.0,0.0,0.0,True,True,0.8266083222432496,0.9314735625701083,False,False,0.10486524032685862,7.644718647003174
00006,14,17,0,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.964460448013198,False,False,0.964460448013198,7.644718647003174
00006,15,18,0,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.7784847893723926,False,False,0.7784847893723926,7.644718647003174
00006,16,19,0,0.9642856244897994,0.001953130000000025,0.028752805246258107,0.0,-0.001953130000000025,False,True,0.0,0.9164730059855142,False,False,0.9164730059855142,7.644718647003174
00006,17,20,0,1.0,0.0,0.0,0.0,0.0,True,True,0.6726582025114533,0.9058765714417505,False,False,0.23321836893029724,7.644718647003174
00007,0,5,0,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.744978835220257,False,False,0.744978835220257,7.788209915161133
00007,1,6,0,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.9391513648105432,False,False,0.9391513648105432,7.788209915161133
00007,2,7,0,1.0,0.0,0.0,0.0,0.0,True,True,0.8809875162323231,0.9286548178842199,False,False,0.04766730165189681,7.788209915161133
00007,3,8,0,0.6666666666666669,0.009374999999999994,0.1264911064067351,-0.009374999999999994,0.0,True,True,0.7952354587236546,0.8911459245550747,False,False,0.09591046583142004,7.788209915161133
00007,4,11,0,1.0,0.0,0.0,0.0,0.0,True,True,0.82927865118042,0.8286139482793154,False,False,-0.0006647029011045413,7.788209915161133
00007,5,12,0,1.0,0.0,0.0,0.0,0.0,True,True,0.8863015336485154,0.9482015935540475,False,False,0.06190005990553216,7.788209915161133
00007,6,17,0,1.0,0.0,0.0,0.0,0.0,True,True,0.7251679881549674,0.9422680919679642,False,False,0.21710010381299683,7.788209915161133
00007,7,21,0,1.0,0.0,0.0,0.0,0.0,True,True,0.8877951223616455,0.9247583627549436,False,False,0.036963240393298125,7.788209915161133
00007,8,22,0,1.0,0.0,0.0,0.0,0.0,True,True,0.9509221392156335,0.9290163191104215,False,False,-0.021905820105212026,7.788209915161133
00007,9,24,0,1.0,0.0,0.0,0.0,0.0,True,True,0.8475677713694219,0.8796422419354483,False,False,0.032074470566026414,7.788209915161133
00007,10,25,0,1.0,0.0,0.0,0.0,0.0,True,True,0.9181463612798978,0.9114532450986791,False,False,-0.006693116181218706,7.788209915161133
00007,11,27,0,1.0,0.0,0.0,0.0,0.0,True,True,0.8058716347595466,0.828808145631881,False,False,0.022936510872334392,7.788209915161133
00007,12,28,0,1.0,0.0,0.0,0.0,0.0,True,True,0.8439950494200765,0.9085644315555775,False,False,0.06456938213550101,7.788209915161133
00007,13,29,0,1.0,0.0,0.0,0.0,0.0,True,True,0.7767357133745891,0.8884429238928407,False,False,0.11170721051825161,7.788209915161133
00007,14,30,0,1.0,0.0,0.0,0.0,0.0,True,True,0.9637665441620955,0.9410187789788274,False,False,-0.022747765183268154,7.788209915161133
00007,15,31,0,1.0,0.0,0.0,0.0,0.0,True,True,0.8503024166098122,0.8561126710293363,False,False,0.005810254419524097,7.788209915161133
00007,16,35,0,1.0,0.0,0.0,0.0,0.0,True,True,0.8033451454611541,0.9444103064381787,False,False,0.1410651609770246,7.788209915161133
00007,17,36,0,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.8929017156837942,False,False,0.8929017156837942,7.788209915161133
