epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/kd_lld,train/kd_ccl,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/kd_lld,val/kd_ccl,lr/pg0,lr/pg1,lr/pg2
105,25861.5,1.0385,0.54231,1.04241,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.004852,0.004852,0.004852
106,26095.2,1.03803,0.5418,1.04609,2e-05,0.69059,0,0,0,0,0,0,0,0,0,0.0048025,0.0048025,0.0048025
107,26344.4,1.03472,0.53983,1.04614,2e-05,0.69039,0,0,0,0,0,0,0,0,0,0.004753,0.004753,0.004753
108,26598.1,1.03425,0.54043,1.0423,2e-05,0.69105,0,0,0,0,0,0,0,0,0,0.0047035,0.0047035,0.0047035
109,26849.4,1.0317,0.53837,1.04364,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.004654,0.004654,0.004654
110,27104,1.03342,0.53744,1.04543,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.0046045,0.0046045,0.0046045
111,27334.8,1.03151,0.53734,1.04194,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.004555,0.004555,0.004555
112,27581.4,1.02914,0.53316,1.04145,2e-05,0.69101,0,0,0,0,0,0,0,0,0,0.0045055,0.0045055,0.0045055
113,27825.8,1.03025,0.53588,1.04144,2e-05,0.6907,0,0,0,0,0,0,0,0,0,0.004456,0.004456,0.004456
114,28071.7,1.03041,0.53465,1.04014,2e-05,0.69043,0,0,0,0,0,0,0,0,0,0.0044065,0.0044065,0.0044065
115,28323.1,1.02701,0.53355,1.03785,2e-05,0.69058,0,0,0,0,0,0,0,0,0,0.004357,0.004357,0.004357
116,28563.1,1.02662,0.53233,1.03627,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.0043075,0.0043075,0.0043075
117,28804.3,1.02224,0.5272,1.0392,2e-05,0.69047,0,0,0,0,0,0,0,0,0,0.004258,0.004258,0.004258
118,29048.2,1.02183,0.52737,1.03951,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.0042085,0.0042085,0.0042085
119,29296.4,1.02217,0.52763,1.03766,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.004159,0.004159,0.004159
120,29545,1.02215,0.52736,1.03713,2e-05,0.69082,0,0,0,0,0,0,0,0,0,0.0041095,0.0041095,0.0041095
121,29795.3,1.02155,0.52563,1.03687,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.00406,0.00406,0.00406
122,30021.4,1.01951,0.52472,1.03424,2e-05,0.69105,0,0,0,0,0,0,0,0,0,0.0040105,0.0040105,0.0040105
123,30225.4,1.01558,0.52159,1.03372,2e-05,0.69046,0,0,0,0,0,0,0,0,0,0.003961,0.003961,0.003961
124,30415.3,1.01774,0.52295,1.03353,2e-05,0.69051,0,0,0,0,0,0,0,0,0,0.0039115,0.0039115,0.0039115
125,30602.5,1.01513,0.52148,1.03144,2e-05,0.69082,0,0,0,0,0,0,0,0,0,0.003862,0.003862,0.003862
126,30788.4,1.01395,0.5222,1.03245,2e-05,0.69082,0,0,0,0,0,0,0,0,0,0.0038125,0.0038125,0.0038125
127,30973,1.01389,0.51865,1.03365,2e-05,0.69101,0,0,0,0,0,0,0,0,0,0.003763,0.003763,0.003763
128,31154.3,1.01242,0.51801,1.03216,2e-05,0.69035,0,0,0,0,0,0,0,0,0,0.0037135,0.0037135,0.0037135
129,31333.5,1.01031,0.5181,1.03053,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.003664,0.003664,0.003664
130,31559.9,1.01107,0.51675,1.03089,2e-05,0.6912,0,0,0,0,0,0,0,0,0,0.0036145,0.0036145,0.0036145
131,31797.4,1.01177,0.51579,1.02953,2e-05,0.69116,0,0,0,0,0,0,0,0,0,0.003565,0.003565,0.003565
132,32036.1,1.00839,0.51512,1.02875,2e-05,0.69028,0,0,0,0,0,0,0,0,0,0.0035155,0.0035155,0.0035155
133,32271.1,1.00497,0.51201,1.02786,2e-05,0.69074,0,0,0,0,0,0,0,0,0,0.003466,0.003466,0.003466
134,32492.4,1.0038,0.51163,1.02908,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.0034165,0.0034165,0.0034165
135,32712.1,1.00362,0.51125,1.02759,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.003367,0.003367,0.003367
136,32950.2,1.00214,0.5116,1.02662,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.0033175,0.0033175,0.0033175
137,33189.5,1.00461,0.51195,1.02867,2e-05,0.69055,0,0,0,0,0,0,0,0,0,0.003268,0.003268,0.003268
138,33430.3,1.00013,0.50853,1.02591,2e-05,0.69028,0,0,0,0,0,0,0,0,0,0.0032185,0.0032185,0.0032185
139,33662.8,0.99949,0.50642,1.02442,2e-05,0.69074,0,0,0,0,0,0,0,0,0,0.003169,0.003169,0.003169
140,33897.5,0.99699,0.50515,1.02298,2e-05,0.69051,0,0,0,0,0,0,0,0,0,0.0031195,0.0031195,0.0031195
141,34138.5,0.99604,0.50407,1.02439,2e-05,0.69076,0,0,0,0,0,0,0,0,0,0.00307,0.00307,0.00307
142,34370.7,0.99595,0.50351,1.02445,2e-05,0.69112,0,0,0,0,0,0,0,0,0,0.0030205,0.0030205,0.0030205
143,34605.5,0.99227,0.50152,1.02428,2e-05,0.69032,0,0,0,0,0,0,0,0,0,0.002971,0.002971,0.002971
144,34840.5,0.99482,0.50145,1.02552,2e-05,0.69047,0,0,0,0,0,0,0,0,0,0.0029215,0.0029215,0.0029215
145,35073.8,0.992,0.50148,1.02088,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.002872,0.002872,0.002872
146,35311.1,0.99209,0.4998,1.02016,2e-05,0.69043,0,0,0,0,0,0,0,0,0,0.0028225,0.0028225,0.0028225
147,35542.4,0.99171,0.49982,1.02199,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.002773,0.002773,0.002773
148,35772.9,0.98625,0.49714,1.01937,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.0027235,0.0027235,0.0027235
149,36006.1,0.98617,0.49652,1.01844,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.002674,0.002674,0.002674
150,36244.5,0.98559,0.49454,1.01876,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.0026245,0.0026245,0.0026245
151,36484.8,0.98643,0.49428,1.0194,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.002575,0.002575,0.002575
152,36720.6,0.98373,0.49372,1.0179,2e-05,0.69055,0,0,0,0,0,0,0,0,0,0.0025255,0.0025255,0.0025255
153,36969.1,0.98252,0.49184,1.0188,2e-05,0.69105,0,0,0,0,0,0,0,0,0,0.002476,0.002476,0.002476
154,37202.5,0.98084,0.49094,1.01768,2e-05,0.69105,0,0,0,0,0,0,0,0,0,0.0024265,0.0024265,0.0024265
155,37433.1,0.97825,0.49025,1.01534,2e-05,0.69112,0,0,0,0,0,0,0,0,0,0.002377,0.002377,0.002377
156,37662.3,0.97833,0.48889,1.01577,2e-05,0.69036,0,0,0,0,0,0,0,0,0,0.0023275,0.0023275,0.0023275
157,37891.2,0.97696,0.48667,1.01673,2e-05,0.69074,0,0,0,0,0,0,0,0,0,0.002278,0.002278,0.002278
158,38132.2,0.97684,0.48811,1.0141,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.0022285,0.0022285,0.0022285
159,38378.9,0.97356,0.48467,1.01779,2e-05,0.69081,0,0,0,0,0,0,0,0,0,0.002179,0.002179,0.002179
160,38615.6,0.97127,0.48348,1.01169,2e-05,0.69047,0,0,0,0,0,0,0,0,0,0.0021295,0.0021295,0.0021295
161,38863.4,0.97019,0.48251,1.01262,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.00208,0.00208,0.00208
162,39101.5,0.97108,0.48269,1.01064,2e-05,0.69043,0,0,0,0,0,0,0,0,0,0.0020305,0.0020305,0.0020305
163,39342.4,0.96849,0.48083,1.01253,2e-05,0.69097,0,0,0,0,0,0,0,0,0,0.001981,0.001981,0.001981
164,39591.4,0.96888,0.48021,1.01061,2e-05,0.69032,0,0,0,0,0,0,0,0,0,0.0019315,0.0019315,0.0019315
165,39824,0.96557,0.47747,1.00865,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.001882,0.001882,0.001882
166,40070.9,0.96193,0.47546,1.00905,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.0018325,0.0018325,0.0018325
167,40320.5,0.9634,0.47542,1.01188,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.001783,0.001783,0.001783
168,40542.6,0.96193,0.47587,1.00914,2e-05,0.69101,0,0,0,0,0,0,0,0,0,0.0017335,0.0017335,0.0017335
169,40786.4,0.95935,0.47372,1.00546,2e-05,0.69058,0,0,0,0,0,0,0,0,0,0.001684,0.001684,0.001684
170,41020.9,0.95759,0.47167,1.00652,2e-05,0.6907,0,0,0,0,0,0,0,0,0,0.0016345,0.0016345,0.0016345
171,41274.5,0.95798,0.47248,1.00605,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.001585,0.001585,0.001585
172,41525.1,0.95424,0.46897,1.00622,2e-05,0.6907,0,0,0,0,0,0,0,0,0,0.0015355,0.0015355,0.0015355
173,41759.5,0.95389,0.46928,1.0025,2e-05,0.6907,0,0,0,0,0,0,0,0,0,0.001486,0.001486,0.001486
174,41986,0.95333,0.46763,1.00565,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.0014365,0.0014365,0.0014365
175,42213.8,0.95032,0.46505,1.00434,2e-05,0.69032,0,0,0,0,0,0,0,0,0,0.001387,0.001387,0.001387
176,42458.4,0.95047,0.46472,1.00305,2e-05,0.68993,0,0,0,0,0,0,0,0,0,0.0013375,0.0013375,0.0013375
177,42692.7,0.94898,0.46411,1.00193,2e-05,0.69112,0,0,0,0,0,0,0,0,0,0.001288,0.001288,0.001288
178,42937.1,0.94462,0.46225,0.99938,2e-05,0.6907,0,0,0,0,0,0,0,0,0,0.0012385,0.0012385,0.0012385
179,43168.6,0.94656,0.46183,1.00162,2e-05,0.69097,0,0,0,0,0,0,0,0,0,0.001189,0.001189,0.001189
180,43380.4,0.94221,0.45962,0.99912,2e-05,0.69039,0,0,0,0,0,0,0,0,0,0.0011395,0.0011395,0.0011395
181,43581.3,0.94228,0.45887,0.99879,2e-05,0.69039,0,0,0,0,0,0,0,0,0,0.00109,0.00109,0.00109
182,43770.3,0.93973,0.45689,0.9991,2e-05,0.69105,0,0,0,0,0,0,0,0,0,0.0010405,0.0010405,0.0010405
183,43958.4,0.93927,0.45675,0.99682,2e-05,0.69042,0,0,0,0,0,0,0,0,0,0.000991,0.000991,0.000991
184,44144.4,0.93626,0.45568,0.99543,2e-05,0.69055,0,0,0,0,0,0,0,0,0,0.0009415,0.0009415,0.0009415
185,44327.5,0.936,0.45455,0.997,2e-05,0.69058,0,0,0,0,0,0,0,0,0,0.000892,0.000892,0.000892
186,44506.7,0.93495,0.45373,0.99749,2e-05,0.69055,0,0,0,0,0,0,0,0,0,0.0008425,0.0008425,0.0008425
187,44686.5,0.93461,0.45251,0.99523,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.000793,0.000793,0.000793
188,44869.1,0.92954,0.45113,0.99385,2e-05,0.69051,0,0,0,0,0,0,0,0,0,0.0007435,0.0007435,0.0007435
189,45050,0.93127,0.45018,0.99339,2e-05,0.6907,0,0,0,0,0,0,0,0,0,0.000694,0.000694,0.000694
190,45231.4,0.92757,0.4476,0.99173,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.0006445,0.0006445,0.0006445
191,45416.4,0.92663,0.44689,0.99245,2e-05,0.69082,0,0,0,0,0,0,0,0,0,0.000595,0.000595,0.000595
192,45600.4,0.92673,0.44671,0.99239,2e-05,0.69028,0,0,0,0,0,0,0,0,0,0.0005455,0.0005455,0.0005455
193,45782.6,0.92479,0.44597,0.99125,2e-05,0.69061,0,0,0,0,0,0,0,0,0,0.000496,0.000496,0.000496
194,45965.4,0.92325,0.44505,0.99449,2e-05,0.69074,0,0,0,0,0,0,0,0,0,0.0004465,0.0004465,0.0004465
195,46146.3,0.9222,0.44519,0.98906,2e-05,0.69093,0,0,0,0,0,0,0,0,0,0.000397,0.000397,0.000397
196,46329.8,0.92048,0.44238,0.99071,2e-05,0.69059,0,0,0,0,0,0,0,0,0,0.0003475,0.0003475,0.0003475
197,46510.3,0.92043,0.44361,0.99039,2e-05,0.69035,0,0,0,0,0,0,0,0,0,0.000298,0.000298,0.000298
198,46693.2,0.91623,0.43934,0.99064,2e-05,0.6907,0,0,0,0,0,0,0,0,0,0.0002485,0.0002485,0.0002485
199,46877.5,0.91662,0.43904,0.98911,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.000199,0.000199,0.000199
200,47082,0.91609,0.43961,0.98886,2e-05,0.69089,0.76588,0.72786,0.77023,0.54491,1.09182,0.54941,1.06441,0,0,0.0001495,0.0001495,0.0001495
