id,level,region,tokens,cka_paired,cka_donor_mean,delta_cka,energy_corr_paired,energy_corr_donor_mean,delta_energy_corr
070401,P3,all,5120,0.15847255289554596,0.08852072060108185,0.06995183229446411,0.28119530731941045,0.2305879319144022,0.05060737540500826
070401,P3,fg,159,0.6022171378135681,0.24153126776218414,0.36068587005138397,0.3897848995972428,0.2146752410598261,0.17510965853741667
070401,P3,bg,4961,0.15794652700424194,0.09361962974071503,0.06432689726352692,0.28047409668740075,0.23102131680914764,0.04945277987825311
070401,P4,all,1280,0.1538383811712265,0.12397372722625732,0.029864653944969177,0.29254030111081564,0.2123948562120658,0.08014544489874983
070401,P4,fg,40,0.7162439227104187,0.3127901256084442,0.4034537971019745,0.8582441067902823,-0.22408912482430127,1.0823332316145835
070401,P4,bg,1240,0.1486983299255371,0.1341848373413086,0.014513492584228516,0.2538689381001848,0.22379862168448278,0.030070316415702014
070401,P5,all,320,0.3060814142227173,0.31449422240257263,-0.008412808179855347,0.08932118560470538,-0.01817861524294362,0.107499800847649
070401,P5,fg,9,0.7272986769676208,0.5631816983222961,0.1641169786453247,-0.24784693594735044,-0.3938466783850987,0.14599974243774824
070401,P5,bg,311,0.3059881329536438,0.31095418334007263,-0.004966050386428833,0.08002382596036509,-0.017029519768339007,0.0970533457287041
120434,P3,all,5120,0.1621626317501068,0.11606474220752716,0.04609788954257965,0.31487170449222374,0.14055862097044042,0.17431308352178332
120434,P3,fg,55,0.745509147644043,0.6281735897064209,0.11733555793762207,0.545961783055453,-0.012351686286464424,0.5583134693419174
120434,P3,bg,5065,0.16274987161159515,0.12120937556028366,0.04154049605131149,0.2922673166993703,0.13546533997256344,0.15680197672680685
120434,P4,all,1280,0.19211840629577637,0.10758866369724274,0.08452974259853363,0.2600326369731077,0.08131070251597691,0.17872193445713078
120434,P4,fg,18,0.8442890644073486,0.7824705839157104,0.061818480491638184,0.8563510638234543,0.6630049723327363,0.19334609149071802
120434,P4,bg,1262,0.19271250069141388,0.11142981052398682,0.08128269016742706,0.2004340458403968,0.05107779554787138,0.14935625029252542
120434,P5,all,320,0.6199694275856018,0.6035885810852051,0.01638084650039673,0.332258166471648,0.30870164351099505,0.02355652296065297
120434,P5,fg,3,,,,,,
120434,P5,bg,317,0.6207882165908813,0.6052330732345581,0.015555143356323242,0.33253770182299197,0.310086601124238,0.022451100698753945
