row,object_id,split,class,source_group,support,paired,reference_candidate,native_gt_ce,teacher_gt_ce,native_minus_teacher_gt_ce,kl_T2,gradient_cosine
45,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00231.jpg::gt:2,train,0,100MEDIA,True,True,True,0.6519692626755313,0.6754495069596337,-0.02348024428410231,0.16359529055866642,0.6228002969650798
46,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00231.jpg::gt:3,train,0,100MEDIA,True,True,True,0.5758375199812417,0.5944254866780567,-0.018587966696815034,0.047070911555089086,-0.41247897001688366
47,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00231.jpg::gt:4,train,0,100MEDIA,True,True,True,0.4806805277994156,0.4923888620554413,-0.011708334256025611,0.10373430833971994,0.32106284646326955
48,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00231.jpg::gt:5,train,0,100MEDIA,True,True,True,0.5219160468596744,0.5596186854410194,-0.03770263858134504,0.07885638125939644,-0.2724922258926485
49,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00231.jpg::gt:6,train,1,100MEDIA,True,True,True,0.4954424607183546,0.5542703176700443,-0.05882785695168968,0.14986870580715778,-0.11080311799519758
50,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00231.jpg::gt:7,train,0,100MEDIA,True,True,True,0.46167639021930945,0.5440745470183442,-0.08239815679903478,0.16318924776008203,-0.3125466783669738
51,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00231.jpg::gt:8,train,0,100MEDIA,True,True,True,0.4281141429061204,0.45546170675549663,-0.02734756384937624,0.1172969156490866,0.183386175966609
52,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00231.jpg::gt:9,train,0,100MEDIA,True,True,True,0.4243519789380315,0.4304131516959931,-0.006061172757961544,0.05176353975263376,0.24503474678887965
53,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00231.jpg::gt:10,train,0,100MEDIA,True,True,True,0.4889347641105911,0.5675136836543179,-0.07857891954372674,0.11263957445452943,-0.2948484392164468
54,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00231.jpg::gt:11,train,1,100MEDIA,True,True,True,0.5161243655912815,0.6415158159085191,-0.12539145031723753,0.24393587257934568,-0.5344899254674714
55,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00231.jpg::gt:12,train,0,100MEDIA,True,True,True,0.7466921073043189,0.9474468547887713,-0.2007547474844524,0.6106952513555766,-0.05365859225186882
56,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00231.jpg::gt:13,train,0,100MEDIA,True,True,True,0.49264293426807243,0.5999008437849274,-0.10725790951685493,0.3422819177338482,-0.033310831464687274
57,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00231.jpg::gt:14,train,0,100MEDIA,True,True,True,0.4743136332467068,0.6006450535389916,-0.12633142029228472,0.2033058977248028,-0.49963312228325124
62,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00249.jpg::gt:0,train,0,100MEDIA,True,True,True,0.6329940421921794,0.658143773299439,-0.02514973110725957,0.1156505292976409,0.4175223156989134
63,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00249.jpg::gt:1,train,0,100MEDIA,True,True,True,0.5635217811534815,0.6279413528403425,-0.06441957168686105,0.3037512671901703,0.5560768595387713
64,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00249.jpg::gt:2,train,0,100MEDIA,True,True,True,0.5567671505158027,0.7689108035126855,-0.21214365299688281,0.583783039613315,0.29476703227649304
65,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00249.jpg::gt:3,train,0,100MEDIA,True,True,True,0.49238345811692563,0.7261050432982932,-0.23372158518136749,0.5176476491510145,0.0919451450128801
66,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00249.jpg::gt:4,train,0,100MEDIA,True,True,True,0.618754176782635,0.8706021459932685,-0.25184796921063335,0.504712990083954,0.013358004473156257
67,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00249.jpg::gt:5,train,0,100MEDIA,True,True,True,0.5208331313372079,0.7444045200197802,-0.2235713886825722,0.7007111716357171,0.20259687222119815
68,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00249.jpg::gt:6,train,0,100MEDIA,True,True,True,0.47514352281524064,0.6829162417580779,-0.2077727189428372,0.44965070665374085,-0.010561952062625956
69,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00249.jpg::gt:7,train,0,100MEDIA,True,True,True,0.6704826259900561,0.7764284704077611,-0.10594584441770497,0.5296459134066446,0.5014242469137614
70,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00249.jpg::gt:8,train,0,100MEDIA,True,True,True,0.5898500299892475,0.7181487727593427,-0.12829874277009515,0.5588968494026734,-0.1317186844324011
75,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:0,train,0,100MEDIA,True,True,True,0.3829951843585522,0.44792357114214787,-0.06492838678359572,0.07017998028466596,-0.685177597854334
76,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:1,train,0,100MEDIA,True,True,True,0.5625181953406801,0.5939263199416751,-0.031408124600994944,0.1733789906302486,-0.04929285366610915
