epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,81.7036,1.4013,1.59591,1.2663,0.3888,0.41982,0.3785,0.23362,1.34723,1.1075,1.21581,0.00332741,0.00332741,0.0700533
2,144.456,1.32132,1.02451,1.20728,0.47355,0.49327,0.45297,0.27934,1.3072,0.9559,1.20183,0.00662778,0.00662778,0.0400203
3,208.325,1.32911,0.99218,1.20483,0.3983,0.4258,0.38594,0.23902,1.30665,1.06985,1.20857,0.00989514,0.00989514,0.00995434
4,272.807,1.32883,0.97943,1.20771,0.45779,0.45774,0.45004,0.28377,1.26661,0.91158,1.17398,0.0098515,0.0098515,0.0098515
5,336.376,1.29054,0.90021,1.18248,0.4696,0.5303,0.48721,0.31089,1.2673,0.86206,1.17417,0.009802,0.009802,0.009802
6,401.061,1.26666,0.85706,1.16874,0.48208,0.5179,0.49309,0.31199,1.27516,0.84347,1.1679,0.0097525,0.0097525,0.0097525
7,466.059,1.24644,0.82763,1.15715,0.54327,0.52551,0.51579,0.3367,1.23101,0.80218,1.14834,0.009703,0.009703,0.009703
8,529.434,1.23877,0.80378,1.15104,0.55355,0.5633,0.54405,0.35184,1.23196,0.77482,1.14607,0.0096535,0.0096535,0.0096535
9,594.867,1.22541,0.78426,1.14617,0.56267,0.58857,0.5715,0.3718,1.20573,0.75417,1.13583,0.009604,0.009604,0.009604
10,662.483,1.21214,0.77067,1.14053,0.58777,0.57922,0.57924,0.38489,1.19349,0.74918,1.13001,0.0095545,0.0095545,0.0095545
11,730.734,1.20383,0.75424,1.13403,0.5884,0.60008,0.59232,0.39025,1.19287,0.73198,1.12952,0.009505,0.009505,0.009505
12,799.488,1.19928,0.74136,1.12799,0.61602,0.61237,0.61037,0.40784,1.18406,0.71905,1.11938,0.0094555,0.0094555,0.0094555
13,866.065,1.19393,0.73722,1.12585,0.64366,0.61744,0.63513,0.42338,1.17657,0.70761,1.11679,0.009406,0.009406,0.009406
14,934.325,1.1828,0.72604,1.12107,0.64274,0.62546,0.64079,0.42712,1.17737,0.69435,1.11645,0.0093565,0.0093565,0.0093565
15,1003.66,1.17613,0.71376,1.11887,0.68522,0.60392,0.64901,0.43391,1.15664,0.68441,1.10817,0.009307,0.009307,0.009307
