class_name,gt,gt_share_pct,cls_dap_seed0_pp,cls_dap_seed42_pp,cls_dap_seed123_pp,cls_dap_mean_pp,cls_dap_sample_sd_pp,cls_oracle_share_pct
car,18965,84.43148428456949,0.5684151680644902,0.5718289634901623,0.5825480305726387,0.5742640540424304,0.0073743949017438925,1.108654490977211
freight car,710,3.160893954233817,17.89261253285703,16.43962505414453,20.303012652583526,18.211750079861694,1.9513655511908006,35.15898021557421
truck,1336,5.947822989938563,9.200270640205005,9.300823512378585,8.681461026655924,9.060851726413171,0.3323863675337925,17.492569642578324
bus,751,3.3434244501825305,2.4941151355108957,2.225703332720485,2.4733235036282935,2.3977139906198914,0.14932790366279622,4.628944411664716
van,700,3.1163743210755945,22.206936485342325,21.784923450675727,20.66926664378812,21.553708859935387,0.7944823947922003,41.61085123920555
