epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,phase_stop_fitness,lr/pg0,lr/pg1,lr/pg2
167,9491.07,1.53762,0.81661,0.92579,0.69589,0.62717,0.65284,0.40667,1.51409,0.78866,0.91969,0.40667,0.00294575,0.00294575,0.00294575
168,9577.78,1.54962,0.82863,0.93119,0.69906,0.62583,0.65258,0.407,1.5115,0.78739,0.91934,0.407,0.00293338,0.00293338,0.00293338
169,9664.26,1.5443,0.8225,0.92595,0.69894,0.62718,0.65289,0.40778,1.50995,0.78598,0.91884,0.40778,0.002921,0.002921,0.002921
170,9750.33,1.53672,0.81879,0.92569,0.69938,0.6279,0.65352,0.40844,1.50832,0.78447,0.91842,0.40844,0.00290863,0.00290863,0.00290863
171,9831.96,1.5331,0.81494,0.92237,0.69723,0.62878,0.65375,0.40908,1.50547,0.7823,0.91788,0.40908,0.00289625,0.00289625,0.00289625
172,9902.82,1.53676,0.81521,0.92499,0.69762,0.62887,0.65457,0.41024,1.50347,0.78101,0.91749,0.41024,0.00288388,0.00288388,0.00288388
173,9971.8,1.52195,0.80697,0.92341,0.69802,0.6285,0.65483,0.41071,1.50149,0.77938,0.91705,0.41071,0.0028715,0.0028715,0.0028715
174,10043.9,1.52012,0.80611,0.92522,0.69761,0.63074,0.65509,0.41116,1.4992,0.77782,0.91653,0.41116,0.00285913,0.00285913,0.00285913
175,10114.1,1.51671,0.80286,0.92176,0.6973,0.62986,0.65467,0.41143,1.49759,0.77617,0.91611,0.41143,0.00284675,0.00284675,0.00284675
176,10184.8,1.52476,0.80982,0.92649,0.69905,0.62942,0.65504,0.41203,1.49532,0.77436,0.91566,0.41203,0.00283438,0.00283438,0.00283438
177,10257.3,1.51769,0.80299,0.92321,0.69858,0.63267,0.65644,0.41289,1.49319,0.77281,0.91524,0.41289,0.002822,0.002822,0.002822
178,10328,1.51484,0.80388,0.92077,0.6969,0.6348,0.65689,0.41352,1.4913,0.77106,0.91482,0.41352,0.00280963,0.00280963,0.00280963
179,10382.7,1.51644,0.80635,0.92236,0.70052,0.63378,0.65798,0.41452,1.48936,0.77012,0.91443,0.41452,0.00279725,0.00279725,0.00279725
180,10457.2,1.51925,0.80268,0.91955,0.70105,0.63354,0.65849,0.41519,1.4872,0.76821,0.91399,0.41519,0.00278488,0.00278488,0.00278488
181,10533.3,1.51294,0.8005,0.92018,0.70389,0.63336,0.65993,0.4157,1.48587,0.76675,0.91355,0.4157,0.0027725,0.0027725,0.0027725
182,10600.4,1.50711,0.79709,0.91831,0.70409,0.63482,0.66089,0.41615,1.48421,0.76545,0.91319,0.41615,0.00276012,0.00276012,0.00276012
183,10676.4,1.50695,0.79107,0.92084,0.70388,0.63586,0.66153,0.41689,1.48228,0.76372,0.91269,0.41689,0.00274775,0.00274775,0.00274775
184,10742.5,1.50571,0.79751,0.91693,0.70284,0.6368,0.66218,0.41746,1.48082,0.76254,0.91235,0.41746,0.00273537,0.00273537,0.00273537
185,10819.8,1.50505,0.79123,0.91584,0.70113,0.63814,0.66272,0.41815,1.47896,0.76092,0.91184,0.41815,0.002723,0.002723,0.002723
186,10896.5,1.4975,0.79037,0.91871,0.70179,0.63876,0.66363,0.41853,1.47747,0.7596,0.91147,0.41853,0.00271062,0.00271062,0.00271062
187,10930.9,1.50189,0.79414,0.91787,0.70492,0.63991,0.6648,0.41915,1.47606,0.75822,0.91113,0.41915,0.00269825,0.00269825,0.00269825
188,10964,1.49082,0.78704,0.91809,0.70386,0.6412,0.66559,0.42002,1.47374,0.75651,0.91056,0.42002,0.00268587,0.00268587,0.00268587
189,10996.3,1.48883,0.78462,0.91261,0.7036,0.642,0.66595,0.42035,1.47212,0.75536,0.91006,0.42035,0.0026735,0.0026735,0.0026735
190,11029.4,1.48927,0.78631,0.9178,0.70442,0.64233,0.66719,0.42062,1.47077,0.75421,0.90955,0.42062,0.00266113,0.00266113,0.00266113
191,11062.1,1.48874,0.7835,0.91492,0.70346,0.64323,0.66708,0.42144,1.4689,0.75273,0.9091,0.42144,0.00264875,0.00264875,0.00264875
192,11095.7,1.48512,0.78404,0.91447,0.70531,0.6443,0.66839,0.42209,1.46781,0.75175,0.90887,0.42209,0.00263637,0.00263637,0.00263637
193,11128.8,1.48388,0.77985,0.91286,0.70465,0.64437,0.66881,0.42275,1.46615,0.75069,0.90848,0.42275,0.002624,0.002624,0.002624
194,11160.3,1.48086,0.7806,0.91141,0.70728,0.6451,0.67034,0.42328,1.46451,0.74919,0.90808,0.42328,0.00261163,0.00261163,0.00261163
195,11194,1.48032,0.77799,0.91392,0.70496,0.64573,0.67062,0.42384,1.46297,0.74778,0.90772,0.42384,0.00259925,0.00259925,0.00259925
196,11227.9,1.473,0.7767,0.91152,0.70802,0.64523,0.67006,0.42434,1.46115,0.74636,0.90724,0.42434,0.00258687,0.00258687,0.00258687
197,11262.1,1.47524,0.77605,0.91141,0.7071,0.64624,0.67096,0.42503,1.45933,0.74525,0.90681,0.42503,0.0025745,0.0025745,0.0025745
198,11295.8,1.4834,0.77806,0.90849,0.70975,0.64613,0.67131,0.42573,1.45799,0.74442,0.90637,0.42573,0.00256213,0.00256213,0.00256213
199,11329,1.47572,0.77581,0.90851,0.7082,0.6468,0.67161,0.42603,1.45585,0.74317,0.90597,0.42603,0.00254975,0.00254975,0.00254975
200,11362.8,1.46982,0.7741,0.9089,0.70738,0.64845,0.67203,0.42673,1.45434,0.7416,0.90565,0.42673,0.00253737,0.00253737,0.00253737
201,11393.9,1.46678,0.77409,0.91197,0.7086,0.64931,0.67258,0.42748,1.4524,0.74051,0.90522,0.42748,0.002525,0.002525,0.002525
202,11425.1,1.45802,0.76522,0.90628,0.70698,0.65043,0.67345,0.4278,1.45058,0.73933,0.90476,0.4278,0.00251263,0.00251263,0.00251263
203,11456.9,1.47347,0.77382,0.90964,0.70944,0.65045,0.67437,0.42867,1.44861,0.73796,0.9044,0.42867,0.00250025,0.00250025,0.00250025
204,11490.6,1.4549,0.76395,0.90705,0.71186,0.65066,0.67471,0.42876,1.44638,0.73659,0.90389,0.42876,0.00248788,0.00248788,0.00248788
205,11522.6,1.46587,0.7652,0.90984,0.71396,0.65146,0.67668,0.42947,1.44491,0.73551,0.90362,0.42947,0.0024755,0.0024755,0.0024755
206,11556.1,1.45216,0.76637,0.90853,0.71589,0.6523,0.6779,0.43032,1.44327,0.73448,0.90308,0.43032,0.00246313,0.00246313,0.00246313
207,11590,1.45565,0.75901,0.90529,0.71622,0.65286,0.67862,0.43085,1.44116,0.73312,0.90269,0.43085,0.00245075,0.00245075,0.00245075
208,11621.9,1.44858,0.75947,0.90635,0.71728,0.65286,0.67853,0.43126,1.43938,0.73221,0.90218,0.43126,0.00243838,0.00243838,0.00243838
209,11656.3,1.44881,0.76315,0.90661,0.71798,0.65381,0.67969,0.43188,1.4377,0.73083,0.90183,0.43188,0.002426,0.002426,0.002426
210,11688.8,1.45296,0.75704,0.90599,0.7191,0.6546,0.68073,0.43233,1.43609,0.73006,0.90142,0.43233,0.00241362,0.00241362,0.00241362
211,11722.4,1.45047,0.75531,0.90638,0.71925,0.65433,0.68031,0.43277,1.43402,0.72889,0.901,0.43277,0.00240125,0.00240125,0.00240125
212,11755.5,1.44198,0.75665,0.90532,0.71974,0.65511,0.6812,0.43339,1.43271,0.72788,0.90073,0.43339,0.00238888,0.00238888,0.00238888
213,11788,1.44825,0.75669,0.9061,0.71978,0.65548,0.68171,0.43431,1.43108,0.72682,0.90037,0.43431,0.0023765,0.0023765,0.0023765
214,11821.6,1.44146,0.75172,0.90492,0.71991,0.65487,0.68255,0.43461,1.42954,0.72578,0.89996,0.43461,0.00236413,0.00236413,0.00236413
215,11854.9,1.44159,0.74907,0.90402,0.721,0.65734,0.68366,0.43482,1.42782,0.72471,0.89963,0.43482,0.00235175,0.00235175,0.00235175
216,11887.4,1.4336,0.75107,0.90273,0.72242,0.65595,0.68397,0.43552,1.4256,0.72365,0.89917,0.43552,0.00233938,0.00233938,0.00233938
217,11921.8,1.43127,0.74775,0.90061,0.72455,0.65669,0.68529,0.43599,1.42456,0.72259,0.89885,0.43599,0.002327,0.002327,0.002327
218,11955.2,1.42676,0.74272,0.90205,0.72484,0.65771,0.68587,0.43671,1.42292,0.72152,0.89847,0.43671,0.00231463,0.00231463,0.00231463
219,11989.2,1.43068,0.74775,0.90172,0.72453,0.65841,0.68683,0.437,1.42067,0.72015,0.89813,0.437,0.00230225,0.00230225,0.00230225
220,12022.2,1.42958,0.74446,0.90183,0.72581,0.65867,0.68756,0.43743,1.4186,0.71866,0.89772,0.43743,0.00228988,0.00228988,0.00228988
221,12055.2,1.42212,0.74531,0.90011,0.72658,0.65942,0.68816,0.43796,1.41649,0.71754,0.89731,0.43796,0.0022775,0.0022775,0.0022775
222,12088,1.42365,0.73838,0.89857,0.72509,0.66074,0.68872,0.43912,1.41429,0.71584,0.89684,0.43912,0.00226513,0.00226513,0.00226513
223,12121.2,1.42491,0.74198,0.90318,0.72642,0.66052,0.689,0.43964,1.4122,0.71475,0.89644,0.43964,0.00225275,0.00225275,0.00225275
224,12154.7,1.4101,0.7352,0.89623,0.7266,0.6618,0.68966,0.44021,1.41041,0.71349,0.89614,0.44021,0.00224038,0.00224038,0.00224038
225,12188.1,1.42469,0.74083,0.89983,0.72683,0.66233,0.68991,0.44071,1.40819,0.71222,0.89558,0.44071,0.002228,0.002228,0.002228
226,12222.6,1.42282,0.73851,0.89845,0.72903,0.66299,0.69119,0.44117,1.40633,0.71116,0.8952,0.44117,0.00221563,0.00221563,0.00221563
227,12257.6,1.41773,0.73946,0.8976,0.72678,0.66479,0.69143,0.44169,1.40491,0.71029,0.89486,0.44169,0.00220325,0.00220325,0.00220325
228,12290.7,1.41038,0.73292,0.89488,0.72708,0.66474,0.69299,0.44229,1.40373,0.70933,0.89452,0.44229,0.00219088,0.00219088,0.00219088
229,12324.4,1.41146,0.73742,0.90138,0.72817,0.66565,0.69375,0.4428,1.40183,0.70833,0.89417,0.4428,0.0021785,0.0021785,0.0021785
230,12358.3,1.41033,0.7307,0.89796,0.72871,0.66486,0.69405,0.44361,1.40101,0.70734,0.89391,0.44361,0.00216613,0.00216613,0.00216613
231,12391.7,1.39654,0.72702,0.89382,0.73089,0.66621,0.69458,0.44468,1.39897,0.70634,0.89345,0.44468,0.00215375,0.00215375,0.00215375
232,12424.6,1.40579,0.73124,0.89581,0.73285,0.6655,0.6954,0.44487,1.39774,0.70555,0.89313,0.44487,0.00214138,0.00214138,0.00214138
233,12459,1.39832,0.72731,0.89418,0.73106,0.66608,0.69431,0.44541,1.39538,0.70426,0.89265,0.44541,0.002129,0.002129,0.002129
234,12492.7,1.39972,0.72707,0.89606,0.73108,0.66682,0.69517,0.44604,1.39474,0.70355,0.89246,0.44604,0.00211663,0.00211663,0.00211663
235,12524.6,1.40002,0.72585,0.89641,0.73356,0.66728,0.69663,0.44651,1.39321,0.7024,0.89217,0.44651,0.00210425,0.00210425,0.00210425
236,12558.8,1.39844,0.72575,0.89699,0.73651,0.66713,0.69715,0.44699,1.39094,0.70112,0.8918,0.44699,0.00209187,0.00209187,0.00209187
237,12592.7,1.39232,0.72284,0.895,0.7349,0.66871,0.69721,0.44766,1.38855,0.70019,0.89133,0.44766,0.0020795,0.0020795,0.0020795
238,12626,1.38676,0.71944,0.89243,0.7373,0.66907,0.69759,0.44813,1.38704,0.69901,0.8911,0.44813,0.00206712,0.00206712,0.00206712
239,12658.6,1.3868,0.72322,0.8908,0.73771,0.66914,0.69826,0.44861,1.38508,0.6984,0.89059,0.44861,0.00205475,0.00205475,0.00205475
240,12691.1,1.39536,0.72204,0.89381,0.73868,0.66953,0.69886,0.44883,1.38378,0.69749,0.89036,0.44883,0.00204237,0.00204237,0.00204237
241,12725.1,1.39324,0.72152,0.89364,0.73561,0.67062,0.70029,0.4496,1.38261,0.69651,0.89003,0.4496,0.00203,0.00203,0.00203
242,12758.7,1.3819,0.71374,0.89316,0.73682,0.67245,0.70129,0.45063,1.38081,0.69558,0.88965,0.45063,0.00201762,0.00201762,0.00201762
243,12792.2,1.38485,0.71626,0.89066,0.73969,0.67254,0.70164,0.45083,1.37965,0.69425,0.88944,0.45083,0.00200525,0.00200525,0.00200525
244,12826,1.37649,0.71728,0.88928,0.73987,0.67289,0.70239,0.45176,1.37865,0.69336,0.88913,0.45176,0.00199287,0.00199287,0.00199287
245,12859.9,1.38576,0.71548,0.88841,0.74091,0.67347,0.7023,0.45229,1.37732,0.69258,0.88876,0.45229,0.0019805,0.0019805,0.0019805
246,12894.3,1.37376,0.71033,0.89129,0.7399,0.67365,0.70244,0.45289,1.37669,0.69174,0.88859,0.45289,0.00196812,0.00196812,0.00196812
247,12926.5,1.37485,0.71118,0.88977,0.74091,0.67496,0.70316,0.45319,1.3752,0.69073,0.88836,0.45319,0.00195575,0.00195575,0.00195575
248,12959.5,1.37431,0.70874,0.88849,0.74047,0.67552,0.70362,0.45367,1.37327,0.69002,0.88797,0.45367,0.00194337,0.00194337,0.00194337
249,12992.6,1.37576,0.71406,0.89235,0.74069,0.67693,0.70468,0.4544,1.37234,0.6892,0.88772,0.4544,0.001931,0.001931,0.001931
250,13025,1.36832,0.70586,0.88648,0.74073,0.67684,0.70559,0.45458,1.37124,0.68823,0.88747,0.45458,0.00191862,0.00191862,0.00191862
251,13057.6,1.36278,0.70391,0.88965,0.74248,0.67857,0.70699,0.45519,1.36965,0.68708,0.88713,0.45519,0.00190625,0.00190625,0.00190625
252,13091.1,1.37517,0.71251,0.88822,0.74149,0.67882,0.70732,0.45576,1.3688,0.68626,0.88691,0.45576,0.00189388,0.00189388,0.00189388
253,13124.8,1.36688,0.70265,0.88748,0.74208,0.67976,0.70835,0.45637,1.36736,0.68549,0.88658,0.45637,0.0018815,0.0018815,0.0018815
254,13158.2,1.36482,0.70367,0.88765,0.74426,0.67967,0.70874,0.45645,1.36596,0.68439,0.88618,0.45645,0.00186913,0.00186913,0.00186913
255,13191.5,1.36054,0.70237,0.88704,0.74661,0.68076,0.70956,0.45748,1.36442,0.68362,0.88581,0.45748,0.00185675,0.00185675,0.00185675
256,13224.8,1.35986,0.70162,0.88646,0.74925,0.67962,0.70977,0.45797,1.36397,0.68271,0.88557,0.45797,0.00184438,0.00184438,0.00184438
257,13258.7,1.36831,0.70465,0.88896,0.74807,0.68019,0.71051,0.45847,1.36211,0.68212,0.88515,0.45847,0.001832,0.001832,0.001832
258,13292.9,1.34864,0.69604,0.88498,0.75033,0.67995,0.71106,0.45874,1.36116,0.68122,0.88494,0.45874,0.00181963,0.00181963,0.00181963
259,13326.9,1.34868,0.69849,0.88471,0.75214,0.68087,0.71172,0.45926,1.35971,0.68054,0.8846,0.45926,0.00180725,0.00180725,0.00180725
260,13360.7,1.35191,0.69712,0.88496,0.75309,0.68118,0.71292,0.46024,1.35798,0.67968,0.88432,0.46024,0.00179488,0.00179488,0.00179488
261,13396.4,1.35069,0.69309,0.88326,0.75259,0.68131,0.71347,0.46066,1.35658,0.67891,0.88399,0.46066,0.0017825,0.0017825,0.0017825
262,13428.7,1.35071,0.69829,0.8846,0.75413,0.68232,0.71413,0.46127,1.35496,0.67795,0.88367,0.46127,0.00177013,0.00177013,0.00177013
263,13463.4,1.34391,0.68935,0.8854,0.75187,0.68352,0.71482,0.46215,1.35356,0.67676,0.88348,0.46215,0.00175775,0.00175775,0.00175775
264,13497.4,1.33589,0.68962,0.88108,0.75337,0.68267,0.71517,0.46234,1.3524,0.67649,0.88325,0.46234,0.00174538,0.00174538,0.00174538
265,13530.6,1.34417,0.6932,0.88313,0.75508,0.68397,0.71577,0.46303,1.35118,0.67577,0.88295,0.46303,0.001733,0.001733,0.001733
266,13562.5,1.34716,0.69782,0.88435,0.75523,0.68465,0.71653,0.46354,1.34921,0.67434,0.88271,0.46354,0.00172063,0.00172063,0.00172063
267,13595.1,1.34181,0.69072,0.88101,0.75613,0.6841,0.71677,0.46405,1.34823,0.67377,0.88246,0.46405,0.00170825,0.00170825,0.00170825
268,13627.3,1.33214,0.68273,0.88128,0.75562,0.68533,0.71718,0.46418,1.34714,0.67303,0.88227,0.46418,0.00169588,0.00169588,0.00169588
269,13660.7,1.32926,0.68542,0.88235,0.75683,0.68576,0.71767,0.46473,1.34603,0.67239,0.88203,0.46473,0.0016835,0.0016835,0.0016835
270,13693.3,1.33453,0.68252,0.87918,0.75715,0.68697,0.71854,0.46548,1.34498,0.67184,0.88183,0.46548,0.00167113,0.00167113,0.00167113
271,13726.2,1.32791,0.68202,0.88013,0.7579,0.68795,0.71927,0.46582,1.34445,0.67104,0.88163,0.46582,0.00165875,0.00165875,0.00165875
272,13760.5,1.32758,0.68183,0.87846,0.75912,0.68941,0.72031,0.46623,1.34327,0.67032,0.88143,0.46623,0.00164638,0.00164638,0.00164638
273,13792.7,1.33294,0.68221,0.88049,0.75905,0.6903,0.7208,0.46651,1.34228,0.6694,0.88122,0.46651,0.001634,0.001634,0.001634
274,13827.6,1.32591,0.67857,0.87837,0.76176,0.68952,0.72109,0.46733,1.34079,0.66891,0.88087,0.46733,0.00162163,0.00162163,0.00162163
275,13861.9,1.32229,0.67721,0.87697,0.76388,0.68959,0.72144,0.46749,1.33976,0.66785,0.88065,0.46749,0.00160925,0.00160925,0.00160925
276,13895,1.31909,0.67687,0.88058,0.76385,0.68995,0.72186,0.46765,1.33925,0.66739,0.8807,0.46765,0.00159688,0.00159688,0.00159688
277,13928.6,1.31515,0.6744,0.87836,0.76249,0.69076,0.72246,0.46848,1.33848,0.66676,0.88041,0.46848,0.0015845,0.0015845,0.0015845
278,13961.8,1.31573,0.67774,0.87725,0.76528,0.69058,0.72337,0.46865,1.33703,0.66574,0.88012,0.46865,0.00157213,0.00157213,0.00157213
279,13995.5,1.31545,0.67594,0.87906,0.76571,0.69154,0.72374,0.46947,1.33617,0.66466,0.88005,0.46947,0.00155975,0.00155975,0.00155975
280,14029.5,1.31317,0.672,0.87718,0.76743,0.69097,0.72345,0.46972,1.33497,0.66386,0.87985,0.46972,0.00154738,0.00154738,0.00154738
281,14061.9,1.31489,0.67204,0.87731,0.76649,0.69149,0.72429,0.47035,1.33366,0.66309,0.87962,0.47035,0.001535,0.001535,0.001535
282,14095.6,1.30204,0.66499,0.87647,0.76757,0.69082,0.72481,0.47063,1.33296,0.66227,0.87946,0.47063,0.00152262,0.00152262,0.00152262
283,14128.6,1.30632,0.67041,0.87609,0.76746,0.69133,0.72492,0.47148,1.33237,0.66191,0.87926,0.47148,0.00151025,0.00151025,0.00151025
284,14161.7,1.30204,0.66584,0.87707,0.76893,0.69007,0.72481,0.47134,1.33106,0.6611,0.87913,0.47134,0.00149787,0.00149787,0.00149787
285,14193.5,1.30214,0.66773,0.87586,0.76903,0.6905,0.72567,0.47216,1.33029,0.66051,0.87898,0.47216,0.0014855,0.0014855,0.0014855
286,14228.8,1.30119,0.6673,0.87565,0.76971,0.69136,0.72624,0.47228,1.32885,0.65947,0.87874,0.47228,0.00147312,0.00147312,0.00147312
287,14263.2,1.30045,0.66382,0.87479,0.77068,0.69212,0.72662,0.47282,1.32762,0.65864,0.87852,0.47282,0.00146075,0.00146075,0.00146075
288,14298,1.29955,0.66091,0.87473,0.77106,0.69275,0.72754,0.47349,1.32662,0.65774,0.87827,0.47349,0.00144837,0.00144837,0.00144837
289,14330.5,1.29362,0.65971,0.87159,0.77327,0.69397,0.72858,0.47371,1.3258,0.65696,0.87814,0.47371,0.001436,0.001436,0.001436
290,14361.8,1.29195,0.66128,0.87244,0.77583,0.69301,0.72932,0.47459,1.324,0.65633,0.8778,0.47459,0.00142362,0.00142362,0.00142362
291,14396.5,1.28704,0.66044,0.87409,0.77753,0.69436,0.72976,0.47528,1.32252,0.65551,0.87756,0.47528,0.00141125,0.00141125,0.00141125
292,14430.4,1.29028,0.65987,0.87184,0.7774,0.69491,0.7307,0.47546,1.3215,0.6549,0.87738,0.47546,0.00139887,0.00139887,0.00139887
293,14463.6,1.28963,0.65752,0.87215,0.77924,0.69392,0.73093,0.4757,1.32046,0.6541,0.87717,0.4757,0.0013865,0.0013865,0.0013865
294,14497.9,1.28981,0.65545,0.8733,0.77763,0.69515,0.7314,0.47603,1.31917,0.6533,0.87693,0.47603,0.00137412,0.00137412,0.00137412
295,14531.1,1.27469,0.65366,0.87196,0.77945,0.69454,0.73174,0.47643,1.31824,0.65251,0.8767,0.47643,0.00136175,0.00136175,0.00136175
296,14562.9,1.27696,0.65392,0.86996,0.77809,0.69414,0.73168,0.47672,1.31789,0.65208,0.87663,0.47672,0.00134937,0.00134937,0.00134937
297,14596.5,1.27618,0.64862,0.8703,0.77709,0.69531,0.73237,0.4768,1.31691,0.65078,0.87657,0.4768,0.001337,0.001337,0.001337
298,14629.8,1.27405,0.65268,0.86858,0.77637,0.69584,0.73252,0.47694,1.31568,0.65022,0.87616,0.47694,0.00132462,0.00132462,0.00132462
299,14664.4,1.27593,0.65147,0.86892,0.77648,0.6952,0.73214,0.47736,1.31521,0.64946,0.87612,0.47736,0.00131225,0.00131225,0.00131225
300,14696.4,1.27606,0.65535,0.86869,0.77667,0.6955,0.73281,0.47755,1.31397,0.64881,0.87589,0.47755,0.00129987,0.00129987,0.00129987
301,14730.8,1.27909,0.65249,0.86861,0.77362,0.69824,0.733,0.47813,1.31313,0.6484,0.87578,0.47813,0.0012875,0.0012875,0.0012875
302,14764.4,1.27402,0.64961,0.8685,0.77413,0.69924,0.73338,0.47842,1.31246,0.64755,0.87557,0.47842,0.00127513,0.00127513,0.00127513
303,14797.8,1.27154,0.64648,0.86874,0.77457,0.69916,0.73331,0.47834,1.31123,0.64668,0.87534,0.47834,0.00126275,0.00126275,0.00126275
304,14831.3,1.26868,0.65033,0.8685,0.77439,0.69926,0.73352,0.47882,1.31025,0.64615,0.87503,0.47882,0.00125038,0.00125038,0.00125038
305,14865.2,1.26742,0.6469,0.86663,0.77398,0.69935,0.73369,0.47898,1.30938,0.64536,0.87484,0.47898,0.001238,0.001238,0.001238
306,14899.2,1.26988,0.64772,0.8686,0.7775,0.69986,0.7348,0.47953,1.30833,0.64465,0.87459,0.47953,0.00122563,0.00122563,0.00122563
307,14932.5,1.25098,0.63691,0.86507,0.77588,0.70069,0.73503,0.48007,1.30722,0.64414,0.8744,0.48007,0.00121325,0.00121325,0.00121325
308,14965.4,1.26141,0.64197,0.86541,0.77646,0.70013,0.73531,0.48046,1.3067,0.64354,0.87418,0.48046,0.00120088,0.00120088,0.00120088
309,14999.6,1.2519,0.64095,0.86561,0.77801,0.70059,0.73611,0.48079,1.30532,0.64272,0.874,0.48079,0.0011885,0.0011885,0.0011885
310,15034.3,1.25063,0.6364,0.86794,0.77864,0.70161,0.73671,0.48108,1.30419,0.64199,0.87377,0.48108,0.00117613,0.00117613,0.00117613
311,15068.1,1.25324,0.63825,0.86684,0.77946,0.70185,0.73735,0.48159,1.30338,0.64112,0.87368,0.48159,0.00116375,0.00116375,0.00116375
312,15100.9,1.2564,0.63769,0.86893,0.78199,0.7019,0.73812,0.48245,1.30194,0.63996,0.87345,0.48245,0.00115138,0.00115138,0.00115138
313,15133.6,1.2534,0.63498,0.86554,0.77988,0.70184,0.7377,0.48221,1.30159,0.63961,0.87333,0.48221,0.001139,0.001139,0.001139
314,15165.7,1.24653,0.63422,0.86304,0.78113,0.70239,0.73836,0.48281,1.30044,0.63888,0.87316,0.48281,0.00112663,0.00112663,0.00112663
315,15199,1.25007,0.63554,0.86345,0.77838,0.70373,0.73891,0.48356,1.29905,0.6381,0.873,0.48356,0.00111425,0.00111425,0.00111425
316,15233.4,1.2428,0.63281,0.86169,0.77975,0.70431,0.73933,0.48375,1.2989,0.6375,0.87287,0.48375,0.00110188,0.00110188,0.00110188
317,15268.4,1.24076,0.63244,0.86492,0.78006,0.7049,0.73991,0.48428,1.29752,0.63673,0.87268,0.48428,0.0010895,0.0010895,0.0010895
318,15302.9,1.24544,0.63524,0.86392,0.77899,0.70711,0.73988,0.4842,1.29683,0.63619,0.87244,0.4842,0.00107713,0.00107713,0.00107713
319,15335.9,1.24711,0.63322,0.86281,0.78026,0.7069,0.74031,0.48476,1.29676,0.63576,0.87237,0.48476,0.00106475,0.00106475,0.00106475
320,15370.9,1.23904,0.62851,0.86268,0.78129,0.70694,0.74078,0.48502,1.29559,0.63488,0.87209,0.48502,0.00105238,0.00105238,0.00105238
321,15403.2,1.23066,0.62524,0.8603,0.78095,0.70654,0.74099,0.48545,1.29452,0.6342,0.8719,0.48545,0.00104,0.00104,0.00104
322,15436.6,1.23108,0.63333,0.86401,0.78141,0.7072,0.7415,0.48603,1.2934,0.63322,0.87167,0.48603,0.00102763,0.00102763,0.00102763
323,15467.7,1.2336,0.6255,0.86235,0.78149,0.709,0.74163,0.48673,1.2921,0.63248,0.87142,0.48673,0.00101525,0.00101525,0.00101525
324,15501.5,1.23107,0.62893,0.86056,0.7812,0.70741,0.74166,0.48705,1.29132,0.63148,0.87126,0.48705,0.00100288,0.00100288,0.00100288
325,15533.9,1.2241,0.6219,0.85905,0.78376,0.70656,0.74228,0.48723,1.29045,0.63086,0.87105,0.48723,0.0009905,0.0009905,0.0009905
326,15567.8,1.22664,0.62391,0.86114,0.78406,0.707,0.74242,0.48769,1.28932,0.63019,0.87085,0.48769,0.000978125,0.000978125,0.000978125
327,15601,1.23352,0.62563,0.85851,0.7843,0.70631,0.74265,0.48827,1.28852,0.62944,0.87075,0.48827,0.00096575,0.00096575,0.00096575
328,15635.7,1.21782,0.62026,0.86162,0.78335,0.70699,0.74311,0.4883,1.28827,0.62885,0.87068,0.4883,0.000953375,0.000953375,0.000953375
329,15668.9,1.21686,0.62103,0.85842,0.78526,0.70673,0.74328,0.48866,1.28753,0.62837,0.8705,0.48866,0.000941,0.000941,0.000941
330,15700.5,1.2196,0.61852,0.85964,0.78312,0.70872,0.74366,0.48911,1.28735,0.62794,0.87047,0.48911,0.000928625,0.000928625,0.000928625
331,15732.1,1.21313,0.61692,0.8592,0.78475,0.70834,0.74389,0.48911,1.28795,0.62764,0.87052,0.48911,0.00091625,0.00091625,0.00091625
332,15766,1.21468,0.61865,0.85831,0.78587,0.70683,0.74395,0.48946,1.2876,0.62701,0.87043,0.48946,0.000903875,0.000903875,0.000903875
333,15798.7,1.21107,0.61543,0.8569,0.78581,0.70809,0.74384,0.48967,1.28741,0.62658,0.87036,0.48967,0.0008915,0.0008915,0.0008915
334,15831,1.21209,0.61713,0.85835,0.78377,0.71021,0.74458,0.49007,1.2866,0.62619,0.87017,0.49007,0.000879125,0.000879125,0.000879125
335,15863.7,1.2128,0.61592,0.85941,0.7867,0.70905,0.7448,0.49005,1.28602,0.62544,0.87007,0.49005,0.00086675,0.00086675,0.00086675
336,15897.7,1.19965,0.61025,0.85777,0.78744,0.7097,0.74567,0.49041,1.28573,0.62482,0.86996,0.49041,0.000854375,0.000854375,0.000854375
337,15931.9,1.20097,0.61035,0.85543,0.78518,0.7119,0.74689,0.4907,1.28493,0.62431,0.86983,0.4907,0.000842,0.000842,0.000842
338,15965.1,1.20959,0.61299,0.85765,0.78831,0.71126,0.74723,0.49137,1.28421,0.6237,0.86971,0.49137,0.000829625,0.000829625,0.000829625
339,15999.3,1.18996,0.60816,0.85591,0.78856,0.71166,0.74713,0.49145,1.284,0.62333,0.8697,0.49145,0.00081725,0.00081725,0.00081725
340,16031.7,1.19273,0.61262,0.85585,0.79323,0.71062,0.74809,0.49146,1.28368,0.62251,0.86956,0.49146,0.000804875,0.000804875,0.000804875
