epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,phase_stop_fitness,lr/pg0,lr/pg1,lr/pg2
174,10565.1,1.5318,0.81585,0.92376,0.70137,0.62479,0.65629,0.40971,1.5238,0.79093,0.91578,0.40971,0.00285913,0.00285913,0.00285913
175,10636.1,1.53575,0.81952,0.92306,0.70347,0.62476,0.65648,0.40983,1.52143,0.78964,0.91515,0.40983,0.00284675,0.00284675,0.00284675
176,10673.4,1.52282,0.80925,0.92214,0.70385,0.62668,0.65703,0.41031,1.51936,0.78779,0.91469,0.41031,0.00283438,0.00283438,0.00283438
177,10712.2,1.53202,0.80971,0.92434,0.70617,0.62497,0.65763,0.41084,1.51729,0.78629,0.91419,0.41084,0.002822,0.002822,0.002822
178,10749.5,1.52847,0.81033,0.92099,0.70616,0.62616,0.65853,0.41182,1.51505,0.78466,0.91367,0.41182,0.00280963,0.00280963,0.00280963
179,10817.2,1.52032,0.81261,0.91914,0.70718,0.62708,0.65948,0.41273,1.51226,0.78333,0.91308,0.41273,0.00279725,0.00279725,0.00279725
180,10858,1.51731,0.80635,0.92284,0.70422,0.63199,0.66145,0.41356,1.51019,0.7812,0.91268,0.41356,0.00278488,0.00278488,0.00278488
181,10896.3,1.51303,0.80497,0.91934,0.70743,0.63175,0.6626,0.41416,1.50788,0.7796,0.91216,0.41416,0.0027725,0.0027725,0.0027725
182,10934.4,1.51839,0.80879,0.92025,0.70621,0.63137,0.6625,0.41464,1.50524,0.77794,0.91171,0.41464,0.00276012,0.00276012,0.00276012
183,10973.4,1.51031,0.803,0.91867,0.71033,0.63318,0.66414,0.41542,1.50314,0.7769,0.91121,0.41542,0.00274775,0.00274775,0.00274775
184,11011.3,1.51394,0.80521,0.91993,0.70544,0.63416,0.66392,0.41584,1.50075,0.77518,0.91068,0.41584,0.00273537,0.00273537,0.00273537
185,11049,1.50719,0.80037,0.91862,0.71059,0.63167,0.6638,0.4163,1.49896,0.77369,0.91027,0.4163,0.002723,0.002723,0.002723
186,11097.3,1.50193,0.79655,0.91488,0.71175,0.63345,0.66472,0.41672,1.49686,0.77228,0.90986,0.41672,0.00271062,0.00271062,0.00271062
187,11133.5,1.49765,0.79183,0.91382,0.71261,0.63388,0.66552,0.41728,1.49511,0.77067,0.90945,0.41728,0.00269825,0.00269825,0.00269825
188,11191.4,1.49137,0.78765,0.91521,0.71335,0.63646,0.66631,0.41776,1.49293,0.76922,0.90903,0.41776,0.00268587,0.00268587,0.00268587
189,11287.5,1.49263,0.78841,0.91383,0.7174,0.63589,0.66722,0.41869,1.49095,0.76777,0.90859,0.41869,0.0026735,0.0026735,0.0026735
190,11388.7,1.49533,0.78846,0.91489,0.71849,0.63665,0.66807,0.41968,1.48783,0.76616,0.90807,0.41968,0.00266113,0.00266113,0.00266113
191,11428.1,1.49381,0.79224,0.91471,0.71718,0.6388,0.66854,0.42012,1.48607,0.76476,0.90756,0.42012,0.00264875,0.00264875,0.00264875
192,11460.9,1.49996,0.78789,0.91595,0.71619,0.63816,0.6692,0.42058,1.48414,0.76325,0.90729,0.42058,0.00263637,0.00263637,0.00263637
193,11500.7,1.49037,0.78982,0.91368,0.71922,0.63949,0.67119,0.42149,1.48169,0.76191,0.90693,0.42149,0.002624,0.002624,0.002624
194,11533,1.48893,0.78934,0.91359,0.71977,0.63985,0.67193,0.42211,1.4798,0.76041,0.90633,0.42211,0.00261163,0.00261163,0.00261163
195,11566.2,1.48991,0.7897,0.91033,0.72076,0.6403,0.67221,0.42265,1.47808,0.75875,0.90612,0.42265,0.00259925,0.00259925,0.00259925
196,11598.8,1.48139,0.78438,0.9109,0.72126,0.64219,0.67346,0.4235,1.47605,0.75747,0.90571,0.4235,0.00258687,0.00258687,0.00258687
197,11632.9,1.48502,0.78061,0.91097,0.7206,0.64412,0.67416,0.42406,1.47434,0.75601,0.90533,0.42406,0.0025745,0.0025745,0.0025745
198,11673.3,1.488,0.77957,0.91301,0.72288,0.64571,0.67499,0.42449,1.47209,0.75435,0.90493,0.42449,0.00256213,0.00256213,0.00256213
199,11706.4,1.48232,0.78109,0.91515,0.72077,0.64549,0.67485,0.42547,1.46964,0.753,0.90462,0.42547,0.00254975,0.00254975,0.00254975
200,11741.1,1.46893,0.77809,0.91065,0.72226,0.64708,0.67539,0.42622,1.46766,0.75169,0.9041,0.42622,0.00253737,0.00253737,0.00253737
201,11792.8,1.48181,0.78126,0.90988,0.72216,0.64719,0.6756,0.42669,1.46523,0.75026,0.90381,0.42669,0.002525,0.002525,0.002525
202,11849.1,1.47008,0.77566,0.91111,0.72478,0.64838,0.67745,0.42772,1.46293,0.74877,0.90335,0.42772,0.00251263,0.00251263,0.00251263
203,11879.7,1.46971,0.77278,0.90685,0.72559,0.64872,0.67777,0.42799,1.46062,0.74734,0.90295,0.42799,0.00250025,0.00250025,0.00250025
204,11912.5,1.46637,0.77272,0.90983,0.72474,0.6495,0.6786,0.42896,1.45896,0.74617,0.90257,0.42896,0.00248788,0.00248788,0.00248788
205,11944.4,1.46058,0.76645,0.90672,0.72714,0.6503,0.67944,0.42903,1.45725,0.74524,0.90229,0.42903,0.0024755,0.0024755,0.0024755
206,11976.6,1.47007,0.76969,0.90865,0.72721,0.65119,0.68059,0.43028,1.45488,0.74346,0.90194,0.43028,0.00246313,0.00246313,0.00246313
207,12009.1,1.47286,0.77573,0.9102,0.72815,0.65194,0.68173,0.43125,1.45224,0.74209,0.90147,0.43125,0.00245075,0.00245075,0.00245075
208,12041.9,1.46287,0.76801,0.90862,0.72722,0.65181,0.68151,0.43133,1.45031,0.74042,0.90109,0.43133,0.00243838,0.00243838,0.00243838
209,12073.8,1.45067,0.75964,0.90758,0.72814,0.65227,0.68221,0.43191,1.44895,0.73959,0.90082,0.43191,0.002426,0.002426,0.002426
210,12125,1.45137,0.76101,0.90606,0.72875,0.65259,0.68248,0.43234,1.44644,0.73815,0.90045,0.43234,0.00241362,0.00241362,0.00241362
211,12252,1.44463,0.76182,0.9081,0.72666,0.65359,0.6829,0.43333,1.44488,0.73685,0.9001,0.43333,0.00240125,0.00240125,0.00240125
212,12290.5,1.44429,0.75557,0.90676,0.72885,0.65466,0.68406,0.43395,1.44295,0.73527,0.89979,0.43395,0.00238888,0.00238888,0.00238888
213,12341.9,1.44761,0.75943,0.90536,0.72874,0.65518,0.68468,0.4345,1.44063,0.7341,0.89931,0.4345,0.0023765,0.0023765,0.0023765
214,12377.4,1.44183,0.75664,0.90356,0.7317,0.65464,0.68551,0.43519,1.43843,0.73256,0.89906,0.43519,0.00236413,0.00236413,0.00236413
215,12409.4,1.44351,0.75974,0.90215,0.72856,0.65577,0.68591,0.43596,1.43672,0.73146,0.89867,0.43596,0.00235175,0.00235175,0.00235175
216,12442.7,1.44724,0.75976,0.90579,0.73354,0.65608,0.68748,0.43673,1.43447,0.73012,0.89835,0.43673,0.00233938,0.00233938,0.00233938
217,12477.6,1.44167,0.75604,0.90531,0.73516,0.6561,0.68846,0.43724,1.43272,0.7291,0.89799,0.43724,0.002327,0.002327,0.002327
218,12515.5,1.43636,0.75124,0.90183,0.73832,0.65541,0.68881,0.43843,1.43091,0.72796,0.89776,0.43843,0.00231463,0.00231463,0.00231463
219,12553.3,1.43355,0.75121,0.9026,0.73829,0.65575,0.68993,0.43907,1.42881,0.72659,0.89734,0.43907,0.00230225,0.00230225,0.00230225
220,12590.2,1.43737,0.75279,0.90192,0.74034,0.65649,0.69103,0.43953,1.42671,0.72577,0.89681,0.43953,0.00228988,0.00228988,0.00228988
221,12649.8,1.43424,0.75136,0.90419,0.74183,0.65712,0.6924,0.44025,1.42423,0.72424,0.89653,0.44025,0.0022775,0.0022775,0.0022775
222,12688.7,1.42649,0.7467,0.9008,0.74312,0.65852,0.69329,0.44084,1.42269,0.72318,0.89622,0.44084,0.00226513,0.00226513,0.00226513
223,12771.5,1.43331,0.74861,0.90249,0.74243,0.65823,0.69364,0.4409,1.42093,0.72215,0.89589,0.4409,0.00225275,0.00225275,0.00225275
224,12834.8,1.42481,0.74702,0.90064,0.74414,0.65975,0.6948,0.44171,1.41972,0.72111,0.89552,0.44171,0.00224038,0.00224038,0.00224038
225,12873.5,1.4319,0.74794,0.902,0.74378,0.66021,0.69513,0.44213,1.41844,0.72003,0.89529,0.44213,0.002228,0.002228,0.002228
226,12960.8,1.42431,0.74253,0.90239,0.74392,0.66092,0.69617,0.44329,1.41671,0.71893,0.89509,0.44329,0.00221563,0.00221563,0.00221563
227,13004.6,1.43416,0.74619,0.90037,0.74584,0.66016,0.69658,0.44353,1.41527,0.71773,0.89474,0.44353,0.00220325,0.00220325,0.00220325
228,13051,1.41805,0.73728,0.89825,0.75146,0.65935,0.69729,0.44449,1.41345,0.71663,0.8944,0.44449,0.00219088,0.00219088,0.00219088
229,13092.9,1.41928,0.74329,0.90036,0.75261,0.66091,0.69836,0.44511,1.41157,0.71546,0.89409,0.44511,0.0021785,0.0021785,0.0021785
230,13195.1,1.42196,0.73985,0.89758,0.75307,0.66158,0.699,0.44602,1.40977,0.71399,0.8938,0.44602,0.00216613,0.00216613,0.00216613
231,13242.7,1.41285,0.73623,0.89777,0.75316,0.66169,0.69888,0.44648,1.40811,0.71293,0.8935,0.44648,0.00215375,0.00215375,0.00215375
232,13285.4,1.40523,0.73189,0.89501,0.75374,0.66243,0.69969,0.44693,1.40685,0.71195,0.89335,0.44693,0.00214138,0.00214138,0.00214138
233,13326.8,1.40852,0.73265,0.89404,0.75524,0.6628,0.70033,0.44777,1.40468,0.71068,0.89292,0.44777,0.002129,0.002129,0.002129
234,13368.3,1.40032,0.73143,0.89407,0.75387,0.66249,0.70062,0.44859,1.4029,0.70966,0.89264,0.44859,0.00211663,0.00211663,0.00211663
235,13409.1,1.40585,0.73257,0.89711,0.75415,0.66261,0.70138,0.44904,1.40087,0.70842,0.89215,0.44904,0.00210425,0.00210425,0.00210425
236,13456.4,1.40278,0.72773,0.89496,0.75529,0.6638,0.70182,0.45011,1.3989,0.70701,0.89179,0.45011,0.00209187,0.00209187,0.00209187
237,13498.4,1.39878,0.725,0.8939,0.75475,0.66522,0.7024,0.45017,1.39717,0.70619,0.89146,0.45017,0.0020795,0.0020795,0.0020795
238,13589.2,1.39419,0.72568,0.89451,0.75216,0.66539,0.70267,0.45012,1.39557,0.70549,0.89109,0.45012,0.00206712,0.00206712,0.00206712
239,13688.7,1.40011,0.7258,0.89324,0.75438,0.66543,0.70275,0.45046,1.39389,0.70422,0.89079,0.45046,0.00205475,0.00205475,0.00205475
240,13758,1.39596,0.72702,0.89204,0.75732,0.66509,0.70361,0.45118,1.39205,0.7033,0.89037,0.45118,0.00204237,0.00204237,0.00204237
241,13810.9,1.40091,0.72711,0.8931,0.75711,0.6664,0.70455,0.45196,1.39039,0.70206,0.89001,0.45196,0.00203,0.00203,0.00203
242,13849.2,1.396,0.72027,0.88926,0.75511,0.66714,0.70467,0.45219,1.38915,0.70074,0.88965,0.45219,0.00201762,0.00201762,0.00201762
243,13891,1.38547,0.72017,0.8919,0.75838,0.66772,0.70514,0.45279,1.38727,0.69986,0.88929,0.45279,0.00200525,0.00200525,0.00200525
244,13932.5,1.39,0.71902,0.89193,0.75676,0.66978,0.70657,0.45287,1.38561,0.69907,0.88893,0.45287,0.00199287,0.00199287,0.00199287
245,13973.5,1.37244,0.71095,0.89035,0.75591,0.66975,0.70634,0.45347,1.38457,0.69774,0.88871,0.45347,0.0019805,0.0019805,0.0019805
246,14026.7,1.38826,0.72028,0.89256,0.75496,0.6703,0.70697,0.45378,1.38282,0.69669,0.88844,0.45378,0.00196812,0.00196812,0.00196812
247,14067.9,1.38506,0.71834,0.89003,0.75702,0.67068,0.70748,0.45501,1.38126,0.69561,0.888,0.45501,0.00195575,0.00195575,0.00195575
248,14132,1.38098,0.71841,0.89095,0.75866,0.67226,0.70933,0.45572,1.37941,0.69418,0.88778,0.45572,0.00194337,0.00194337,0.00194337
249,14175,1.37396,0.70875,0.88935,0.75663,0.67201,0.70903,0.45605,1.37908,0.69328,0.88757,0.45605,0.001931,0.001931,0.001931
250,14261.2,1.38387,0.71778,0.88969,0.75757,0.67358,0.71043,0.45689,1.37771,0.69264,0.88732,0.45689,0.00191862,0.00191862,0.00191862
251,14303.4,1.37334,0.71354,0.8883,0.75501,0.67427,0.71117,0.45714,1.37598,0.69132,0.88696,0.45714,0.00190625,0.00190625,0.00190625
252,14346,1.36751,0.71061,0.88701,0.75582,0.67393,0.71112,0.45812,1.37446,0.69047,0.88665,0.45812,0.00189388,0.00189388,0.00189388
253,14397.5,1.37381,0.71314,0.89008,0.75573,0.67502,0.71108,0.45807,1.37262,0.68955,0.88626,0.45807,0.0018815,0.0018815,0.0018815
254,14440.5,1.36989,0.70657,0.88853,0.75523,0.67675,0.71247,0.45912,1.37119,0.68835,0.88605,0.45912,0.00186913,0.00186913,0.00186913
255,14482.3,1.35962,0.70496,0.88383,0.75537,0.6772,0.71296,0.45941,1.3693,0.68701,0.88568,0.45941,0.00185675,0.00185675,0.00185675
256,14522.5,1.36547,0.70402,0.88725,0.75878,0.67732,0.7138,0.45998,1.36813,0.68634,0.88549,0.45998,0.00184438,0.00184438,0.00184438
257,14572.4,1.35769,0.70225,0.88674,0.75861,0.67777,0.71452,0.46026,1.36616,0.68523,0.88514,0.46026,0.001832,0.001832,0.001832
258,14613.6,1.35912,0.70269,0.88565,0.75801,0.67802,0.71482,0.46057,1.36469,0.68439,0.88492,0.46057,0.00181963,0.00181963,0.00181963
259,14663.2,1.36238,0.70672,0.88877,0.75922,0.67935,0.71649,0.46147,1.36286,0.68324,0.88463,0.46147,0.00180725,0.00180725,0.00180725
260,14704.2,1.36066,0.70702,0.88714,0.75809,0.67968,0.71685,0.46193,1.36222,0.68303,0.8845,0.46193,0.00179488,0.00179488,0.00179488
261,14757.9,1.36113,0.70232,0.88454,0.75952,0.68086,0.71667,0.462,1.36107,0.6822,0.88427,0.462,0.0017825,0.0017825,0.0017825
262,14801.1,1.35491,0.69949,0.88609,0.7583,0.68211,0.71757,0.46215,1.35967,0.68115,0.8841,0.46215,0.00177013,0.00177013,0.00177013
263,14847.1,1.3501,0.69554,0.88522,0.75975,0.68127,0.71825,0.4622,1.35801,0.68041,0.88375,0.4622,0.00175775,0.00175775,0.00175775
264,14888.4,1.35301,0.69415,0.88324,0.76145,0.68238,0.71856,0.46271,1.35731,0.67954,0.88364,0.46271,0.00174538,0.00174538,0.00174538
265,14939.2,1.35745,0.69793,0.88568,0.76254,0.6814,0.71915,0.46384,1.35609,0.67871,0.88335,0.46384,0.001733,0.001733,0.001733
266,15027.1,1.34835,0.6965,0.88316,0.76325,0.68338,0.72004,0.4642,1.35517,0.67809,0.88321,0.4642,0.00172063,0.00172063,0.00172063
267,15145.6,1.34376,0.69202,0.88325,0.76286,0.68366,0.71973,0.46427,1.3541,0.67713,0.88297,0.46427,0.00170825,0.00170825,0.00170825
268,15219.3,1.34571,0.69165,0.8823,0.76214,0.6837,0.72057,0.46496,1.35311,0.67632,0.88274,0.46496,0.00169588,0.00169588,0.00169588
269,15264.8,1.33685,0.68725,0.8821,0.76272,0.68333,0.72084,0.46555,1.35187,0.67531,0.88255,0.46555,0.0016835,0.0016835,0.0016835
270,15299.9,1.33828,0.68883,0.88258,0.76562,0.68461,0.72078,0.46573,1.3505,0.6742,0.88235,0.46573,0.00167113,0.00167113,0.00167113
271,15333.6,1.33799,0.69059,0.88079,0.76706,0.685,0.72189,0.46642,1.34963,0.67348,0.8821,0.46642,0.00165875,0.00165875,0.00165875
272,15368,1.33418,0.68643,0.88226,0.7703,0.68481,0.72231,0.46683,1.34837,0.67271,0.88194,0.46683,0.00164638,0.00164638,0.00164638
273,15401.9,1.33571,0.68552,0.88325,0.77,0.68547,0.72255,0.46796,1.34672,0.67209,0.88179,0.46796,0.001634,0.001634,0.001634
274,15435.8,1.32918,0.68639,0.88038,0.7713,0.68569,0.72343,0.46771,1.34591,0.67107,0.8816,0.46771,0.00162163,0.00162163,0.00162163
275,15470,1.32373,0.68214,0.87665,0.77214,0.68664,0.72419,0.46816,1.34525,0.67042,0.88145,0.46816,0.00160925,0.00160925,0.00160925
276,15580.4,1.324,0.67969,0.87843,0.77193,0.68723,0.72467,0.46848,1.34391,0.66936,0.88117,0.46848,0.00159688,0.00159688,0.00159688
277,15664.3,1.33022,0.68236,0.88006,0.77258,0.68738,0.72592,0.46893,1.34313,0.66847,0.88102,0.46893,0.0015845,0.0015845,0.0015845
278,15746.5,1.31757,0.67814,0.87742,0.7764,0.68602,0.72585,0.46905,1.34241,0.66783,0.88078,0.46905,0.00157213,0.00157213,0.00157213
279,15803.2,1.32785,0.68141,0.87867,0.7781,0.6866,0.72656,0.46932,1.34169,0.66742,0.88059,0.46932,0.00155975,0.00155975,0.00155975
280,15843.5,1.31579,0.6755,0.87694,0.77734,0.68874,0.72694,0.4694,1.34031,0.66639,0.88033,0.4694,0.00154738,0.00154738,0.00154738
281,15931.4,1.32067,0.67867,0.8761,0.77895,0.68865,0.72808,0.47005,1.33949,0.66565,0.88012,0.47005,0.001535,0.001535,0.001535
282,15999.5,1.31768,0.68056,0.88041,0.77741,0.68903,0.72845,0.47103,1.33812,0.66486,0.87992,0.47103,0.00152262,0.00152262,0.00152262
283,16108.9,1.31937,0.67447,0.87679,0.77647,0.68947,0.72835,0.47111,1.33697,0.66401,0.87977,0.47111,0.00151025,0.00151025,0.00151025
284,16196.8,1.30572,0.67115,0.87344,0.77774,0.68866,0.72917,0.47182,1.33589,0.66347,0.87962,0.47182,0.00149787,0.00149787,0.00149787
285,16239.3,1.30116,0.66687,0.87415,0.77646,0.68919,0.72993,0.47206,1.33441,0.66277,0.87934,0.47206,0.0014855,0.0014855,0.0014855
286,16280.6,1.30969,0.67033,0.87435,0.77438,0.69081,0.73053,0.47243,1.33276,0.66178,0.87912,0.47243,0.00147312,0.00147312,0.00147312
287,16324.7,1.31089,0.67192,0.8777,0.77373,0.69079,0.73081,0.4733,1.33144,0.66051,0.8789,0.4733,0.00146075,0.00146075,0.00146075
288,16368.8,1.30837,0.67373,0.87558,0.77522,0.69047,0.73129,0.47338,1.33052,0.65998,0.87876,0.47338,0.00144837,0.00144837,0.00144837
289,16435.3,1.30868,0.66724,0.87834,0.77735,0.6921,0.73281,0.47387,1.32932,0.65891,0.87854,0.47387,0.001436,0.001436,0.001436
290,16506.4,1.30373,0.66857,0.87482,0.77788,0.69076,0.73262,0.47454,1.32892,0.6582,0.87846,0.47454,0.00142362,0.00142362,0.00142362
291,16599.9,1.30461,0.66911,0.87536,0.77767,0.69232,0.73289,0.47534,1.32808,0.65763,0.87838,0.47534,0.00141125,0.00141125,0.00141125
292,16645,1.2953,0.66195,0.87416,0.77577,0.69309,0.73333,0.4752,1.32732,0.65712,0.87817,0.4752,0.00139887,0.00139887,0.00139887
293,16687.3,1.29731,0.66594,0.87288,0.77571,0.69366,0.73395,0.47559,1.32681,0.65631,0.87807,0.47559,0.0013865,0.0013865,0.0013865
294,16730.5,1.29575,0.66358,0.8725,0.77702,0.6944,0.73468,0.47606,1.32613,0.65574,0.87792,0.47606,0.00137412,0.00137412,0.00137412
295,16776.9,1.2966,0.66233,0.87206,0.77672,0.69519,0.7354,0.47647,1.32455,0.6549,0.8777,0.47647,0.00136175,0.00136175,0.00136175
296,16825,1.2825,0.6564,0.87113,0.77556,0.69588,0.73571,0.47729,1.32455,0.65441,0.87764,0.47729,0.00134937,0.00134937,0.00134937
297,16868,1.28069,0.65593,0.87164,0.77395,0.69573,0.73539,0.47752,1.32347,0.65365,0.87748,0.47752,0.001337,0.001337,0.001337
298,16953,1.28002,0.6556,0.87029,0.77528,0.69582,0.73631,0.47806,1.32199,0.65289,0.87729,0.47806,0.00132462,0.00132462,0.00132462
299,16996.8,1.27913,0.65604,0.8719,0.77677,0.6961,0.737,0.47851,1.32095,0.65177,0.87726,0.47851,0.00131225,0.00131225,0.00131225
300,17088.8,1.28581,0.65521,0.86853,0.77491,0.69653,0.73688,0.47921,1.31945,0.65093,0.87693,0.47921,0.00129987,0.00129987,0.00129987
301,17131.1,1.27971,0.65512,0.86648,0.77614,0.69759,0.73743,0.47944,1.31844,0.64983,0.87683,0.47944,0.0012875,0.0012875,0.0012875
302,17172.3,1.28305,0.65932,0.87011,0.77387,0.69875,0.73832,0.47978,1.31727,0.64908,0.87671,0.47978,0.00127513,0.00127513,0.00127513
303,17215.9,1.28214,0.6561,0.87058,0.77444,0.69849,0.73846,0.48001,1.31594,0.64838,0.87655,0.48001,0.00126275,0.00126275,0.00126275
304,17260.4,1.27649,0.65149,0.87018,0.7737,0.6996,0.73918,0.4809,1.31501,0.64749,0.87636,0.4809,0.00125038,0.00125038,0.00125038
305,17303.8,1.26784,0.64867,0.86699,0.77382,0.69897,0.73943,0.48139,1.31415,0.64658,0.87618,0.48139,0.001238,0.001238,0.001238
306,17353.7,1.27241,0.6506,0.86911,0.7745,0.69947,0.73993,0.48173,1.31293,0.64616,0.87605,0.48173,0.00122563,0.00122563,0.00122563
307,17449.6,1.2662,0.64539,0.86805,0.77472,0.7015,0.74088,0.48195,1.3118,0.6456,0.87585,0.48195,0.00121325,0.00121325,0.00121325
308,17497.3,1.26165,0.64578,0.86722,0.77677,0.70038,0.74086,0.48254,1.31119,0.64524,0.87569,0.48254,0.00120088,0.00120088,0.00120088
309,17542.4,1.26823,0.6488,0.86825,0.77619,0.70094,0.74088,0.48298,1.31016,0.64455,0.87548,0.48298,0.0011885,0.0011885,0.0011885
310,17586.3,1.25814,0.64145,0.864,0.77725,0.7019,0.74141,0.48319,1.3091,0.64401,0.87527,0.48319,0.00117613,0.00117613,0.00117613
311,17630.9,1.25993,0.64286,0.86286,0.77802,0.70228,0.7418,0.48332,1.30845,0.64322,0.87519,0.48332,0.00116375,0.00116375,0.00116375
312,17674.3,1.2644,0.64842,0.86426,0.7756,0.70633,0.74196,0.48339,1.30811,0.6426,0.87511,0.48339,0.00115138,0.00115138,0.00115138
313,17774.7,1.25662,0.64275,0.86458,0.77582,0.70701,0.74227,0.48387,1.30775,0.64195,0.87508,0.48387,0.001139,0.001139,0.001139
314,17886,1.24805,0.63965,0.86642,0.77691,0.70598,0.74234,0.48423,1.30706,0.64148,0.87491,0.48423,0.00112663,0.00112663,0.00112663
315,17962.5,1.25153,0.63886,0.86429,0.77514,0.70846,0.74297,0.48432,1.30596,0.64039,0.87471,0.48432,0.00111425,0.00111425,0.00111425
316,18006.2,1.24964,0.63691,0.86614,0.77445,0.70821,0.74254,0.48506,1.30531,0.63993,0.87459,0.48506,0.00110188,0.00110188,0.00110188
317,18049.2,1.24358,0.6367,0.86295,0.77557,0.70796,0.74294,0.48538,1.3038,0.63906,0.87436,0.48538,0.0010895,0.0010895,0.0010895
318,18091.6,1.24707,0.63686,0.86593,0.77546,0.70828,0.74362,0.48574,1.30276,0.63832,0.87418,0.48574,0.00107713,0.00107713,0.00107713
319,18134,1.23346,0.63105,0.86278,0.77655,0.70916,0.74444,0.486,1.30243,0.63792,0.87409,0.486,0.00106475,0.00106475,0.00106475
320,18175.6,1.24151,0.63256,0.86461,0.77461,0.71067,0.74457,0.4864,1.30101,0.63717,0.87393,0.4864,0.00105238,0.00105238,0.00105238
321,18217.1,1.23528,0.6295,0.86155,0.7758,0.71005,0.74459,0.48698,1.29964,0.63644,0.87374,0.48698,0.00104,0.00104,0.00104
322,18258.3,1.24303,0.63344,0.86474,0.77562,0.71063,0.74515,0.48748,1.29874,0.63548,0.87352,0.48748,0.00102763,0.00102763,0.00102763
323,18299.6,1.22647,0.62679,0.85938,0.77581,0.71123,0.74624,0.48773,1.29764,0.63491,0.87333,0.48773,0.00101525,0.00101525,0.00101525
324,18355.5,1.22957,0.62638,0.85942,0.77342,0.71144,0.74588,0.48797,1.29671,0.63424,0.87316,0.48797,0.00100288,0.00100288,0.00100288
325,18423.9,1.23209,0.62706,0.86111,0.77848,0.71245,0.7474,0.48887,1.29557,0.63341,0.87298,0.48887,0.0009905,0.0009905,0.0009905
326,18471.9,1.23447,0.62784,0.86267,0.77645,0.71263,0.74718,0.48851,1.2942,0.63271,0.87271,0.48851,0.000978125,0.000978125,0.000978125
327,18514.7,1.22664,0.62301,0.86129,0.77671,0.7132,0.74783,0.48893,1.29312,0.63189,0.87252,0.48893,0.00096575,0.00096575,0.00096575
328,18558.2,1.22621,0.62519,0.86201,0.77698,0.71291,0.74765,0.48929,1.2924,0.6314,0.8723,0.48929,0.000953375,0.000953375,0.000953375
329,18601.2,1.22205,0.62388,0.86265,0.7797,0.71335,0.74905,0.48965,1.29116,0.63055,0.87211,0.48965,0.000941,0.000941,0.000941
330,18644.1,1.21576,0.62055,0.85863,0.77752,0.71445,0.74879,0.48995,1.28972,0.62975,0.87187,0.48995,0.000928625,0.000928625,0.000928625
331,18742.3,1.22521,0.62612,0.85676,0.77843,0.7148,0.74983,0.4904,1.28894,0.62888,0.87175,0.4904,0.00091625,0.00091625,0.00091625
332,18830.5,1.21559,0.62115,0.86142,0.77862,0.71462,0.74976,0.49043,1.28797,0.62832,0.8716,0.49043,0.000903875,0.000903875,0.000903875
333,18927,1.22036,0.62047,0.86018,0.77897,0.71426,0.75018,0.49085,1.28725,0.62794,0.8715,0.49085,0.0008915,0.0008915,0.0008915
334,18974.8,1.22038,0.62313,0.85805,0.77948,0.71478,0.75047,0.49082,1.28612,0.62714,0.87143,0.49082,0.000879125,0.000879125,0.000879125
335,19034.3,1.21304,0.6147,0.86014,0.78025,0.71556,0.75054,0.49123,1.28523,0.62679,0.87121,0.49123,0.00086675,0.00086675,0.00086675
336,19078.1,1.21143,0.61581,0.85723,0.78017,0.71603,0.75148,0.49194,1.28418,0.62594,0.87113,0.49194,0.000854375,0.000854375,0.000854375
337,19121.7,1.20833,0.61428,0.85832,0.77819,0.71686,0.75207,0.49247,1.28344,0.62539,0.87094,0.49247,0.000842,0.000842,0.000842
338,19164.1,1.19673,0.60915,0.85681,0.77941,0.71626,0.75198,0.49237,1.28233,0.62486,0.8708,0.49237,0.000829625,0.000829625,0.000829625
339,19219.6,1.20596,0.61586,0.85731,0.77594,0.71772,0.75268,0.4929,1.28144,0.62422,0.87067,0.4929,0.00081725,0.00081725,0.00081725
340,19275.1,1.19736,0.61112,0.85313,0.77806,0.71829,0.7532,0.49345,1.28116,0.62408,0.87061,0.49345,0.000804875,0.000804875,0.000804875
341,19345.4,1.1975,0.61038,0.85407,0.78143,0.71748,0.7534,0.49319,1.28116,0.62337,0.87051,0.49319,0.0007925,0.0007925,0.0007925
342,19400.6,1.19953,0.60906,0.85672,0.78149,0.71782,0.75365,0.49335,1.2803,0.62302,0.87041,0.49335,0.000780125,0.000780125,0.000780125
343,19451.6,1.192,0.6085,0.85482,0.78,0.71851,0.75353,0.49348,1.28058,0.62254,0.87039,0.49348,0.00076775,0.00076775,0.00076775
344,19483.8,1.19824,0.61094,0.85636,0.7783,0.71977,0.75373,0.49346,1.27988,0.62205,0.87036,0.49346,0.000755375,0.000755375,0.000755375
345,19514.9,1.18764,0.60345,0.85263,0.77941,0.72048,0.75502,0.49385,1.27874,0.62138,0.87013,0.49385,0.000743,0.000743,0.000743
346,19590,1.18542,0.60413,0.8543,0.77859,0.71972,0.7543,0.49448,1.27784,0.62095,0.86995,0.49448,0.000730625,0.000730625,0.000730625
347,19626.3,1.18569,0.60289,0.85464,0.78502,0.71884,0.75493,0.49473,1.2776,0.62029,0.86994,0.49473,0.00071825,0.00071825,0.00071825
348,19676,1.18828,0.60285,0.85445,0.7833,0.72007,0.75557,0.49544,1.27688,0.61992,0.86978,0.49544,0.000705875,0.000705875,0.000705875
