   200/200      7.06G     0.9116      0.433     0.9438        462        640: 22% ━━╸───────── 129/563 8.3it/s 14.1s<52.0s
[K    200/200      7.06G     0.9119     0.4333     0.9437        466        640: 23% ━━╸───────── 130/563 8.2it/s 14.2s<53.1s
[K    200/200      7.06G     0.9121     0.4333     0.9437        595        640: 23% ━━╸───────── 131/563 7.9it/s 14.4s<54.9s
[K    200/200      7.06G     0.9119     0.4332     0.9434        431        640: 23% ━━╸───────── 132/563 7.7it/s 14.5s<56.0s
[K    200/200      7.06G     0.9124     0.4337     0.9437        589        640: 23% ━━╸───────── 133/563 7.5it/s 14.6s<57.5s
[K    200/200      7.06G     0.9123     0.4339     0.9438        399        640: 23% ━━╸───────── 134/563 8.0it/s 14.7s<53.7s
[K    200/200      7.06G     0.9112     0.4338     0.9434        485        640: 23% ━━╸───────── 135/563 7.8it/s 14.9s<55.2s
[K    200/200      7.06G     0.9113     0.4335     0.9434        568        640: 24% ━━╸───────── 136/563 7.7it/s 15.0s<55.3s
[K    200/200      7.06G     0.9125      0.434     0.9436        489        640: 24% ━━╸───────── 137/563 8.3it/s 15.1s<51.6s
[K    200/200      7.06G     0.9122     0.4338     0.9433        396        640: 24% ━━╸───────── 138/563 8.7it/s 15.2s<48.7s
[K    200/200      7.06G     0.9119     0.4335     0.9432        556        640: 24% ━━╸───────── 139/563 8.9it/s 15.3s<47.9s
[K    200/200      7.06G     0.9111      0.433     0.9428        434        640: 25% ━━━───────── 141/563 9.1it/s 15.5s<46.2s
[K    200/200      7.06G     0.9126      0.434     0.9431        491        640: 25% ━━━───────── 143/563 9.2it/s 15.8s<45.9s
[K    200/200      7.06G      0.912     0.4336      0.943        483        640: 25% ━━━───────── 144/563 9.4it/s 15.9s<44.6s
[K    200/200      7.06G     0.9116     0.4335     0.9429        438        640: 25% ━━━───────── 145/563 8.9it/s 16.0s<47.1s
[K    200/200      7.06G     0.9125     0.4336      0.943        556        640: 25% ━━━───────── 146/563 8.2it/s 16.1s<50.9s
[K    200/200      7.06G     0.9121     0.4335     0.9429        588        640: 26% ━━━───────── 147/563 8.3it/s 16.3s<50.2s
[K    200/200      7.06G     0.9121     0.4336     0.9428        397        640: 26% ━━━───────── 149/563 8.6it/s 16.5s<47.9s
[K    200/200      7.06G     0.9119     0.4334     0.9427        437        640: 26% ━━━───────── 150/563 9.0it/s 16.6s<46.1s
[K    200/200      7.06G     0.9114     0.4333     0.9425        394        640: 26% ━━━───────── 151/563 8.7it/s 16.7s<47.3s
[K    200/200      7.06G      0.911     0.4332     0.9425        496        640: 27% ━━━───────── 153/563 8.9it/s 16.9s<46.0s
[K    200/200      7.06G     0.9111     0.4333     0.9426        641        640: 27% ━━━───────── 154/563 8.9it/s 17.0s<45.8s
[K    200/200      7.06G     0.9103      0.433     0.9422        487        640: 27% ━━━───────── 155/563 8.4it/s 17.2s<48.3s
[K    200/200      7.06G     0.9099     0.4329     0.9419        490        640: 27% ━━━───────── 156/563 8.6it/s 17.3s<47.3s
[K    200/200      7.06G     0.9105     0.4333      0.942        752        640: 27% ━━━───────── 157/563 8.4it/s 17.4s<48.5s
[K    200/200      7.06G     0.9117      0.434     0.9424        455        640: 28% ━━━───────── 159/563 8.8it/s 17.6s<46.0s
[K    200/200      7.06G     0.9119     0.4345     0.9425        467        640: 28% ━━━───────── 160/563 9.0it/s 17.7s<44.9s
[K    200/200      7.06G     0.9116     0.4344     0.9425        407        640: 28% ━━━───────── 161/563 8.9it/s 17.8s<45.2s
[K    200/200      7.06G     0.9126     0.4352     0.9428        435        640: 28% ━━━───────── 162/563 9.2it/s 17.9s<43.8s
[K    200/200      7.06G     0.9123     0.4351     0.9427        559        640: 28% ━━━───────── 163/563 8.8it/s 18.0s<45.3s
[K    200/200      7.06G     0.9113     0.4347     0.9425        458        640: 29% ━━━╸──────── 165/563 9.2it/s 18.2s<43.1s
[K    200/200      7.06G     0.9117     0.4351     0.9428        361        640: 29% ━━━╸──────── 167/563 9.7it/s 18.4s<40.7s
[K    200/200      7.06G     0.9126     0.4353      0.943        426        640: 30% ━━━╸──────── 169/563 9.8it/s 18.6s<40.1s
[K    200/200      7.06G     0.9119     0.4352     0.9427        430        640: 30% ━━━╸──────── 171/563 9.7it/s 18.8s<40.6s
[K    200/200      7.06G     0.9119     0.4351     0.9426        448        640: 30% ━━━╸──────── 172/563 9.4it/s 19.0s<41.6s
[K    200/200      7.06G     0.9119      0.435     0.9424        582        640: 30% ━━━╸──────── 173/563 9.3it/s 19.1s<41.9s
[K    200/200      7.06G     0.9117     0.4349     0.9423        335        640: 30% ━━━╸──────── 174/563 9.4it/s 19.2s<41.5s
[K    200/200      7.06G     0.9122      0.435     0.9426        681        640: 31% ━━━╸──────── 175/563 8.9it/s 19.3s<43.7s
[K    200/200      7.06G     0.9124     0.4352     0.9427        402        640: 31% ━━━╸──────── 176/563 8.8it/s 19.4s<44.0s
[K    200/200      7.06G     0.9122     0.4352     0.9428        441        640: 31% ━━━╸──────── 177/563 8.7it/s 19.5s<44.4s
[K    200/200      7.06G     0.9122     0.4352     0.9425        402        640: 31% ━━━╸──────── 179/563 9.0it/s 19.7s<42.7s
[K    200/200      7.06G     0.9123     0.4352     0.9425        368        640: 31% ━━━╸──────── 180/563 9.1it/s 19.8s<42.2s
[K    200/200      7.06G      0.912     0.4351     0.9426        522        640: 32% ━━━╸──────── 181/563 8.8it/s 20.0s<43.2s
[K    200/200      7.06G     0.9123     0.4354     0.9426        437        640: 32% ━━━╸──────── 182/563 9.2it/s 20.1s<41.5s
[K    200/200      7.06G     0.9127     0.4356     0.9428        476        640: 32% ━━━╸──────── 183/563 8.7it/s 20.2s<43.7s
[K    200/200      7.06G     0.9126     0.4354     0.9426        515        640: 32% ━━━╸──────── 184/563 8.8it/s 20.3s<42.9s
[K    200/200      7.06G     0.9125     0.4352     0.9425        356        640: 32% ━━━╸──────── 185/563 8.1it/s 20.5s<46.6s
[K    200/200      7.06G     0.9129     0.4352     0.9426        462        640: 33% ━━━╸──────── 186/563 8.3it/s 20.6s<45.2s
[K    200/200      7.06G     0.9132     0.4354     0.9425        492        640: 33% ━━━╸──────── 187/563 8.5it/s 20.7s<44.4s
[K    200/200      7.06G     0.9125     0.4354     0.9423        488        640: 33% ━━━━──────── 189/563 8.8it/s 20.9s<42.6s
[K    200/200      7.06G      0.913     0.4358     0.9427        467        640: 33% ━━━━──────── 190/563 8.9it/s 21.0s<41.7s
[K    200/200      7.06G     0.9128     0.4358     0.9426        427        640: 33% ━━━━──────── 191/563 8.2it/s 21.2s<45.3s
[K    200/200      7.06G     0.9131     0.4359     0.9424        613        640: 34% ━━━━──────── 192/563 8.3it/s 21.3s<44.8s
[K    200/200      7.06G     0.9131     0.4359     0.9421        462        640: 34% ━━━━──────── 194/563 9.3it/s 21.5s<39.6s
[K    200/200      7.06G     0.9139     0.4362     0.9423        560        640: 34% ━━━━──────── 195/563 9.1it/s 21.6s<40.4s
[K    200/200      7.06G      0.914     0.4363     0.9423        568        640: 34% ━━━━──────── 196/563 9.1it/s 21.7s<40.2s
[K    200/200      7.06G     0.9142     0.4365     0.9424        461        640: 34% ━━━━──────── 197/563 8.3it/s 21.8s<44.2s
[K    200/200      7.06G     0.9139     0.4362     0.9422        400        640: 35% ━━━━──────── 198/563 8.5it/s 21.9s<43.1s
[K    200/200      7.06G     0.9138     0.4362      0.942        582        640: 35% ━━━━──────── 199/563 8.8it/s 22.1s<41.4s
[K    200/200      7.06G     0.9136     0.4361     0.9419        428        640: 35% ━━━━──────── 200/563 9.1it/s 22.2s<40.0s
[K    200/200      7.06G     0.9136     0.4362     0.9418        432        640: 35% ━━━━──────── 201/563 8.5it/s 22.3s<42.7s
[K    200/200      7.06G     0.9136     0.4361     0.9418        494        640: 35% ━━━━──────── 202/563 8.5it/s 22.4s<42.3s
[K    200/200      7.06G     0.9134      0.436     0.9417        534        640: 36% ━━━━──────── 203/563 8.1it/s 22.6s<44.4s
[K    200/200      7.06G     0.9128     0.4357     0.9415        463        640: 36% ━━━━──────── 205/563 8.4it/s 22.8s<42.4s
[K    200/200      7.06G     0.9125     0.4355     0.9414        578        640: 36% ━━━━──────── 207/563 8.8it/s 23.0s<40.2s
[K    200/200      7.06G     0.9117     0.4353     0.9413        482        640: 37% ━━━━──────── 209/563 9.0it/s 23.2s<39.4s
[K    200/200      7.06G     0.9118     0.4353     0.9413        473        640: 37% ━━━━──────── 210/563 9.1it/s 23.3s<38.7s
[K    200/200      7.06G     0.9122     0.4354     0.9414        436        640: 37% ━━━━──────── 211/563 8.7it/s 23.4s<40.4s
[K    200/200      7.06G     0.9118     0.4354     0.9415        440        640: 37% ━━━━╸─────── 212/563 8.8it/s 23.5s<39.7s
[K    200/200      7.06G     0.9114     0.4351     0.9414        532        640: 37% ━━━━╸─────── 213/563 8.6it/s 23.7s<40.7s
[K    200/200      7.06G      0.911     0.4351     0.9415        454        640: 38% ━━━━╸─────── 214/563 8.6it/s 23.8s<40.5s
[K    200/200      7.06G     0.9111     0.4352     0.9416        415        640: 38% ━━━━╸─────── 215/563 8.0it/s 23.9s<43.4s
[K    200/200      7.06G     0.9107      0.435     0.9414        492        640: 38% ━━━━╸─────── 216/563 8.2it/s 24.0s<42.2s
[K    200/200      7.06G     0.9109      0.435     0.9415        706        640: 38% ━━━━╸─────── 217/563 8.3it/s 24.2s<41.5s
[K    200/200      7.06G     0.9105     0.4352     0.9414        364        640: 38% ━━━━╸─────── 218/563 8.8it/s 24.3s<39.4s
[K    200/200      7.06G      0.911     0.4355     0.9414        616        640: 38% ━━━━╸─────── 219/563 8.4it/s 24.4s<40.8s
[K    200/200      7.06G     0.9115     0.4358     0.9414        515        640: 39% ━━━━╸─────── 220/563 8.1it/s 24.5s<42.2s
[K    200/200      7.06G     0.9117     0.4357     0.9414        562        640: 39% ━━━━╸─────── 221/563 8.3it/s 24.6s<41.1s
[K    200/200      7.06G     0.9117     0.4358     0.9415        494        640: 39% ━━━━╸─────── 222/563 8.4it/s 24.8s<40.6s
[K    200/200      7.06G     0.9116     0.4358     0.9414        428        640: 39% ━━━━╸─────── 223/563 8.4it/s 24.9s<40.6s
[K    200/200      7.06G      0.912     0.4358     0.9414        458        640: 39% ━━━━╸─────── 224/563 8.6it/s 25.0s<39.5s
[K    200/200      7.06G     0.9119     0.4358     0.9414        449        640: 39% ━━━━╸─────── 225/563 8.4it/s 25.1s<40.0s
[K    200/200      7.06G     0.9124      0.436     0.9414        433        640: 40% ━━━━╸─────── 226/563 8.6it/s 25.2s<39.0s
[K    200/200      7.06G     0.9129     0.4362     0.9416        559        640: 40% ━━━━╸─────── 227/563 8.4it/s 25.3s<39.9s
[K    200/200      7.06G     0.9135     0.4364      0.942        610        640: 40% ━━━━╸─────── 228/563 8.6it/s 25.5s<39.1s
[K    200/200      7.06G     0.9139     0.4365     0.9422        378        640: 40% ━━━━╸─────── 229/563 8.3it/s 25.6s<40.4s
[K    200/200      7.06G     0.9139     0.4364     0.9422        744        640: 40% ━━━━╸─────── 230/563 8.3it/s 25.7s<39.9s
[K    200/200      7.06G     0.9138     0.4363     0.9422        485        640: 41% ━━━━╸─────── 231/563 8.1it/s 25.8s<41.1s
[K    200/200      7.06G     0.9143     0.4365     0.9424        413        640: 41% ━━━━╸─────── 232/563 8.6it/s 25.9s<38.5s
[K    200/200      7.06G     0.9144     0.4365     0.9424        419        640: 41% ━━━━╸─────── 233/563 8.4it/s 26.1s<39.1s
[K    200/200      7.06G     0.9146     0.4366     0.9424        416        640: 41% ━━━━╸─────── 234/563 8.7it/s 26.2s<38.0s
[K    200/200      7.06G     0.9142     0.4364     0.9423        568        640: 41% ━━━━━─────── 235/563 8.3it/s 26.3s<39.7s
