dataset,id,rgb_gt,ir_gt,class_id,status,label_pair_iou,teacher,student,both_hit_own_gt_iou_delta,rgb_luminance,student_strict_low_correct,student_high_correct_candidate,student_high_wrong_class,student_no_coarse_saved_candidate,level,image_fg_cka_paired,image_fg_cka_donor,image_fg_delta_cka,rgb_fg_tokens,rgb_ring_tokens,rgb_fg_mean_energy,rgb_ring_mean_energy,rgb_fg_over_ring,ir_fg_tokens,ir_ring_tokens,ir_fg_mean_energy,ir_ring_mean_energy,ir_fg_over_ring
dronevehicle,00006,10,13,0,teacher_only,1.0,ir,rgb,,7.644718647003174,True,False,False,False,P5,0.5119093656539917,0.4223112940788269,0.0895980715751648,2,1,9.890301704406738,6.148345470428467,1.6086119413375854,2,1,7.978155136108398,8.512616157531738,0.9372154474258423
dronevehicle,00006,11,14,0,teacher_only,1.0,ir,rgb,,7.644718647003174,False,False,False,True,P3,0.6913172602653503,0.08447476588189602,0.6068424943834543,28,50,7.006411552429199,6.2329840660095215,1.1240862607955933,28,50,7.703991413116455,6.070556640625,1.2690749168395996
dronevehicle,00006,11,14,0,teacher_only,1.0,ir,rgb,,7.644718647003174,False,False,False,True,P4,0.7240110635757446,0.12099477425217628,0.6030162893235683,6,8,6.092502117156982,4.373958587646484,1.392903447151184,6,8,7.0778961181640625,4.68733024597168,1.5100058317184448
dronevehicle,00006,11,14,0,teacher_only,1.0,ir,rgb,,7.644718647003174,False,False,False,True,P5,0.5119093656539917,0.4223112940788269,0.0895980715751648,2,1,8.536669731140137,4.546092987060547,1.8778035640716553,2,1,7.831377983093262,8.463109970092773,0.9253545999526978
dronevehicle,00006,12,15,0,both_hit,1.0,ir,rgb,0.14004009578933574,7.644718647003174,False,True,False,False,P3,0.6913172602653503,0.08447476588189602,0.6068424943834543,24,36,6.728124141693115,6.038105487823486,1.1142773628234863,24,36,7.818424224853516,6.088967800140381,1.2840311527252197
dronevehicle,00006,12,15,0,both_hit,1.0,ir,rgb,0.14004009578933574,7.644718647003174,False,True,False,False,P4,0.7240110635757446,0.12099477425217628,0.6030162893235683,6,8,7.27374792098999,4.322874069213867,1.682618498802185,6,8,8.368955612182617,4.203668594360352,1.9908695220947266
dronevehicle,00006,12,15,0,both_hit,1.0,ir,rgb,0.14004009578933574,7.644718647003174,False,True,False,False,P5,0.5119093656539917,0.4223112940788269,0.0895980715751648,2,1,11.392441749572754,4.086929798126221,2.7875306606292725,2,1,12.42930793762207,7.163478851318359,1.7350938320159912
dronevehicle,00006,13,16,0,both_hit,1.0,ir,rgb,0.10486524032685862,7.644718647003174,False,True,False,False,P3,0.6913172602653503,0.08447476588189602,0.6068424943834543,24,31,6.979743957519531,5.9702887535095215,1.1690797805786133,24,31,7.772873401641846,6.021483421325684,1.2908568382263184
dronevehicle,00006,13,16,0,both_hit,1.0,ir,rgb,0.10486524032685862,7.644718647003174,False,True,False,False,P4,0.7240110635757446,0.12099477425217628,0.6030162893235683,8,8,6.239495754241943,4.254364967346191,1.466610312461853,8,8,6.628236293792725,4.636253833770752,1.4296534061431885
dronevehicle,00006,13,16,0,both_hit,1.0,ir,rgb,0.10486524032685862,7.644718647003174,False,True,False,False,P5,0.5119093656539917,0.4223112940788269,0.0895980715751648,1,5,6.844552516937256,5.145278453826904,1.3302589654922485,1,5,12.87977409362793,7.92261266708374,1.6256978511810303
dronevehicle,00006,14,17,0,teacher_only,1.0,ir,rgb,,7.644718647003174,True,False,False,False,P3,0.6913172602653503,0.08447476588189602,0.6068424943834543,28,50,6.891707420349121,6.214922904968262,1.1088967323303223,28,50,7.401942253112793,6.116696357727051,1.2101209163665771
dronevehicle,00006,14,17,0,teacher_only,1.0,ir,rgb,,7.644718647003174,True,False,False,False,P4,0.7240110635757446,0.12099477425217628,0.6030162893235683,8,10,5.835503578186035,4.563143730163574,1.2788341045379639,8,10,6.713138103485107,4.261773109436035,1.5751984119415283
dronevehicle,00006,14,17,0,teacher_only,1.0,ir,rgb,,7.644718647003174,True,False,False,False,P5,0.5119093656539917,0.4223112940788269,0.0895980715751648,2,6,9.82559585571289,5.595053195953369,1.7561219930648804,2,6,5.417777061462402,6.338106155395508,0.8547943234443665
