dataset,id,n_common_objects,rgb_luminance,teacher_only_fraction,student_only_fraction,teacher_only_strict_low_fraction,both_hit_loc_delta_mean,P3_fg_delta_cka,P3_bg_delta_cka,P4_fg_delta_cka,P4_bg_delta_cka,P5_fg_delta_cka,P5_bg_delta_cka
dronevehicle,01027,3,133.3220977783203,0.0,0.0,0.0,0.017705196757915004,0.48597989678382875,0.38166179656982424,0.4869383335113525,0.3405060708522797,0.5287750959396362,0.2298460930585861
dronevehicle,01032,10,126.43782043457031,0.1,0.0,0.1,-0.060618269538618944,0.5830560252070427,0.30737211257219316,0.5820079386234284,0.28663660362362864,0.38025341033935545,0.2870501518249512
dronevehicle,01033,7,70.72293853759766,0.0,0.0,0.0,-0.000701911907643793,0.6656464040279388,0.39651922732591627,0.6134466141462326,0.2825322292745113,0.3034603536128998,0.2579805821180344
dronevehicle,01042,30,13.268660545349121,0.3,0.0,0.06666666666666667,0.05233523335403989,0.491122255474329,0.3382250502705574,0.48827717155218125,0.3722003519535065,0.15610827803611754,0.2179495394229889
dronevehicle,01078,7,133.11517333984375,0.0,0.0,0.0,-0.008830420935485195,0.639934791624546,0.3729752577841282,0.6367236971855164,0.31979339867830275,0.5668144971132278,0.19670979380607606
dronevehicle,01091,10,53.908390045166016,0.0,0.0,0.0,0.03670057877162978,0.5605119653046131,0.23590972721576692,0.5214079454541206,0.16843962147831917,0.1808348000049591,0.10611987113952637
dronevehicle,01124,8,75.0493392944336,0.0,0.0,0.0,-0.010500219308077097,0.7683581046760082,0.21726967617869378,0.7527935087680817,0.15093050599098207,0.6970909178256989,0.2976340681314468
dronevehicle,01144,22,50.53864669799805,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.023985546566914207,0.4798729531466961,0.34928576946258544,0.535810174047947,0.33724439442157744,0.1197355926036835,0.15926527976989746
dronevehicle,01146,10,45.59199905395508,0.0,0.4,0.0,0.005352064182449312,0.7049827694892883,0.18877933472394942,0.6663718149065971,0.18361144736409188,-0.22879338264465332,0.2889380007982254
dronevehicle,01149,10,33.576290130615234,0.1,0.0,0.1,0.08676989815771152,0.29715995490550995,0.20329925194382667,0.2851326957345009,0.2170606978237629,0.04501108527183534,0.1488180637359619
dronevehicle,01166,10,16.46314239501953,0.2,0.0,0.1,0.06784570966511755,0.5083697125315666,0.23212306946516037,0.49418156445026395,0.26389818638563156,0.06290034353733062,0.16021758317947388
dronevehicle,01173,75,3.4938559532165527,0.7333333333333333,0.0,0.21333333333333335,0.09338750550470813,0.3772385768592358,0.057479459047317494,0.3827672127634287,0.0986122965812683,0.12112245410680772,0.16258015334606168
dronevehicle,01177,18,13.455438613891602,0.0,0.0,0.0,0.08358440408069247,0.3735357314348221,0.3147666983306408,0.376384012401104,0.3466073274612427,0.11803295612335207,0.2727419674396515
dronevehicle,01180,8,32.64529800415039,0.0,0.0,0.0,0.0335479718697711,0.7708889976143837,0.27667846754193304,0.753115076571703,0.2021920785307884,0.12139943838119505,0.20233860611915588
dronevehicle,01188,18,43.74799346923828,0.0,0.0,0.0,0.03276834899527215,0.6772281490266323,0.31829035729169847,0.7449469789862633,0.22243644893169404,0.19262531399726868,0.2681715786457062
dronevehicle,01190,12,149.47262573242188,0.0,0.08333333333333333,0.0,-0.035286972338126894,0.5491137802600861,0.28838087916374205,0.6308859586715698,0.20829443037509918,0.26189389228820803,0.28740130066871644
dronevehicle,01193,2,22.027294158935547,0.5,0.0,0.0,,0.2381183862686157,0.23536906726658344,0.22269182801246645,0.19523006305098534,,0.11873553246259688
dronevehicle,01210,39,127.02244567871094,0.0,0.05128205128205128,0.0,-0.06995323355909668,0.7344106551259756,0.3007755294442177,0.7848413847386837,0.3427411407232285,0.4911850571632385,0.29964628517627717
dronevehicle,01213,61,114.62531280517578,0.0,0.03278688524590164,0.0,-0.05231248838526023,0.47620376124978064,0.2678396672010422,0.5756896290928125,0.2818747341632843,0.27349154055118563,0.10220010876655578
dronevehicle,01228,10,28.110916137695312,0.4,0.0,0.2,-0.001112025568642298,0.29703022837638854,0.25757041946053505,0.3268624395132065,0.19277527630329133,-0.0904203414916992,0.1552146852016449
dronevehicle,01250,15,14.244316101074219,0.06666666666666667,0.0,0.0,0.1521237344748414,0.4548421710729599,0.24797531440854073,0.3825709879398346,0.19493647217750548,0.23886077404022216,0.12711668014526367
dronevehicle,01252,31,47.57740783691406,0.0,0.0,0.0,-0.049807122391725356,0.6388103786855936,0.26310455054044724,0.6400918543338776,0.20847264677286148,0.37304615676403047,0.2893069744110107
dronevehicle,01253,29,147.3257293701172,0.0,0.06896551724137931,0.0,-0.10940939900958079,0.7665206879377365,0.3042706333100796,0.764171127974987,0.3576868027448654,0.36835235357284546,0.3251196414232254
dronevehicle,01265,13,55.853790283203125,0.07692307692307693,0.0,0.0,0.10817890471491537,0.4413097068667412,0.24669559374451638,0.4919528216123581,0.2419926032423973,0.051061087846756004,0.12338713407516477
dronevehicle,01280,11,83.5193862915039,0.0,0.0,0.0,0.004881632538549543,0.8110445670783519,0.4398550517857075,0.7851232796907425,0.40136497393250464,0.26030664443969725,0.2181205451488495
dronevehicle,01282,2,76.77827453613281,0.0,0.0,0.0,-0.02170959167546549,0.6890166401863098,0.25966494604945184,0.4736379861831665,0.21916619911789895,,0.0330881506204605
dronevehicle,01291,7,118.3620376586914,0.0,0.14285714285714285,0.0,-0.022360268817107953,0.4057330541312695,0.3074003979563713,0.5068109661340714,0.2609591484069824,0.38435562551021574,0.3088369995355606
dronevehicle,01292,9,137.71292114257812,0.0,0.2222222222222222,0.0,-0.08734939568462156,0.6796634264290333,0.2733802206814289,0.7240706384181976,0.2997429698705673,0.3457911550998688,0.22220846414566042
dronevehicle,01300,4,43.38117980957031,0.25,0.0,0.0,0.05871201759470457,0.5944374993443489,0.1609884113073349,0.5738301247358322,0.14219217151403427,0.34412719011306764,0.12054070830345154
dronevehicle,01316,23,37.82337188720703,0.0,0.0,0.0,0.09221548846698031,0.6725875526666641,0.32288116663694383,0.6294982925057411,0.36456192284822464,0.22092159688472746,0.25164607614278794
dronevehicle,01325,2,49.56502914428711,0.0,0.0,0.0,0.00899620802214246,0.6159213453531265,0.3309121236205101,0.7004167690873147,0.2559821501374245,0.3487923383712769,0.2895930767059326
dronevehicle,01329,70,5.160699367523193,0.8571428571428571,0.0,0.04285714285714286,,0.11930562034249306,0.10363173186779023,0.11309777423739434,0.16910254806280137,0.06917007118463517,0.11435230374336242
dronevehicle,01332,20,3.144376754760742,0.35,0.05,0.05,-0.007171713381729505,0.3554057881236076,0.1327722415328026,0.3833382338285446,0.10535810589790345,0.17612764239311218,0.10026985704898833
dronevehicle,01333,70,6.9064764976501465,0.24285714285714285,0.0,0.11428571428571428,0.18529760592857525,0.39580701682716607,0.18303733170032502,0.46806163974106313,0.15033116936683655,0.001716330647468567,0.09570748209953306
dronevehicle,01335,3,124.69983673095703,0.0,0.0,0.0,0.05645322281336007,0.4560646116733551,0.24195424541831018,0.5361607611179352,0.1776214599609375,,0.19827953577041624
dronevehicle,01336,4,55.18990707397461,0.0,0.25,0.0,-0.0071384935928965705,0.7041115611791611,0.12859003022313117,0.7161624044179916,0.12622613757848739,0.17173151969909672,0.14212006330490112
dronevehicle,01337,49,2.80277943611145,0.24489795918367346,0.0,0.1836734693877551,0.09622889000922047,0.5418709006160498,0.28407430946826934,0.5047095149755478,0.2792137712240219,0.2169846475124359,0.1326876699924469
dronevehicle,01341,23,49.3370246887207,0.0,0.0,0.0,0.03528570182771156,0.8340758204460144,0.31354989260435107,0.835727222263813,0.32102581262588503,0.48030750155448915,0.35879287123680115
dronevehicle,01342,30,40.29402160644531,0.2,0.0,0.13333333333333333,0.15758370898311377,0.4833149008452892,0.24520932883024216,0.5156089827418328,0.17739820331335068,0.017965778708457947,0.233838552236557
dronevehicle,01352,12,98.67970275878906,0.0,0.0,0.0,0.04607703429355653,0.7844864509999752,0.2898643337190151,0.7481496691703796,0.20061624944210052,0.25325700640678406,0.1386009484529495
dronevehicle,01354,16,78.62322235107422,0.0,0.125,0.0,0.12473282791528936,0.5087227553129197,0.31616189107298853,0.5457951694726944,0.2899602934718132,0.45620285868644717,0.2613412082195282
dronevehicle,01355,51,89.7131576538086,0.0392156862745098,0.0784313725490196,0.0,0.020703470388763256,0.7460770223289728,0.20960064679384233,0.7695654071867466,0.17309161871671677,0.45330954194068906,0.13758835196495056
dronevehicle,01359,39,11.224077224731445,0.7435897435897436,0.0,0.15384615384615385,0.036283514145589675,0.14122437462210655,0.13101583123207092,0.1244217224419117,0.14969927966594695,-0.05449131429195403,0.1117536336183548
dronevehicle,01368,5,118.35572052001953,0.2,0.2,0.0,-0.06290664453118285,0.6569681271910668,0.3794263482093811,0.6452027380466461,0.2810965865850449,0.23238390684127808,0.1655048608779907
dronevehicle,01374,43,50.65262222290039,0.0,0.0,0.0,0.07708478536545746,0.7295504372566939,0.33209856003522875,0.7291395753622055,0.3902819663286209,0.4115199625492096,0.37280622124671936
dronevehicle,01382,11,125.11577606201172,0.0,0.09090909090909091,0.0,-0.03420134494037438,0.5903806522488594,0.4388062745332718,0.7084875278174877,0.3595067486166954,0.6430693954229355,0.17849490940570834
dronevehicle,01384,135,97.27506256103516,0.0,0.007407407407407408,0.0,0.0043080923453017485,0.8178748494014144,0.4179104000329971,0.837069983035326,0.5421105861663819,0.4748451471328735,0.25199190378189085
dronevehicle,01391,2,50.430789947509766,0.0,0.0,0.0,-0.01461988706001649,0.614570614695549,0.12921982258558273,0.5716597527265549,0.12646010592579843,,0.04472256004810332
dronevehicle,01394,27,148.45797729492188,0.0,0.037037037037037035,0.0,-0.05979972333995591,0.8388171534985304,0.3575345933437347,0.773878026008606,0.36536795645952225,0.5618170619010925,0.2835729539394379
dronevehicle,01396,4,138.61328125,0.0,0.25,0.0,-0.03684588633410372,0.5663840219378471,0.3357524201273918,0.6492299646139145,0.2710629403591156,0.1397930085659027,0.1255466341972351
dronevehicle,01398,19,82.67230224609375,0.05263157894736842,0.0,0.0,0.03315036443610482,0.47764185853302477,0.4073180243372917,0.5085015386343003,0.43776772171258926,0.23396251201629636,0.2552334666252136
dronevehicle,01400,17,24.105026245117188,0.0,0.0,0.0,0.0823963762130558,0.45035035982728006,0.24579184651374816,0.4449701741337776,0.22603182196617128,0.11195884644985199,0.14086851179599763
dronevehicle,01415,20,58.55679702758789,0.0,0.05,0.0,0.04510184703644936,0.7585839368402958,0.42550927102565766,0.8109401322901248,0.3699501156806946,0.5664244323968888,0.3194584667682648
dronevehicle,01418,22,131.49229431152344,0.0,0.0,0.0,-0.0261296534629066,0.7086359336972237,0.3071256816387177,0.781516608595848,0.18670156300067903,0.4094970107078552,0.25344757437705995
dronevehicle,01431,26,146.78370666503906,0.07692307692307693,0.0,0.038461538461538464,0.11321523697593042,0.6226283334195614,0.31604754626750947,0.6439090847969056,0.3990809008479118,0.2543283224105835,0.40893563330173494
dronevehicle,01443,13,33.031063079833984,0.15384615384615385,0.0,0.0,0.12746325951723342,0.5024525418877601,0.45845518708229066,0.49874669015407563,0.32957934886217116,0.312102872133255,0.292339026927948
dronevehicle,01447,15,34.42768096923828,0.26666666666666666,0.6666666666666666,0.0,0.1508352014209916,0.7252031989395619,0.22047499269247056,0.676084789633751,0.2184134006500244,0.40802655220031736,0.05982975661754608
dronevehicle,01464,7,21.5799560546875,0.0,0.0,0.0,0.04152805810943294,0.4494219608604908,0.09987674355506898,0.3689739525318146,0.0998483568429947,0.41013929843902586,0.1676160991191864
llvip,010010,7,29.12224006652832,0.14285714285714285,0.0,0.0,0.09693417316714574,0.529599167406559,0.11050361394882202,0.6651975497603416,0.092832313477993,0.04854094982147217,-0.006237995624542192
llvip,010011,4,33.54759979248047,0.0,0.0,0.0,0.09161816174568911,0.32297764122486117,0.08466312438249587,0.4955809384584427,0.0280470073223114,0.0029685795307159424,-0.002825844287872359
llvip,010015,1,31.81648826599121,0.0,0.0,0.0,0.02841725193659861,0.2971241533756256,0.007342483103275302,0.4313745260238647,-0.04980494379997252,0.04108892083168025,0.0015112996101379617
llvip,010021,3,26.393573760986328,0.0,0.0,0.0,-0.011335194852322447,0.31657838821411133,0.0334999606013298,0.5268287897109986,-0.0466655284166336,0.054550445079803445,-0.003077459335327104
llvip,010047,4,36.98990249633789,0.0,0.0,0.0,-0.0016333974528100665,0.4667240172624588,0.057934659719467166,0.5631282955408097,-0.025330583751201632,0.07942554950714109,-0.024145185947418213
llvip,010054,2,38.48004913330078,0.0,0.0,0.0,0.10811560405259923,0.39372741878032685,0.05215533524751663,0.40031679570674894,-0.01545043736696243,0.008023273944854692,-0.03796859979629519
llvip,010062,5,26.68997573852539,0.0,0.0,0.0,-0.02643065740627577,0.46015998125076296,0.14845443069934844,0.6889940664172173,0.14252989515662193,0.030368420481681813,0.06555624604225163
llvip,010071,3,31.751283645629883,0.0,0.0,0.0,0.04733119612302561,0.35794409513473513,0.08122133314609528,0.5819172918796539,-0.017140433192253113,0.06757736206054688,0.007167828083038286
llvip,010076,6,43.28327560424805,0.3333333333333333,0.16666666666666666,0.16666666666666666,-0.14977439002530843,0.3210163235664368,0.009686239063739777,0.3935121864080429,0.010616615414619446,0.013131886720657349,0.03528880476951601
llvip,010088,10,31.787525177001953,0.0,0.0,0.0,0.05717845536022461,0.4738225877285004,0.15366631746292114,0.607025271654129,0.24932322949171065,0.18877893686294556,0.056372880935668945
llvip,010100,4,29.56603240966797,0.0,0.25,0.0,0.021868602336665027,0.3317947417497635,0.00833803415298462,0.3933721512556076,-0.06487790793180465,0.1630032002925873,0.01076817512512207
llvip,010106,8,45.4731330871582,0.125,0.0,0.0,0.07109351176191393,0.4082112491130829,0.0349441185593605,0.5804041966795921,-0.03133752644062042,-0.04689456820487975,0.037329739332199074
llvip,010124,1,37.152225494384766,0.0,0.0,0.0,-0.12049866879209858,0.45543254017829893,0.027291823923587796,0.4117244780063629,-0.048681142926216114,,0.0008592844009399636
llvip,010128,6,32.90871810913086,0.16666666666666666,0.16666666666666666,0.0,-0.05073076690267764,0.4680563136935234,0.09267131090164185,0.5216169416904449,0.055354258418083196,0.11339639425277714,-0.018060827255249046
llvip,010213,6,35.23415756225586,0.16666666666666666,0.0,0.0,-0.10449018575036455,0.3999414801597595,0.10042685121297837,0.5117249071598053,0.04870224148035049,0.0798936977982521,0.014036583900451705
llvip,010215,5,28.07386589050293,0.0,0.0,0.0,0.010168288708472284,0.3582201898097992,0.06948283165693284,0.5521680861711502,0.01640701442956924,0.12221446633338928,0.009128808975219727
llvip,010241,3,38.44820785522461,0.0,0.0,0.0,-0.02832228898458522,0.4629566729068756,0.11890847980976105,0.6497338563203812,0.01503890603780747,0.013866949081420943,-0.009029364585876443
llvip,010246,2,32.778167724609375,0.0,0.0,0.0,0.03229686189817066,0.2806791543960571,0.06218733638525009,0.4652248442173004,-0.04098974764347077,,-0.007013869285583452
llvip,010249,7,36.47888946533203,0.14285714285714285,0.0,0.0,-0.03809657027502313,0.5482776179909706,0.15911035984754562,0.6510531231760979,0.11384008228778839,0.060061764717102006,0.023951363563537553
llvip,010290,3,38.95091247558594,0.3333333333333333,0.0,0.3333333333333333,-0.006276217614248403,0.3973856449127197,0.06442546844482422,0.4224549114704132,-0.0003107711672782898,0.047917473316192616,-0.04983711242675781
llvip,010310,7,34.775054931640625,0.0,0.14285714285714285,0.0,-0.017554930018284808,0.5088895678520202,0.11226222515106202,0.6460183054208756,0.07906771451234818,0.04943671226501467,-0.02660821676254277
llvip,010347,5,29.311342239379883,0.0,0.2,0.0,0.0263086567160786,0.4158445656299591,0.04257000982761383,0.6137090742588043,-0.055923336744308466,0.05017726123332977,-0.034078228473663374
llvip,010352,3,35.1240348815918,0.0,0.0,0.0,-0.020305303528107815,0.4036448448896408,0.062186296284198764,0.5373234570026397,0.006905354559421539,0.11237601637840272,0.03688437938690181
llvip,010363,4,38.771759033203125,0.0,0.0,0.0,-0.0027677581983457378,0.47302449494600296,0.005963823199272161,0.693740838766098,-0.02886429131031036,0.023980623483657842,0.03141376972198484
llvip,010371,3,38.133365631103516,0.0,0.0,0.0,-0.0004306462351111688,0.45453612208366395,0.12142294049263,0.6066414803266525,0.13211438953876495,0.1659801721572876,0.04432865381240847
llvip,010446,5,29.843843460083008,0.0,0.0,0.0,0.04714883873270144,0.5441797643899917,0.0502474382519722,0.5675790429115295,0.015022191405296328,0.16678431630134583,0.009646457433700573
llvip,010451,8,34.79497528076172,0.125,0.0,0.125,-0.013587160199100445,0.5129734843969345,0.0754942312836647,0.6436982467770577,0.012884806096553805,0.05678659677505493,0.008070206642150857
llvip,010453,5,27.733760833740234,0.2,0.0,0.0,0.010786551126355107,0.3763232856988907,0.05664993673563004,0.5449081480503082,-0.011158937215805048,-0.09396371245384216,-0.0288720846176147
llvip,010467,6,33.23905944824219,0.0,0.0,0.0,0.05681789768243941,0.46910388469696046,0.12472165226936341,0.6386868789792061,0.10805725902318955,-0.023028910160064697,-0.0024395823478698953
llvip,010481,3,35.77665328979492,0.0,0.0,0.0,0.04348392177484772,0.4406936213374138,0.08622445911169052,0.6580355554819107,-0.015447606146335613,-0.06684935092926025,-0.00022552013397214576
llvip,010511,6,28.758726119995117,0.0,0.0,0.0,0.058413674264362024,0.3992380976676941,0.038886027038097376,0.6253895401954651,0.003686189651489258,0.061697131395339944,0.04350358247756958
llvip,010512,7,34.912315368652344,0.0,0.0,0.0,-0.035765838487424886,0.5490097716450691,0.06636004596948623,0.6730458781123161,0.013416258990764623,0.04200867414474488,0.023646175861358643
llvip,010519,4,47.12702560424805,0.0,0.0,0.0,0.006277176515115168,0.43221156001091005,0.03493135571479797,0.5080597847700119,-0.02812539339065552,0.06402078866958616,-0.03464416265487669
llvip,010530,5,29.861759185791016,0.0,0.0,0.0,-0.06699268183941262,0.4325691074132919,0.04481214731931686,0.6598688006401062,0.011623880267143255,0.02499943971633911,-0.017612349987029985
llvip,010559,7,39.50655746459961,0.0,0.0,0.0,-0.05840854793107397,0.4980849280953407,0.10416622310876847,0.6572061419487,0.10361063778400421,0.058331084251403764,0.01973022818565373
llvip,010565,3,33.55961990356445,0.0,0.0,0.0,0.0818960822209794,0.518364667892456,0.04649671018123627,0.6907351464033127,-0.0030791088938713074,0.09449417889118195,-0.012949168682098389
llvip,010567,5,26.329771041870117,0.4,0.0,0.0,0.03395382621984074,0.4565542072057724,0.09267511069774628,0.5558243095874786,0.06545517444610596,0.06076593399047853,0.009445679187774614
llvip,010569,4,33.19305419921875,0.0,0.25,0.0,0.04271503207031524,0.4432488799095154,0.08159169852733612,0.6182865530252457,0.026521733403205877,0.1512102484703064,0.013348990678787254
llvip,010572,5,37.76146697998047,0.0,0.0,0.0,0.010848141946436195,0.47574127465486526,0.11226959526538849,0.6417107731103897,0.05666640251874924,0.013593673706054688,0.05565601587295532
llvip,010594,2,34.8256950378418,0.0,0.0,0.0,-0.01954368263685108,0.47079241573810576,0.08099511712789535,0.6245337694883346,0.005074270069599152,0.22424313127994538,-0.011659872531890825
llvip,040002,9,40.48073959350586,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0798420537782774,0.4669555604457855,0.017841111123561862,0.5490688264369965,-0.05700609683990479,-0.12928542494773865,-0.03309617042541502
llvip,040012,11,17.24700927734375,0.09090909090909091,0.0,0.0,0.07245604752802794,0.4390066251158714,0.05829955488443375,0.6754704430699349,0.11820080131292343,-0.0626908391714096,0.020428413152694724
llvip,040020,4,40.62337112426758,0.0,0.0,0.0,-0.05414405997061403,0.4509816363453865,0.040495516359806055,0.6166667819023133,0.06464917957782745,0.03019236624240873,0.01286337375640867
llvip,040021,3,50.18379211425781,0.0,0.0,0.0,-0.07777443091452263,0.3297255426645279,0.04863514155149459,0.5690410166978837,0.01943648159503937,0.057801944017410234,0.024640381336212158
llvip,040037,1,24.86431884765625,0.0,0.0,0.0,-0.1455553115478807,0.30027289390563966,0.06574108302593232,0.4445637106895447,0.004217070341110241,,-0.038934278488159224
llvip,040059,2,41.375186920166016,0.0,0.0,0.0,0.019958813619537108,0.19101657271385192,0.042401674389839175,0.2873922407627105,-0.01765346080064774,-0.006503415107727006,0.08916573524475097
llvip,040064,2,38.956295013427734,0.0,0.0,0.0,-0.14449248367975398,0.37870216071605683,0.009857580065727234,0.5841096937656403,-0.00390075147151947,0.02765350937843325,0.09511181414127351
llvip,040070,4,36.902381896972656,0.0,0.0,0.0,-0.10866082404694744,0.291967910528183,0.03588518500328064,0.5079548671841622,-0.018085835874080664,-0.024480545520782493,-0.05518112182617185
llvip,040073,1,51.42679214477539,0.0,0.0,0.0,-0.07587442042229964,0.4243289142847061,0.025421537458896637,0.5046772181987762,-0.018587434291839594,0.09708037376403811,0.03952289223670957
llvip,040074,3,36.992218017578125,0.0,0.0,0.0,0.03977915077663582,0.40944012999534607,0.021565634012222293,0.560259786248207,-0.004229983687400823,0.20608421266078947,0.03201979398727417
llvip,040082,1,22.610916137695312,0.0,0.0,0.0,-0.21777290468474975,0.24060177206993105,0.019611507654190063,0.2839580476284027,-0.009468503296375275,0.08176987767219546,0.007913702726364158
llvip,040089,4,44.3776741027832,0.0,0.0,0.0,0.011760798287344248,0.429373636841774,0.037443459033966064,0.6023871243000031,-0.02574809193611144,0.053878831863403365,0.039975857734680154
llvip,040099,3,35.90161895751953,0.0,0.0,0.0,-0.003598614315524514,0.3578824758529663,0.07017385512590409,0.5594474762678147,-0.005196878314018244,0.20687605142593385,0.0020340323448181374
llvip,040102,10,16.458738327026367,0.1,0.1,0.1,0.04518283083223937,0.3958450615406036,0.054523283243179316,0.6197064206004143,0.03681957125663757,-0.017482662200927757,-0.061730968952179
llvip,040117,3,17.53875732421875,0.0,0.0,0.0,0.039190253734451765,0.39547893702983855,0.09703074395656586,0.5191878646612167,0.03138787895441056,0.08263491392135625,-0.02909793853759768
llvip,040120,3,56.68817138671875,0.0,0.0,0.0,-0.0014150089727836452,0.5138509392738342,0.024893999099731445,0.604248633980751,-0.0035021364688873347,0.04168907105922698,0.0516571640968323
llvip,040137,7,31.974760055541992,0.14285714285714285,0.14285714285714285,0.0,1.4005061456989765e-05,0.423110818862915,0.008521553874015805,0.5417537301778793,0.0009497299790382357,0.1759091019630432,0.01342431306838987
llvip,040152,3,49.18058395385742,0.0,0.0,0.0,0.04416332064006837,0.43597947657108305,0.04611368477344513,0.6106029182672501,-0.017767727375030518,0.25047227144241335,0.011772298812866233
llvip,040159,4,57.99807357788086,0.0,0.0,0.0,-0.043123982965386415,0.2756828010082245,0.02070178240537643,0.45898627042770385,-0.013304163515567777,-0.011462360620498657,0.023616313934326172
llvip,040160,8,39.6889762878418,0.125,0.125,0.0,-0.005132809073911404,0.43137119710445404,0.0465261235833168,0.5509286031126976,0.022888818383216852,0.0811016470193863,0.0524577021598816
llvip,040172,5,37.174129486083984,0.0,0.0,0.0,-0.02543769144683723,0.41977894604206084,0.04793079495429993,0.6151804804801941,0.013149878382682806,-0.058431386947631836,-0.0012742638587951438
llvip,040180,5,31.981204986572266,0.0,0.0,0.0,0.05623712710515325,0.4451161175966263,0.04229724407196045,0.5618358194828034,0.044395285844802845,0.009076470136642478,0.028835880756378218
llvip,040194,2,55.11690139770508,0.0,0.0,0.0,0.13790114345605786,0.1770096242427826,0.06644591391086578,0.2843400239944458,-0.020557655394077307,0.21607795357704163,0.003650349378585771
llvip,040198,5,23.812122344970703,0.0,0.2,0.0,0.12109538912318113,0.40205496549606323,0.04082282185554505,0.5642533481121064,0.014844417572021484,-0.05791835784912108,0.04522595405578611
llvip,040222,1,28.935129165649414,0.0,0.0,0.0,0.006600222796719679,0.2680297315120697,0.029509814083576197,0.37710295915603637,-0.01753066927194595,0.23658745884895327,-0.026111268997192405
llvip,040234,2,28.56080436706543,0.0,0.0,0.0,-0.0033632731599417265,0.29589223563671113,0.060669599473476415,0.5077705562114716,0.026294060051441193,,-0.025226837396621682
llvip,040247,2,45.105777740478516,0.0,0.0,0.0,-0.09540459201720625,0.4674997180700302,0.03462489694356918,0.6221264898777008,0.019521823525428778,0.27401217818260193,0.030406934022903398
llvip,040250,3,46.383670806884766,0.0,0.0,0.0,-0.005677616495662008,0.46331344842910765,0.0399358481168747,0.5667373031377793,-0.042102316021919245,0.005216908454894975,0.010285282135009788
llvip,040288,4,17.763784408569336,0.0,0.5,0.0,-0.0075293741053859,0.23625077605247496,0.04357780665159225,0.43520728051662444,9.04276967048645e-05,0.2704541742801666,0.044513905048370384
llvip,040293,1,34.83753967285156,0.0,0.0,0.0,-0.11094643514693159,0.21974422335624694,0.04343120306730271,0.49597486257553103,-0.004465395212173456,0.1725388884544372,-0.01812629103660579
llvip,040332,1,20.192760467529297,0.0,0.0,0.0,-0.14594573025393187,0.27995174527168276,0.05736427158117294,0.3110564827919006,-0.012080366909503926,,0.019301849603652943
llvip,040339,3,18.531736373901367,0.0,0.0,0.0,-0.01625801703596356,0.3073297590017319,0.041040611267089855,0.541095295548439,0.006897269189357763,0.16029003262519836,-0.008846127986907981
llvip,040363,3,36.68303298950195,0.0,0.0,0.0,0.022223593479482995,0.35849603414535525,0.03020924180746079,0.6100192338228225,0.02725464105606079,0.04303815364837649,0.03168845772743223
llvip,040365,3,26.031442642211914,0.0,0.0,0.0,0.08924578406966903,0.40612620413303374,0.05618523359298706,0.6089407652616501,0.025371453911066058,0.06419616937637329,0.06656820774078365
llvip,040369,2,33.160865783691406,0.0,0.0,0.0,-0.04162554765740123,0.5322209566831588,0.031584365665912634,0.6553145438432694,-0.009957608580589306,0.1657814860343933,0.0231714606285095
llvip,040397,7,43.05406188964844,0.14285714285714285,0.14285714285714285,0.0,-0.06354149374664704,0.3926055014133453,0.038193570077419275,0.503567285835743,0.03400052487850189,0.08002363443374633,-0.008099502325057961
llvip,040400,5,44.3244743347168,0.0,0.4,0.0,0.10139870257167023,0.2710075587034225,0.053797009587287906,0.3064784899353981,0.041586278378963476,-0.07745130062103267,0.01677598357200627
llvip,040426,3,36.864418029785156,0.0,0.0,0.0,-0.06701753193824707,0.3687869369983673,0.05498252063989639,0.4747588038444519,0.01121695339679718,-0.38354981541633604,-0.019883501529693648
llvip,040428,6,32.30792999267578,0.16666666666666666,0.16666666666666666,0.16666666666666666,-0.02586672833940192,0.32347790002822874,0.07986332476139069,0.5122080042958259,-0.024459148943424214,0.06126103997230531,0.07587614059448244
llvip,040438,5,39.40837860107422,0.0,0.2,0.0,-0.11279909402273341,0.40315714478492737,0.05476491749286652,0.4693847417831421,-0.0023511856794357355,0.0625311940908432,0.0114385604858398
llvip,040443,10,38.998939514160156,0.4,0.0,0.2,-0.04764379693195079,0.29213322699069977,0.05064002722501755,0.4211816921830177,0.027747140824794764,-0.02192860245704653,0.002190268039703347
llvip,040446,3,18.642675399780273,0.0,0.0,0.0,-0.1130111013008304,0.45037728250026704,0.06223925203084946,0.557639890909195,0.021651342511177063,,-0.031228774785995506
llvip,040448,3,31.207509994506836,0.0,0.0,0.0,-0.061498034475108265,0.5531548380851745,0.03351346701383591,0.6866826623678207,-0.04642032980918884,-0.06566017270088198,-0.06184706687927244
llvip,040458,4,40.74965286254883,0.0,0.0,0.0,-0.06539085455559462,0.30866134762763975,0.04123799204826355,0.46800649762153623,0.017003417015075684,0.1812316715717316,0.00929681062698362
llvip,040460,5,21.037864685058594,0.0,0.2,0.0,-0.0020403772338049297,0.4730100929737091,0.05841600745916367,0.6914031028747558,0.024304148554801938,0.10599270462989807,0.03265454769134524
llvip,040471,6,33.869140625,0.0,0.16666666666666666,0.0,0.006806689600867522,0.42150194495916365,0.028070965409278864,0.5967942655086518,-0.019350475072860723,0.1093476414680481,0.028721308708190896
llvip,070006,1,58.944549560546875,0.0,0.0,0.0,0.008539469156670365,0.09566684365272521,0.050449039041996005,0.24647188782691953,-0.009599976241588593,,0.010617092251777649
