dataset,split,fixed_stratum,linf_px,directions,fixed_n,all_directions_iou_better_fraction,all_directions_ce_better_fraction,all_directions_positive_cosine_fraction,min_iou_advantage_n,min_iou_advantage_finite_n,min_iou_advantage_nan_n,min_iou_advantage_posinf_n,min_iou_advantage_neginf_n,min_iou_advantage_mean,min_iou_advantage_sd_population,min_iou_advantage_min,min_iou_advantage_max,min_iou_advantage_p05,min_iou_advantage_p50,min_iou_advantage_p95,min_iou_advantage_mean_scope,max_teacher_minus_native_ce_n,max_teacher_minus_native_ce_finite_n,max_teacher_minus_native_ce_nan_n,max_teacher_minus_native_ce_posinf_n,max_teacher_minus_native_ce_neginf_n,max_teacher_minus_native_ce_mean,max_teacher_minus_native_ce_sd_population,max_teacher_minus_native_ce_min,max_teacher_minus_native_ce_max,max_teacher_minus_native_ce_p05,max_teacher_minus_native_ce_p50,max_teacher_minus_native_ce_p95,max_teacher_minus_native_ce_mean_scope,min_cosine_n,min_cosine_finite_n,min_cosine_nan_n,min_cosine_posinf_n,min_cosine_neginf_n,min_cosine_mean,min_cosine_sd_population,min_cosine_min,min_cosine_max,min_cosine_p05,min_cosine_p50,min_cosine_p95,min_cosine_mean_scope,max_lost_mass_t1_mean4_n,max_lost_mass_t1_mean4_finite_n,max_lost_mass_t1_mean4_nan_n,max_lost_mass_t1_mean4_posinf_n,max_lost_mass_t1_mean4_neginf_n,max_lost_mass_t1_mean4_mean,max_lost_mass_t1_mean4_sd_population,max_lost_mass_t1_mean4_min,max_lost_mass_t1_mean4_max,max_lost_mass_t1_mean4_p05,max_lost_mass_t1_mean4_p50,max_lost_mass_t1_mean4_p95,max_lost_mass_t1_mean4_mean_scope,max_lost_mass_t2_mean4_n,max_lost_mass_t2_mean4_finite_n,max_lost_mass_t2_mean4_nan_n,max_lost_mass_t2_mean4_posinf_n,max_lost_mass_t2_mean4_neginf_n,max_lost_mass_t2_mean4_mean,max_lost_mass_t2_mean4_sd_population,max_lost_mass_t2_mean4_min,max_lost_mass_t2_mean4_max,max_lost_mass_t2_mean4_p05,max_lost_mass_t2_mean4_p50,max_lost_mass_t2_mean4_p95,max_lost_mass_t2_mean4_mean_scope,all_directions_teacher_support_success_n,all_directions_teacher_support_denominator_n,all_directions_teacher_support_fraction,all_directions_gate_success_n,all_directions_gate_denominator_n,all_directions_gate_fraction
dronevehicle,train,base,1,8,15019,0.12370996737465877,0.15833277848059124,0.4925094879818896,15019,15019,0,0,0,-0.10858293196618159,0.11553489196932529,-0.902685555327759,0.6359680688269616,-0.3151882752364277,-0.09299016628440582,0.04711512020411703,all_objects,15019,15019,0,0,0,0.25238700311005596,0.49871171613380905,-5.595391168795302,6.876809948856898,-0.14684619715514435,0.12588823253085601,1.1414328090969115,all_objects,15019,15019,0,0,0,0.015723077544025858,0.4201852344324623,-0.9787830213403619,0.9625091223771075,-0.6359507014580951,-0.01092323510993511,0.7198148027773457,all_objects,15019,15019,0,0,0,0.0049786763022999945,0.007372661806504183,2.7584022426620867e-08,0.048364315792357046,5.138147310918091e-07,0.0006029814253163362,0.020829597424259307,all_objects,15019,15019,0,0,0,0.006134719779292974,0.006766890548602702,3.4184434563000164e-05,0.037743415414594736,0.00013747099440523805,0.003092635038657808,0.018862861511463755,all_objects,15015,15019,0.9997336706838005,66,15019,0.004394433717291431
dronevehicle,train,n_iou_lt_070,1,8,366,0.6994535519125683,0.7295081967213115,0.8743169398907104,366,366,0,0,0,0.07639519539525558,0.15418291290073247,-0.5237263647230219,0.6359680688269616,-0.13820206842576718,0.07947254241342194,0.34483768227171285,all_objects,366,366,0,0,0,-0.3107299487057248,0.8477751406437203,-5.595391168795302,3.707005835187596,-1.6895977966056164,-0.20562528167848826,0.8003840400710299,all_objects,366,366,0,0,0,0.4991568841095448,0.3848730428170661,-0.7309436015699539,0.9625091223771075,-0.31871726795630884,0.6230617718385176,0.9112041645882505,all_objects,366,366,0,0,0,0.007858953202526836,0.008602379617795088,8.333562070895162e-08,0.038661388694901065,3.6219084256266633e-06,0.004784001689509432,0.023349724674186837,all_objects,366,366,0,0,0,0.009161726037121967,0.007540020569771166,6.216651423161195e-05,0.03440850777344285,0.0003325470650417811,0.00792052942668364,0.022468017617985003,all_objects,365,366,0.9972677595628415,66,366,0.18032786885245902
dronevehicle,train,quality_gate070,1,8,87,0.9540229885057471,0.9425287356321839,1.0,87,87,0,0,0,0.12431587701840237,0.10099137221590963,-0.054211866747968074,0.5683951732331554,0.003351652772985724,0.10737615477231588,0.31591139820215564,all_objects,87,87,0,0,0,-0.5405921437709874,0.663779844409732,-4.035975782738857,0.08687082266212853,-1.577912154292194,-0.3157352180929558,0.002032276285450753,all_objects,87,87,0,0,0,0.6892752976317459,0.17165104632026218,0.21834137539820106,0.9309511744147223,0.3460606031701359,0.7304199786914065,0.9092221945256082,all_objects,87,87,0,0,0,0.005700793535846428,0.008234938641302312,1.0332416659856221e-07,0.038661388694901065,6.020273442300966e-07,0.0007099361012520262,0.021853698943753157,all_objects,87,87,0,0,0,0.007498710560867959,0.008170203846200359,7.258794270582204e-05,0.03440850777344285,0.00014833703806436797,0.003437147968801589,0.022956393881702244,all_objects,87,87,1.0,66,87,0.7586206896551724
dronevehicle,val,base,1,8,2821,0.217298830202056,0.2477844735909252,0.5448422545196738,2821,2821,0,0,0,-0.08560986335844015,0.12954424395412134,-0.7718882728230299,0.5557338972800763,-0.3085118697094872,-0.0790685700742817,0.11653125685071763,all_objects,2821,2821,0,0,0,0.21187629275393136,0.5632920343038202,-4.61156096012509,7.127497345628764,-0.41353285128982475,0.12188231986889508,1.1963611716691656,all_objects,2821,2821,0,0,0,0.0875302846047793,0.44793519714937374,-0.945755993417321,0.956857756443352,-0.6126244415401385,0.053662362433302954,0.8036165435992066,all_objects,2821,2821,0,0,0,0.004613350161053097,0.006962955734036871,5.987222872591487e-08,0.04562618933280397,6.46977719177879e-07,0.0006518765908432909,0.01976212922869639,all_objects,2821,2821,0,0,0,0.00588793906700153,0.006445046286936441,5.164461503589094e-05,0.038162927765170856,0.00015361772800068327,0.0032032300210269996,0.018246967030052928,all_objects,2820,2821,0.9996455157745481,44,2821,0.015597305919886565
dronevehicle,val,n_iou_lt_070,1,8,229,0.7379912663755459,0.7467248908296943,0.8864628820960698,229,229,0,0,0,0.0889464676981993,0.13680080382606963,-0.6156593515304422,0.5557338972800763,-0.11188953782340649,0.09892665204197781,0.29458125067053076,all_objects,229,229,0,0,0,-0.33283953065594474,0.7742249179292934,-4.61156096012509,5.934736197558005,-1.337012494419155,-0.2830904852998746,0.5155450516378278,all_objects,229,229,0,0,0,0.5196556738237689,0.3765751353169519,-0.8319303019832034,0.956857756443352,-0.31301569728453177,0.6426074308984768,0.9008683083167589,all_objects,229,229,0,0,0,0.005761750280885408,0.0072358797057263,1.9058218976410684e-07,0.029500149545524025,2.1780205544494433e-06,0.00209178963790153,0.020850609298057505,all_objects,229,229,0,0,0,0.007198544072266859,0.006462497947204294,9.221768506115982e-05,0.026251452035019118,0.0002651726921133521,0.005646395385058635,0.019101431356398992,all_objects,229,229,1.0,44,229,0.19213973799126638
dronevehicle,val,quality_gate070,1,8,47,0.9787234042553191,0.9574468085106383,1.0,47,47,0,0,0,0.16707419457797096,0.08136994938055646,-0.00335111917655051,0.38495944806811055,0.04117956582435934,0.16466686937222563,0.3083874666037766,all_objects,47,47,0,0,0,-0.5918226635657001,0.4060051439531617,-1.9346280464666545,0.10486916334881657,-1.465278324350439,-0.488789115513135,-0.07123371779353625,all_objects,47,47,0,0,0,0.734227034157506,0.17585305750611324,0.13729795885050194,0.956857756443352,0.35597350168051245,0.7921240201717613,0.8972972459646198,all_objects,47,47,0,0,0,0.002494229986245254,0.00467204467518656,1.9058218976410684e-07,0.018733877025857965,3.8222658168384034e-07,7.665142377830795e-05,0.014832885032752508,all_objects,47,47,0,0,0,0.003858818604604091,0.004748612958570578,9.221768506115982e-05,0.01611478841262324,0.0001245466986546173,0.0013428775668042471,0.015445499318695486,all_objects,47,47,1.0,44,47,0.9361702127659575
dronevehicle,train,base,2,8,15019,0.03868433317797457,0.07157600372861042,0.33357746853984954,15019,15019,0,0,0,-0.17274784201157528,0.11440110219805613,-0.9196974808923213,0.5897668254505157,-0.37365589712121144,-0.16166239322428733,-0.013779061528612848,all_objects,15019,15019,0,0,0,0.3542888126725163,0.506776205557111,-5.474695841017505,6.980139629151959,-0.05186242181188601,0.22895831190848204,1.2643473039354542,all_objects,15019,15019,0,0,0,-0.13075011486897856,0.36483811564245183,-0.9572886863826013,0.9380987240489569,-0.6596058011760242,-0.1741681626415914,0.5531189159595986,all_objects,15019,15019,0,0,0,0.009957352604599989,0.014745323613008366,5.5168044853241734e-08,0.09672863158471409,1.0276294621836182e-06,0.0012059628506326725,0.04165919484851861,all_objects,15019,15019,0,0,0,0.012269439558585948,0.013533781097205403,6.836886912600033e-05,0.07548683082918947,0.0002749419888104761,0.006185270077315616,0.03772572302292751,all_objects,14847,15019,0.9885478394034223,36,15019,0.002396963845795326
dronevehicle,train,n_iou_lt_070,2,8,366,0.5191256830601093,0.6366120218579235,0.825136612021858,366,366,0,0,0,0.011558407583731342,0.1497779534258509,-0.5514833315242819,0.5897668254505157,-0.20140536050871477,0.004052117639161995,0.2782287952531358,all_objects,366,366,0,0,0,-0.2165798025736351,0.8485467463939962,-5.474695841017505,3.8187993680281185,-1.6069644714471814,-0.11255946312494419,0.8874580132675358,all_objects,366,366,0,0,0,0.3940092866297596,0.3899604474831674,-0.7382356274894186,0.9380987240489569,-0.453000518809796,0.4865529245282789,0.86841289629719,all_objects,366,366,0,0,0,0.01571790640505367,0.017204759235590176,1.6667124141790324e-07,0.07732277738980213,7.243816851253327e-06,0.009568003379018863,0.046699449348373674,all_objects,366,366,0,0,0,0.018323452074243934,0.015080041139542331,0.0001243330284632239,0.0688170155468857,0.0006650941300835622,0.01584105885336728,0.04493603523597001,all_objects,361,366,0.9863387978142076,36,366,0.09836065573770492
dronevehicle,train,quality_gate070,2,8,87,0.6666666666666666,0.8390804597701149,0.9770114942528736,87,87,0,0,0,0.048088452998166005,0.10638258075155621,-0.14374275580997764,0.5173287146513577,-0.08975682293523737,0.0312566286768724,0.25322879381942504,all_objects,87,87,0,0,0,-0.4376516991903796,0.6601187864710705,-3.9108914368038423,0.19563379795641977,-1.4865316880387986,-0.22905708900964206,0.06325152630240119,all_objects,87,87,0,0,0,0.5464773355782919,0.228516251502238,-0.03910630987119517,0.8997107979838233,0.08997847314964995,0.5863382962882736,0.8457681713041557,all_objects,87,87,0,0,0,0.011401587071692856,0.016469877282604625,2.0664833319712442e-07,0.07732277738980213,1.2040546884601932e-06,0.0014198722025040523,0.043707397887506313,all_objects,87,87,0,0,0,0.014997421121735919,0.016340407692400718,0.00014517588541164409,0.0688170155468857,0.00029667407612873594,0.006874295937603178,0.04591278776340449,all_objects,86,87,0.9885057471264368,36,87,0.41379310344827586
dronevehicle,val,base,2,8,2821,0.11237149946827366,0.163062743707905,0.43388869195320806,2821,2821,0,0,0,-0.14546531318627,0.129885689949971,-0.8144722179256434,0.5052779937820633,-0.3673024775717604,-0.14240853373413775,0.05737889054556322,all_objects,2821,2821,0,0,0,0.31239681273287945,0.5702670346064724,-4.5987461864791435,7.235856102565491,-0.30564680382571785,0.22176973451000148,1.3072864229205126,all_objects,2821,2821,0,0,0,-0.033077617892148595,0.4079141903758582,-0.8860763346911575,0.9443138949491505,-0.6250937352747167,-0.08323305698385211,0.6969356115870473,all_objects,2821,2821,0,0,0,0.009226700322106193,0.013925911468073742,1.1974445745182975e-07,0.09125237866560794,1.293955438355758e-06,0.0013037531816865817,0.03952425845739278,all_objects,2821,2821,0,0,0,0.01177587813400306,0.012890092573872882,0.00010328923007178188,0.07632585553034171,0.00030723545600136654,0.006406460042053999,0.036493934060105856,all_objects,2797,2821,0.9914923785891527,31,2821,0.01098901098901099
