epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/fp_aux,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/fp_aux,lr/pg0,lr/pg1,lr/pg2
117,8134.59,0.96713,0.46184,1.01159,0,0,0,0,0,0,0,0,0,0.004258,0.004258,0.004258
118,8196.64,0.96649,0.46039,1.01139,0,0,0,0,0,0,0,0,0,0.0042085,0.0042085,0.0042085
119,8260.97,0.96326,0.45953,1.00971,0,0,0,0,0,0,0,0,0,0.004159,0.004159,0.004159
120,8325.89,0.9642,0.45981,1.00873,0,0,0,0,0,0,0,0,0,0.0041095,0.0041095,0.0041095
121,8387.49,0.96206,0.45872,1.00794,0,0,0,0,0,0,0,0,0,0.00406,0.00406,0.00406
122,8446.47,0.96173,0.45806,1.00655,0,0,0,0,0,0,0,0,0,0.0040105,0.0040105,0.0040105
123,8507.76,0.961,0.45717,1.00727,0,0,0,0,0,0,0,0,0,0.003961,0.003961,0.003961
124,8569.23,0.96208,0.45736,1.00687,0,0,0,0,0,0,0,0,0,0.0039115,0.0039115,0.0039115
125,8630.06,0.96231,0.45719,1.00584,0,0,0,0,0,0,0,0,0,0.003862,0.003862,0.003862
126,8690.3,0.95897,0.45648,1.00481,0,0,0,0,0,0,0,0,0,0.0038125,0.0038125,0.0038125
127,8751.95,0.9582,0.45297,1.00573,0,0,0,0,0,0,0,0,0,0.003763,0.003763,0.003763
128,8813.85,0.95733,0.45254,1.00523,0,0,0,0,0,0,0,0,0,0.0037135,0.0037135,0.0037135
129,8877.18,0.95733,0.45211,1.00517,0,0,0,0,0,0,0,0,0,0.003664,0.003664,0.003664
130,8935.3,0.95599,0.45132,1.00344,0,0,0,0,0,0,0,0,0,0.0036145,0.0036145,0.0036145
131,8998.66,0.95538,0.45095,1.00288,0,0,0,0,0,0,0,0,0,0.003565,0.003565,0.003565
132,9060.43,0.95195,0.4482,1.00177,0,0,0,0,0,0,0,0,0,0.0035155,0.0035155,0.0035155
133,9125.48,0.95115,0.44793,1.00277,0,0,0,0,0,0,0,0,0,0.003466,0.003466,0.003466
134,9189.18,0.9486,0.44563,1.00214,0,0,0,0,0,0,0,0,0,0.0034165,0.0034165,0.0034165
135,9251.27,0.94949,0.44506,1.00216,0,0,0,0,0,0,0,0,0,0.003367,0.003367,0.003367
136,9313.22,0.94856,0.44581,1.00151,0,0,0,0,0,0,0,0,0,0.0033175,0.0033175,0.0033175
137,9378.6,0.94836,0.4445,1.00089,0,0,0,0,0,0,0,0,0,0.003268,0.003268,0.003268
138,9442.47,0.94722,0.44504,1.00084,0,0,0,0,0,0,0,0,0,0.0032185,0.0032185,0.0032185
139,9508.16,0.94452,0.441,0.9995,0,0,0,0,0,0,0,0,0,0.003169,0.003169,0.003169
140,9571.54,0.94424,0.44157,0.99843,0,0,0,0,0,0,0,0,0,0.0031195,0.0031195,0.0031195
141,9635.34,0.94253,0.44107,0.99947,0,0,0,0,0,0,0,0,0,0.00307,0.00307,0.00307
142,9700.6,0.94142,0.43913,0.99889,0,0,0,0,0,0,0,0,0,0.0030205,0.0030205,0.0030205
143,9764.34,0.94062,0.4386,0.99981,0,0,0,0,0,0,0,0,0,0.002971,0.002971,0.002971
144,9828.94,0.93872,0.43804,0.9995,0,0,0,0,0,0,0,0,0,0.0029215,0.0029215,0.0029215
145,9892.26,0.93814,0.43655,0.99484,0,0,0,0,0,0,0,0,0,0.002872,0.002872,0.002872
146,9954.45,0.93905,0.43671,0.99575,0,0,0,0,0,0,0,0,0,0.0028225,0.0028225,0.0028225
147,10015.9,0.93672,0.43589,0.99599,0,0,0,0,0,0,0,0,0,0.002773,0.002773,0.002773
148,10080.3,0.93428,0.43476,0.99523,0,0,0,0,0,0,0,0,0,0.0027235,0.0027235,0.0027235
149,10142.4,0.9337,0.43353,0.99342,0,0,0,0,0,0,0,0,0,0.002674,0.002674,0.002674
150,10204.9,0.93299,0.43215,0.99327,0,0,0,0,0,0,0,0,0,0.0026245,0.0026245,0.0026245
151,10267.6,0.93283,0.43067,0.99455,0,0,0,0,0,0,0,0,0,0.002575,0.002575,0.002575
152,10330.5,0.93081,0.4299,0.9936,0,0,0,0,0,0,0,0,0,0.0025255,0.0025255,0.0025255
153,10394,0.9277,0.42859,0.99269,0,0,0,0,0,0,0,0,0,0.002476,0.002476,0.002476
154,10461.5,0.92806,0.42692,0.99263,0,0,0,0,0,0,0,0,0,0.0024265,0.0024265,0.0024265
155,10526,0.9279,0.4268,0.9922,0,0,0,0,0,0,0,0,0,0.002377,0.002377,0.002377
156,10588.3,0.92665,0.42689,0.99101,0,0,0,0,0,0,0,0,0,0.0023275,0.0023275,0.0023275
157,10652,0.92579,0.4258,0.99187,0,0,0,0,0,0,0,0,0,0.002278,0.002278,0.002278
158,10713.4,0.92544,0.42586,0.99065,0,0,0,0,0,0,0,0,0,0.0022285,0.0022285,0.0022285
159,10775.7,0.92106,0.42139,0.99222,0,0,0,0,0,0,0,0,0,0.002179,0.002179,0.002179
160,10838.3,0.92169,0.42142,0.98935,0,0,0,0,0,0,0,0,0,0.0021295,0.0021295,0.0021295
161,10900.2,0.91849,0.42068,0.98844,0,0,0,0,0,0,0,0,0,0.00208,0.00208,0.00208
162,10960.9,0.91975,0.42015,0.98773,0,0,0,0,0,0,0,0,0,0.0020305,0.0020305,0.0020305
163,11022.5,0.91725,0.41704,0.98726,0,0,0,0,0,0,0,0,0,0.001981,0.001981,0.001981
164,11084.9,0.91784,0.41826,0.98681,0,0,0,0,0,0,0,0,0,0.0019315,0.0019315,0.0019315
165,11146.8,0.91658,0.41636,0.98673,0,0,0,0,0,0,0,0,0,0.001882,0.001882,0.001882
166,11206.9,0.91413,0.41653,0.98772,0,0,0,0,0,0,0,0,0,0.0018325,0.0018325,0.0018325
167,11269.1,0.91307,0.41442,0.98878,0,0,0,0,0,0,0,0,0,0.001783,0.001783,0.001783
168,11330.2,0.9119,0.41433,0.98589,0,0,0,0,0,0,0,0,0,0.0017335,0.0017335,0.0017335
169,11393.8,0.90897,0.41201,0.98321,0,0,0,0,0,0,0,0,0,0.001684,0.001684,0.001684
170,11456.3,0.90856,0.41179,0.98511,0,0,0,0,0,0,0,0,0,0.0016345,0.0016345,0.0016345
171,11520.2,0.9104,0.41242,0.98458,0,0,0,0,0,0,0,0,0,0.001585,0.001585,0.001585
172,11582.7,0.90544,0.40936,0.98473,0,0,0,0,0,0,0,0,0,0.0015355,0.0015355,0.0015355
173,11644.2,0.90463,0.40839,0.98046,0,0,0,0,0,0,0,0,0,0.001486,0.001486,0.001486
174,11706.9,0.90496,0.40834,0.983,0,0,0,0,0,0,0,0,0,0.0014365,0.0014365,0.0014365
175,11770,0.90249,0.40688,0.9825,0,0,0,0,0,0,0,0,0,0.001387,0.001387,0.001387
176,11833.1,0.90109,0.40533,0.98102,0,0,0,0,0,0,0,0,0,0.0013375,0.0013375,0.0013375
177,11893.7,0.90131,0.4048,0.98106,0,0,0,0,0,0,0,0,0,0.001288,0.001288,0.001288
178,11955.5,0.89993,0.40414,0.9803,0,0,0,0,0,0,0,0,0,0.0012385,0.0012385,0.0012385
179,12018.3,0.90013,0.40288,0.98047,0,0,0,0,0,0,0,0,0,0.001189,0.001189,0.001189
180,12080.5,0.89644,0.4019,0.97864,0,0,0,0,0,0,0,0,0,0.0011395,0.0011395,0.0011395
181,12143.2,0.89566,0.40064,0.97805,0,0,0,0,0,0,0,0,0,0.00109,0.00109,0.00109
182,12204.3,0.89351,0.39893,0.97826,0,0,0,0,0,0,0,0,0,0.0010405,0.0010405,0.0010405
183,12263,0.89315,0.39889,0.97648,0,0,0,0,0,0,0,0,0,0.000991,0.000991,0.000991
184,12324.1,0.8913,0.39756,0.9759,0,0,0,0,0,0,0,0,0,0.0009415,0.0009415,0.0009415
185,12386.2,0.89007,0.39617,0.97665,0,0,0,0,0,0,0,0,0,0.000892,0.000892,0.000892
186,12447.3,0.89042,0.39661,0.97821,0,0,0,0,0,0,0,0,0,0.0008425,0.0008425,0.0008425
187,12509.5,0.88877,0.3956,0.97526,0,0,0,0,0,0,0,0,0,0.000793,0.000793,0.000793
188,12570.8,0.88573,0.39368,0.97451,0,0,0,0,0,0,0,0,0,0.0007435,0.0007435,0.0007435
189,12630,0.88523,0.39254,0.97386,0,0,0,0,0,0,0,0,0,0.000694,0.000694,0.000694
190,12691,0.88449,0.39107,0.97354,0,0,0,0,0,0,0,0,0,0.0006445,0.0006445,0.0006445
191,12751.7,0.88237,0.39043,0.97302,0,0,0,0,0,0,0,0,0,0.000595,0.000595,0.000595
192,12813.7,0.88117,0.38949,0.97286,0,0,0,0,0,0,0,0,0,0.0005455,0.0005455,0.0005455
193,12874.7,0.882,0.38933,0.97152,0,0,0,0,0,0,0,0,0,0.000496,0.000496,0.000496
194,12936.3,0.87811,0.38706,0.97402,0,0,0,0,0,0,0,0,0,0.0004465,0.0004465,0.0004465
195,13001.2,0.87944,0.3888,0.97109,0,0,0,0,0,0,0,0,0,0.000397,0.000397,0.000397
196,13058.9,0.87617,0.38622,0.97149,0,0,0,0,0,0,0,0,0,0.0003475,0.0003475,0.0003475
197,13120.3,0.87738,0.38723,0.9714,0,0,0,0,0,0,0,0,0,0.000298,0.000298,0.000298
198,13178.4,0.87443,0.38386,0.97235,0,0,0,0,0,0,0,0,0,0.0002485,0.0002485,0.0002485
199,13239,0.87329,0.38354,0.97017,0,0,0,0,0,0,0,0,0,0.000199,0.000199,0.000199
200,13306.2,0.8725,0.38313,0.96962,0,0.80639,0.76657,0.8086,0.59659,1.00593,0.46554,1.02104,0,0.0001495,0.0001495,0.0001495
