dataset,split,fixed_stratum,condition_index,dx_input_px,dy_input_px,linf_px,l2_px,fixed_n,teacher_unclamped_support_n,iou_advantage_mean,teacher_minus_native_ce_mean,teacher_ce_better_fraction,kl_t2_mean4_mean,cosine_mean,positive_cosine_fraction_fixed,original_quality_gate_n,original_quality_gate_survived_n,original_quality_gate_survival_fraction,new_quality_gate_members_n,lost_mass_t1_mean4_mean,lost_mass_t2_mean4_mean,conditional_vs_exact_box_max_abs_px_mean,conditional_vs_exact_box_max_abs_px_max
dronevehicle,val,n_iou_lt_070,5,1,1,1,1.4142135623730951,229,229,0.12020872328183,-0.4153173635467559,0.8209606986899564,0.9817036591866655,0.5747194298561218,0.9126637554585153,47,44,0.9361702127659575,1,0.0029967049309976733,0.004087285279851948,0.17148955251609813,0.9732549334955252
dronevehicle,val,quality_gate070,5,1,1,1,1.4142135623730951,47,47,0.2020900861917595,-0.6291372959735392,0.9787234042553191,1.182780833137868,0.771492229649177,1.0,47,44,0.9361702127659575,0,0.0013737749964511268,0.0022732330727590734,0.08770400283681798,0.9259812659716431
dronevehicle,train,base,6,1,-1,1,1.4142135623730951,15019,15016,-0.07172447812655047,0.18946839538173119,0.2121978826819362,0.6553636688376746,0.12338019371254358,0.5907184233304481,87,84,0.9655172413793104,6,0.002570132031901355,0.0033801856087325175,0.13536279844465374,1.1842750683795487
dronevehicle,train,n_iou_lt_070,6,1,-1,1,1.4142135623730951,366,365,0.121232722654137,-0.41503804260073524,0.8005464480874317,0.9720679494675847,0.5733830664417234,0.9234972677595629,87,84,0.9655172413793104,6,0.004405159415979894,0.005398537210950119,0.2370621343818471,0.9902068288775467
dronevehicle,train,quality_gate070,6,1,-1,1,1.4142135623730951,87,87,0.17723968224762654,-0.6070561991188869,0.9885057471264368,1.098778067861999,0.7570939802280627,1.0,87,84,0.9655172413793104,0,0.002924884448401928,0.004069993862323919,0.1536332601557405,0.9372200861650981
dronevehicle,val,base,6,1,-1,1,1.4142135623730951,2821,2820,-0.055477258130849826,0.1512047228737472,0.2967032967032967,0.7496883553430895,0.17848895791542357,0.6185749734136831,47,45,0.9574468085106383,3,0.0026620662748448693,0.0035086003934953463,0.13994160700194733,1.0131973422359124
dronevehicle,val,n_iou_lt_070,6,1,-1,1,1.4142135623730951,229,229,0.12038858290225728,-0.4117634461225777,0.834061135371179,0.9449910425721741,0.5866675971312093,0.9213973799126638,47,45,0.9574468085106383,3,0.0034070463844129077,0.004499857415897055,0.19322607180260845,0.9433587745068621
dronevehicle,val,quality_gate070,6,1,-1,1,1.4142135623730951,47,47,0.19736725233711816,-0.6443418850922622,1.0,1.1603577224169626,0.7764577443169752,1.0,47,45,0.9574468085106383,0,0.00151689222178559,0.0024670497971015894,0.09482806410775811,0.9259812659716431
dronevehicle,train,base,7,-1,1,1,1.4142135623730951,15019,15018,-0.0674636106998093,0.16661396824645014,0.21013383048139023,0.6238676387472505,0.12416409936529643,0.5955789333510886,87,76,0.8735632183908046,5,0.002517534184506127,0.003294510244132075,0.13235779801283928,1.0262290337910969
dronevehicle,train,n_iou_lt_070,7,-1,1,1,1.4142135623730951,366,366,0.11628252889305249,-0.3908468658665313,0.8032786885245902,0.9412553353491674,0.5693042446719203,0.9207650273224044,87,76,0.8735632183908046,5,0.003773795192722125,0.004902019351587829,0.20604405577502694,0.987664457512949
dronevehicle,train,quality_gate070,7,-1,1,1,1.4142135623730951,87,87,0.15530134033984716,-0.5680486559407611,0.9540229885057471,1.04381792668055,0.7353272893894787,1.0,87,76,0.8735632183908046,0,0.002952905085607548,0.004185810921179034,0.1441829517739367,0.972429192485194
dronevehicle,val,base,7,-1,1,1,1.4142135623730951,2821,2821,-0.04327395897910753,0.11462508113053205,0.2956398440269408,0.6815183018848531,0.18473847879157224,0.6249556894718185,47,47,1.0,1,0.0020661014471966173,0.002935949595536398,0.11285807248960861,1.1015837834499393
dronevehicle,val,n_iou_lt_070,7,-1,1,1,1.4142135623730951,229,229,0.11911317946830574,-0.41543263971190364,0.8078602620087336,0.9372610968412868,0.5761094808455143,0.9126637554585153,47,47,1.0,1,0.0027377229918179925,0.0038094727294144012,0.16193832337827924,0.9951510965826742
dronevehicle,val,quality_gate070,7,-1,1,1,1.4142135623730951,47,47,0.2101296717364263,-0.6271762338291186,0.9787234042553191,1.1090876568279893,0.776290081078117,1.0,47,47,1.0,0,0.00110487479858557,0.0019024384952434285,0.05812318056306191,0.7498654033789052
dronevehicle,train,base,8,-1,-1,1,1.4142135623730951,15019,15017,-0.07361771570157316,0.19261202278114475,0.2106664891137892,0.6656917123537378,0.12468402342790746,0.5957786803382382,87,81,0.9310344827586207,9,0.002788299387692417,0.0035795669804623356,0.14392915326106662,1.002316403343798
dronevehicle,train,n_iou_lt_070,8,-1,-1,1,1.4142135623730951,366,365,0.12042509707566863,-0.3851429638708207,0.8142076502732241,0.995244953230878,0.5777307703456693,0.9316939890710383,87,81,0.9310344827586207,9,0.0044497211039385715,0.0055167913319656686,0.23108493327333518,0.9884709807606242
dronevehicle,train,quality_gate070,8,-1,-1,1,1.4142135623730951,87,87,0.17729402606571493,-0.5938042026512054,0.9770114942528736,1.119323326932866,0.7548772898478813,1.0,87,81,0.9310344827586207,0,0.0027280652184742283,0.0038610508338507983,0.12440747480696476,0.9372200861650981
dronevehicle,val,base,8,-1,-1,1,1.4142135623730951,2821,2821,-0.05447723192232694,0.15181450654654594,0.29812123360510456,0.7372998518514302,0.178944835732376,0.6224742998936548,47,47,1.0,4,0.0025471706838173804,0.003420372842580597,0.13490289062347205,1.1015837834499393
dronevehicle,val,n_iou_lt_070,8,-1,-1,1,1.4142135623730951,229,229,0.11966234277040083,-0.41187872228772554,0.851528384279476,0.9005484802267957,0.5864779312170508,0.9213973799126638,47,47,1.0,4,0.003148064445233227,0.004222044865459509,0.17353702957923856,0.9951510965826742
dronevehicle,val,quality_gate070,8,-1,-1,1,1.4142135623730951,47,47,0.2053806413159586,-0.6423808229478417,0.9787234042553191,1.0866645461070836,0.7803498970491471,1.0,47,47,1.0,0,0.0012479920239200325,0.002096255219585944,0.08530274111606914,0.7418111091513993
dronevehicle,train,base,9,2,0,2,2.0,15019,14983,-0.0791934494860682,0.19820891991793843,0.20161129236300684,0.6926871807899482,0.10796040344357291,0.5822624675411145,87,73,0.8390804597701149,6,0.0022360850862759686,0.0030101524211486237,0.12437561323508461,2.401067840661881
dronevehicle,train,n_iou_lt_070,9,2,0,2,2.0,366,364,0.11097002767350315,-0.3952271306626583,0.7759562841530054,0.9853986164035462,0.541479864407355,0.9153005464480874,87,73,0.8390804597701149,6,0.003723743095013061,0.0046755031744879876,0.22951537079361461,1.9791920842299362
dronevehicle,train,quality_gate070,9,2,0,2,2.0,87,87,0.15347476132032667,-0.5800983629219628,0.9655172413793104,1.1156490343640628,0.7077364382618458,1.0,87,73,0.8390804597701149,0,0.003169101373328101,0.004250658133431108,0.17186631481481976,1.4472008523114939
dronevehicle,val,base,9,2,0,2,2.0,2821,2811,-0.06052004212573829,0.16069862861556714,0.2846508330379298,0.7920206362623418,0.1697069524976444,0.6260191421481744,47,44,0.9361702127659575,1,0.002351143883179359,0.0031840894216474637,0.12982794296811326,1.9946919776435834
dronevehicle,val,n_iou_lt_070,9,2,0,2,2.0,229,229,0.1126302838870137,-0.3848647320077785,0.8034934497816594,1.028966825659909,0.5599250606069646,0.9126637554585153,47,44,0.9361702127659575,1,0.0028929034886367266,0.0039472632139636605,0.17730267999092503,1.844532241004515
dronevehicle,val,quality_gate070,9,2,0,2,2.0,47,47,0.18645436976042085,-0.6215022442562651,0.9787234042553191,1.2698548073424198,0.7508452980375636,1.0,47,44,0.9361702127659575,0,0.000997742705203289,0.001976005754864959,0.07027822155011003,1.844532241004515
dronevehicle,train,base,10,-2,0,2,2.0,15019,14959,-0.08266067655796697,0.20324855137884826,0.1961515413809175,0.7126576769197345,0.11147552186437575,0.5901191823689993,87,75,0.8620689655172413,7,0.0026724197978580926,0.00340891516460826,0.14641972321974978,1.9880902082542207
dronevehicle,train,n_iou_lt_070,10,-2,0,2,2.0,366,366,0.1089037313636709,-0.35226467216870977,0.7841530054644809,1.0312087604486655,0.5505201968131312,0.9153005464480874,87,75,0.8620689655172413,7,0.003812866470930417,0.0049120114165190866,0.22799165072759464,1.973265567787891
dronevehicle,train,quality_gate070,10,-2,0,2,2.0,87,87,0.15313575486338085,-0.5585654920643374,0.9425287356321839,1.1579373587552668,0.7017636234329229,1.0,87,75,0.8620689655172413,0,0.0027754629134727027,0.003832772076484873,0.14381811949499781,1.7159783990960022
dronevehicle,val,base,10,-2,0,2,2.0,2821,2813,-0.06018679541095295,0.16123038687038235,0.2850053172633818,0.7673055881791931,0.16991886427581876,0.6207018787663949,47,47,1.0,3,0.0021213527011243807,0.003007634319817965,0.11986284574399036,2.2261854797088176
dronevehicle,val,n_iou_lt_070,10,-2,0,2,2.0,229,228,0.10969494894418658,-0.38445029166191824,0.8122270742358079,0.9399805727896786,0.5606200995020133,0.9170305676855895,47,47,1.0,3,0.002374939610277365,0.0033916381130885682,0.15350924919887585,1.9896810835860492
dronevehicle,val,quality_gate070,10,-2,0,2,2.0,47,47,0.19590576716941924,-0.6204522941500181,0.9787234042553191,1.123812079759381,0.7591923447647445,1.0,47,47,1.0,0,0.00045994230947217436,0.0012344165998336692,0.039787751224949375,1.3479350416504303
dronevehicle,train,base,11,0,2,2,2.0,15019,14981,-0.07749739748316838,0.18176038644260042,0.2006125574272588,0.6672985243572195,0.11011233902559173,0.588188294826553,87,70,0.8045977011494253,6,0.0023626485711541623,0.003180105323655889,0.13277576963548415,2.0556255109958244
dronevehicle,train,n_iou_lt_070,11,0,2,2,2.0,366,364,0.10189862044948714,-0.38222241970882226,0.7814207650273224,0.9606291285424309,0.5436506746592579,0.9016393442622951,87,70,0.8045977011494253,6,0.0037347239145138333,0.004892027286656573,0.22212786983085991,1.9375061930045945
dronevehicle,train,quality_gate070,11,0,2,2,2.0,87,86,0.12953307999179664,-0.5550940842463378,0.9540229885057471,1.0680133931966989,0.6964110597094739,1.0,87,70,0.8045977011494253,0,0.003130347257742394,0.004538849765873195,0.17030068876497176,1.9375061930045945
dronevehicle,val,base,11,0,2,2,2.0,2821,2819,-0.050497087412207625,0.12479735152490837,0.2857142857142857,0.7264832774579113,0.17412175998116672,0.63062743707905,47,44,0.9361702127659575,2,0.002010850193268853,0.002864264871254831,0.1167063389578281,1.9684075201631686
dronevehicle,val,n_iou_lt_070,11,0,2,2,2.0,229,229,0.1085841149368571,-0.3968447936843185,0.7947598253275109,1.0387388806854159,0.5571916519335414,0.9039301310043668,47,44,0.9361702127659575,2,0.003100506373358621,0.004227307345740234,0.1931805222315103,1.9433886700950893
dronevehicle,val,quality_gate070,11,0,2,2,2.0,47,47,0.19015572433293448,-0.609959528365454,0.9787234042553191,1.24088840179393,0.7485641793931133,1.0,47,44,0.9361702127659575,0,0.0017498072876989655,0.0025704603906531874,0.10404813997878799,1.4828313378875606
dronevehicle,train,base,12,0,-2,2,2.0,15019,14981,-0.08888256527336506,0.21971165458517414,0.19601837672281777,0.7510664367872997,0.11081004536690091,0.5867900659165057,87,79,0.9080459770114943,10,0.0029041789775267413,0.003750218796316411,0.16103522925074507,2.004893128741628
dronevehicle,train,n_iou_lt_070,12,0,-2,2,2.0,366,365,0.10949183847456763,-0.3755046906494164,0.7814207650273224,1.0684120131430246,0.5609606711661376,0.9234972677595629,87,79,0.9080459770114943,10,0.005086575736946727,0.00612157124741225,0.300276844593649,1.9736737078115283
dronevehicle,train,quality_gate070,12,0,-2,2,2.0,87,87,0.16829701947620676,-0.5994451567818505,0.9885057471264368,1.2206560646272921,0.7367554510413561,1.0,87,79,0.9080459770114943,0,0.0026806675234757552,0.003889329591216724,0.1528079279009379,1.8679132397960245
dronevehicle,val,base,12,0,-2,2,2.0,2821,2817,-0.07090079443189484,0.18060794668164595,0.2860687699397377,0.8379634493518904,0.16269140479222885,0.6178660049627791,47,47,1.0,3,0.0029729886665103796,0.003833111365343229,0.16848195738431496,2.028244582288835
dronevehicle,val,n_iou_lt_070,12,0,-2,2,2.0,229,229,0.10881469239969341,-0.3942369352030913,0.8165938864628821,0.9651644699703764,0.5742230802018155,0.9213973799126638,47,47,1.0,3,0.003921189280189089,0.005052451617830448,0.25247880382422777,1.880766706675729
dronevehicle,val,quality_gate070,12,0,-2,2,2.0,47,47,0.18407799999689234,-0.6342165282683138,0.9787234042553191,1.1974169473992455,0.7553203249187808,1.0,47,47,1.0,0,0.002036041738367891,0.0029580938393382198,0.15226426376297478,1.4664550937047807
dronevehicle,train,base,13,2,2,2,2.8284271247461903,15019,14945,-0.10374149190367078,0.21553787483269432,0.12144616818696317,0.7801112427532693,0.05289482712929172,0.5307277448565151,87,57,0.6551724137931034,5,0.004598733657430132,0.006190257744804513,0.2363769379128711,2.401067840661881
dronevehicle,train,n_iou_lt_070,13,2,2,2,2.8284271247461903,366,362,0.08024383079368054,-0.3854703319129004,0.7568306010928961,0.9476551282041908,0.5164608886728322,0.907103825136612,87,57,0.6551724137931034,5,0.007458467009526895,0.009567530461144561,0.38773801297533983,1.9791920842299362
dronevehicle,train,quality_gate070,13,2,2,2,2.8284271247461903,87,86,0.09798260110578579,-0.506683039469138,0.896551724137931,1.0706584022860348,0.6438572180643045,1.0,87,57,0.6551724137931034,0,0.006299448631070494,0.008789507899304305,0.2949563624264872,1.9375061930045945
dronevehicle,val,base,13,2,2,2,2.8284271247461903,2821,2809,-0.0756887007832151,0.159888945141951,0.2272243885147111,0.8565220319366359,0.14060387453130313,0.6107763204537399,47,41,0.8723404255319149,1,0.004361994076448212,0.006048354292902295,0.22607391876100447,1.9946919776435834
dronevehicle,val,n_iou_lt_070,13,2,2,2,2.8284271247461903,229,229,0.09026714738643055,-0.37510692433559595,0.8122270742358079,1.0891178371131778,0.5470220801589631,0.9039301310043668,47,41,0.8723404255319149,1,0.0059934098619953465,0.008174570559703895,0.33449645709886033,1.9433886700950893
dronevehicle,val,quality_gate070,13,2,2,2,2.8284271247461903,47,47,0.15528050221049355,-0.5540001615084406,0.9574468085106383,1.2967280993338692,0.71982781301383,0.9574468085106383,47,41,0.8723404255319149,0,0.0027475499929022536,0.004546466145518147,0.17050152714410993,1.844532241004515
dronevehicle,train,base,14,2,-2,2,2.8284271247461903,15019,14945,-0.11471029167293416,0.25348914297526803,0.11958186297356682,0.8638791551833496,0.05476434041583164,0.5309274918436647,87,61,0.7011494252873564,8,0.00514026406380271,0.006760371217465035,0.2634568949501697,2.401067840661881
dronevehicle,train,n_iou_lt_070,14,2,-2,2,2.8284271247461903,366,363,0.0874781498032493,-0.37875260285349444,0.7595628415300546,1.0554380128047847,0.5394603570372197,0.9153005464480874,87,61,0.7011494252873564,8,0.008810318831959789,0.010797074421900237,0.46325363225028254,1.9791920842299362
dronevehicle,train,quality_gate070,14,2,-2,2,2.8284271247461903,87,87,0.13717206996117243,-0.5510341120046504,0.9540229885057471,1.2233010737166279,0.6937001563986193,0.9885057471264368,87,61,0.7011494252873564,0,0.005849768896803856,0.008139987724647838,0.29765637574920983,1.8679132397960245
dronevehicle,val,base,14,2,-2,2,2.8284271247461903,2821,2807,-0.09542336032872191,0.2156995402986886,0.22297057780928747,0.968002203830615,0.1305585726473966,0.586671393123006,47,41,0.8723404255319149,2,0.005324132549689739,0.007017200786990693,0.2723031708496773,2.028244582288835
dronevehicle,val,n_iou_lt_070,14,2,-2,2,2.8284271247461903,229,229,0.08997939612621217,-0.3724990658543686,0.8209606986899564,1.0155434263981382,0.5679296366949027,0.925764192139738,47,41,0.8723404255319149,2,0.006814092768825815,0.00899971483179411,0.37653466595671264,1.880766706675729
dronevehicle,val,quality_gate070,14,2,-2,2,2.8284271247461903,47,47,0.1495150569732042,-0.5782571614113003,1.0,1.2532566449391853,0.7341480608973946,1.0,47,41,0.8723404255319149,0,0.00303378444357118,0.004934099594203179,0.18470383946631722,1.844532241004515
dronevehicle,train,base,15,-2,2,2,2.8284271247461903,15019,14921,-0.10701653310284658,0.22057750629360415,0.11951528064451694,0.8000817388830554,0.05644502314549354,0.5428457287435915,87,59,0.6781609195402298,7,0.005035068369012254,0.00658902048826415,0.2577589953599101,2.0556255109958244
dronevehicle,train,n_iou_lt_070,15,-2,2,2,2.8284271247461903,366,364,0.07798259113914627,-0.3425078734189518,0.7759562841530054,0.9934652722493101,0.5261928464883613,0.912568306010929,87,59,0.6781609195402298,7,0.00754759038544425,0.009804038703175658,0.40194748802689373,1.973265567787891
dronevehicle,train,quality_gate070,15,-2,2,2,2.8284271247461903,87,86,0.09881432780076722,-0.48515016861151244,0.896551724137931,1.1129467266772388,0.6365322583918616,0.9885057471264368,87,59,0.6781609195402298,0,0.005905810171215096,0.008371621842358068,0.27929425084255344,1.9375061930045945
dronevehicle,val,base,15,-2,2,2,2.8284271247461903,2821,2811,-0.07553846663128201,0.1604207033967662,0.22367954626019143,0.8318069838534874,0.13826404316500868,0.6075859624246721,47,40,0.851063829787234,1,0.004132202894393235,0.005871899191072796,0.2193017605423224,2.2261854797088176
dronevehicle,val,n_iou_lt_070,15,-2,2,2,2.8284271247461903,229,228,0.08732422769934944,-0.3746924839897357,0.8034934497816594,1.0001315842429475,0.5469370085811567,0.925764192139738,47,40,0.851063829787234,1,0.005475445983635985,0.0076189454588288024,0.31574690191474947,1.9896810835860492
dronevehicle,val,quality_gate070,15,-2,2,2,2.8284271247461903,47,47,0.16510072809863416,-0.5529502114021936,0.9574468085106383,1.1506853717508305,0.7282659369714256,1.0,47,40,0.851063829787234,0,0.00220974959717114,0.003804876990486857,0.11249537079514603,1.4828313378875606
dronevehicle,train,base,16,-2,-2,2,2.8284271247461903,15019,14921,-0.11795857713962861,0.25852877443617783,0.11844996337971903,0.8838496513131356,0.059248388299567654,0.5398495239363473,87,71,0.8160919540229885,12,0.005576598775384834,0.007159133960924671,0.28030331969803957,2.004893128741628
dronevehicle,train,n_iou_lt_070,16,-2,-2,2,2.8284271247461903,366,365,0.08559243748023854,-0.3357901443595458,0.7622950819672131,1.101248156849904,0.5443956535332564,0.9344262295081968,87,71,0.8160919540229885,12,0.008899442207877143,0.011033582663931337,0.4509608893321547,1.9736737078115283
dronevehicle,train,quality_gate070,16,-2,-2,2,2.8284271247461903,87,87,0.1349358747900677,-0.5295012411470249,0.9080459770114943,1.2655893981078319,0.6848846751071787,1.0,87,71,0.8160919540229885,0,0.005456130436948457,0.007722101667701597,0.24142054160435047,1.8679132397960245
dronevehicle,val,base,16,-2,-2,2,2.8284271247461903,2821,2809,-0.09518389102009352,0.21623129855350384,0.21871676710386387,0.9432871557474665,0.12882748545723893,0.5965969514356612,47,45,0.9574468085106383,4,0.005094341367634761,0.006840745685161194,0.2621996946026589,2.2261854797088176
dronevehicle,val,n_iou_lt_070,16,-2,-2,2,2.8284271247461903,229,228,0.08785894027662873,-0.3720846255085084,0.8209606986899564,0.926557173527908,0.5652289264509558,0.9432314410480349,47,45,0.9574468085106383,4,0.006296128890466454,0.008444089730919018,0.338402660977946,1.9896810835860492
dronevehicle,val,quality_gate070,16,-2,-2,2,2.8284271247461903,47,47,0.15807004367255612,-0.5772072113050533,0.9787234042553191,1.1072139173561464,0.7393271241337797,1.0,47,45,0.9574468085106383,0,0.002495984047840065,0.004192510439171888,0.16624142830354255,1.4664550937047807
dronevehicle,train,base,17,4,0,4,4.0,15019,14683,-0.1348784875961307,0.2894946568856043,0.10047273453625408,1.0088211764145472,0.03499763099853138,0.5160796324655437,87,52,0.5977011494252874,6,0.004472170172551937,0.006020304842297247,0.23321450428998777,4.974012747488359
dronevehicle,train,n_iou_lt_070,17,4,0,4,4.0,366,351,0.06228548048459082,-0.3272594618337664,0.7021857923497268,1.1432516533003458,0.46266349201297696,0.8907103825136612,87,52,0.5977011494252874,6,0.007447486190026122,0.009351006348975975,0.4339302686558039,3.9524533256432335
dronevehicle,train,quality_gate070,17,4,0,4,4.0,87,83,0.08864653019782238,-0.48240994324310893,0.8505747126436781,1.3281332835261692,0.5730912553222767,0.9655172413793104,87,52,0.5977011494252874,0,0.006338202746656202,0.008501316266862216,0.3182407931090945,2.70598043051385
dronevehicle,val,base,17,4,0,4,4.0,2821,2752,-0.1145512599119615,0.25231665338339754,0.19496632399858208,1.1220198257194482,0.11391305721040083,0.5880893300248139,47,39,0.8297872340425532,1,0.004702287766358718,0.006368178843294927,0.24334041506232107,3.9877931564427627
dronevehicle,val,n_iou_lt_070,17,4,0,4,4.0,229,224,0.06503843039485137,-0.3094394814232079,0.759825327510917,1.2429357581374418,0.49415982051736995,0.8777292576419214,47,39,0.8297872340425532,1,0.005785806977273453,0.007894526427927321,0.33304182373107283,3.6543686511008673
dronevehicle,val,quality_gate070,17,4,0,4,4.0,47,47,0.11986808454568365,-0.5178880908116034,0.9574468085106383,1.5439169240791892,0.6476924820509959,0.9574468085106383,47,39,0.8297872340425532,0,0.001995485410406578,0.003952011509729918,0.13301346909799713,3.6543686511008673
dronevehicle,train,base,18,-4,0,4,4.0,15019,14637,-0.14005441131539764,0.2982292753685645,0.09714361808376057,1.0473181225672301,0.04352913759246312,0.5290631866302683,87,50,0.5747126436781609,7,0.005344839595716185,0.00681783032921652,0.27498237898093103,3.9706006166777
dronevehicle,train,n_iou_lt_070,18,-4,0,4,4.0,366,355,0.05684652390166239,-0.2646225315719051,0.6994535519125683,1.2346919274496388,0.4719513298889575,0.8907103825136612,87,50,0.5747126436781609,7,0.007625732941860834,0.009824022833038173,0.4283553900146234,3.935790993760534
dronevehicle,train,quality_gate070,18,-4,0,4,4.0,87,86,0.0827544615576112,-0.4476192707362111,0.8275862068965517,1.415883784376127,0.5584357034511204,0.9540229885057471,87,50,0.5747126436781609,0,0.005550925826945405,0.007665544152969746,0.26482269427443184,3.293772738836765
dronevehicle,val,base,18,-4,0,4,4.0,2821,2778,-0.11483677350107438,0.2526188164285024,0.1871676710386388,1.0728753737173107,0.10803497743525087,0.597660404112017,47,37,0.7872340425531915,3,0.0042427054022487615,0.00601526863963593,0.22352070686738681,4.584904783789341
dronevehicle,val,n_iou_lt_070,18,-4,0,4,4.0,229,226,0.06216356021937706,-0.3074663668002866,0.7685589519650655,1.0648447543416408,0.4861187487209537,0.9170305676855895,47,37,0.7872340425531915,3,0.00474987922055473,0.0067832762261771365,0.2896236655655311,3.976330241738367
dronevehicle,val,quality_gate070,18,-4,0,4,4.0,47,47,0.12837103672482805,-0.5158454327662639,0.9574468085106383,1.2531823672243247,0.6550780542434778,1.0,47,37,0.7872340425531915,0,0.0009198846189443487,0.0024688331996673384,0.07536178933611744,2.614612297891199
dronevehicle,train,base,19,0,4,4,4.0,15019,14667,-0.13284182613153622,0.2653872398531875,0.09834210000665823,0.963283871816958,0.040102474095821156,0.5315933151341634,87,37,0.42528735632183906,7,0.004725297142308325,0.006360210647311778,0.24867336591651087,4.126531031353522
dronevehicle,train,n_iou_lt_070,19,0,4,4,4.0,366,353,0.04349088294900665,-0.3060850209266568,0.6939890710382514,1.100625336665418,0.44808175739200967,0.8770491803278688,87,37,0.42528735632183906,7,0.0074694478290276665,0.009784054573313146,0.4191744644484754,3.829562541573466
dronevehicle,train,quality_gate070,19,0,4,4,4.0,87,85,0.04927847004879991,-0.4364862603114462,0.8160919540229885,1.2397227460254345,0.5228076294717705,0.9655172413793104,87,37,0.42528735632183906,0,0.006260694515484788,0.00907769953174639,0.31677407526559204,3.829562541573466
dronevehicle,val,base,19,0,4,4,4.0,2821,2767,-0.0982170472639088,0.19816206576301043,0.19425735554767812,0.9970344872709722,0.11703133992023224,0.6015597305919886,47,36,0.7659574468085106,2,0.004021700386537706,0.005728529742509662,0.21835573144804274,3.9279396865824765
dronevehicle,val,n_iou_lt_070,19,0,4,4,4.0,229,222,0.05689911234260388,-0.32143555535725254,0.7510917030567685,1.2700412190890211,0.4917448460233333,0.8820960698689956,47,36,0.7659574468085106,2,0.006201012746717242,0.008454614691480468,0.36408912611548455,3.8718183084903615
dronevehicle,val,quality_gate070,19,0,4,4,4.0,47,46,0.11919034541899041,-0.5007883776572476,0.9361702127659575,1.4963674222658936,0.634651442442048,0.9787234042553191,47,36,0.7659574468085106,0,0.003499614575397931,0.005140920781306375,0.193446883400635,2.890717912605723
dronevehicle,train,base,20,0,-4,4,4.0,15019,14607,-0.15145884431234075,0.32371625336054977,0.09394766628936681,1.1306859714335462,0.04253504817379336,0.5271322990878221,87,56,0.6436781609195402,9,0.005808357955053483,0.007500437592632822,0.30155189311195396,4.011025303167344
dronevehicle,train,n_iou_lt_070,20,0,-4,4,4.0,366,348,0.04944495629378905,-0.29993507986186574,0.7131147540983607,1.3154733991277447,0.4916048109102867,0.912568306010929,87,56,0.6436781609195402,9,0.010173151473893454,0.0122431424948245,0.5678210400868312,3.926516173821284
dronevehicle,train,quality_gate070,20,0,-4,4,4.0,87,85,0.10059222806923174,-0.5148813901858035,0.9080459770114943,1.549215549098106,0.6249736616466766,0.9885057471264368,87,56,0.6436781609195402,0,0.0053613350469515104,0.007778659182433448,0.28444600972784756,3.705174899797555
dronevehicle,val,base,20,0,-4,4,4.0,2821,2763,-0.12882739375093794,0.2861513969207697,0.18929457639135058,1.2192062508619002,0.09954326885588875,0.5781637717121588,47,37,0.7872340425531915,2,0.005945977333020759,0.007666222730686458,0.315048626102416,4.065698214508387
dronevehicle,val,n_iou_lt_070,20,0,-4,4,4.0,229,223,0.06087188563753286,-0.32246182426372044,0.7816593886462883,1.1207933100561773,0.5117526914588403,0.9344978165938864,47,37,0.7872340425531915,2,0.007842378560378178,0.010104903235660895,0.47475525292004134,3.7335384176201956
dronevehicle,val,quality_gate070,20,0,-4,4,4.0,47,47,0.11799097967595654,-0.5383701800740298,0.9787234042553191,1.4100123831690534,0.6542778108989152,1.0,47,37,0.7872340425531915,0,0.004072083476735782,0.0059161876786764395,0.2872849519889695,2.8569051690456604
dronevehicle,train,base,21,4,4,4,5.656854249492381,15019,14348,-0.20524551066126676,0.3904504652109473,0.040548638391370934,1.392230585837607,-0.03847461817833083,0.435381849657101,87,20,0.22988505747126436,7,0.009197467314860264,0.012380515489609027,0.4430080549622916,4.974012747488359
dronevehicle,train,n_iou_lt_070,21,4,4,4,5.656854249492381,366,340,-0.016059375630517944,-0.24136526430184294,0.592896174863388,1.2455043732239777,0.3564619739313179,0.8360655737704918,87,20,0.22988505747126436,7,0.01491693401905379,0.019135060922289122,0.732071272590481,3.9524533256432335
dronevehicle,train,quality_gate070,21,4,4,4,5.656854249492381,87,81,-0.029535629668143805,-0.29038679585539257,0.6206896551724138,1.4548520042768769,0.37705669550041676,0.9080459770114943,87,20,0.22988505747126436,0,0.012598897262140987,0.01757901579860861,0.5482519664650526,3.829562541573466
dronevehicle,val,base,21,4,4,4,5.656854249492381,2821,2698,-0.16899826791916847,0.3248716841478835,0.1109535625664658,1.4570724312068035,0.059744786175121994,0.54413328606877,47,19,0.40425531914893614,1,0.008723988152896423,0.01209670858580459,0.4234368195436943,3.9877931564427627
dronevehicle,val,n_iou_lt_070,21,4,4,4,5.656854249492381,229,217,0.00028506479856150107,-0.22427243542395925,0.6375545851528385,1.5343891079943162,0.4236636827530772,0.8820960698689956,47,19,0.40425531914893614,1,0.011986819723990693,0.01634914111940779,0.630729894212079,3.8718183084903615
dronevehicle,val,quality_gate070,21,4,4,4,5.656854249492381,47,46,0.033366852932559574,-0.3412148573555726,0.7872340425531915,1.826269236542603,0.5159874129065037,0.9361702127659575,47,19,0.40425531914893614,0,0.005495099985804507,0.009092932291036294,0.3193972425298809,3.6543686511008673
