dataset,split,fixed_stratum,linf_px,directions,fixed_n,all_directions_gate_n,all_directions_gate_fraction,all_directions_iou_better_fraction,all_directions_ce_better_fraction,all_directions_positive_cosine_fraction,min_iou_advantage_n,min_iou_advantage_finite_n,min_iou_advantage_nan_n,min_iou_advantage_posinf_n,min_iou_advantage_neginf_n,min_iou_advantage_mean,min_iou_advantage_sd_population,min_iou_advantage_min,min_iou_advantage_max,min_iou_advantage_p05,min_iou_advantage_p50,min_iou_advantage_p95,min_iou_advantage_mean_scope,max_teacher_minus_native_ce_n,max_teacher_minus_native_ce_finite_n,max_teacher_minus_native_ce_nan_n,max_teacher_minus_native_ce_posinf_n,max_teacher_minus_native_ce_neginf_n,max_teacher_minus_native_ce_mean,max_teacher_minus_native_ce_sd_population,max_teacher_minus_native_ce_min,max_teacher_minus_native_ce_max,max_teacher_minus_native_ce_p05,max_teacher_minus_native_ce_p50,max_teacher_minus_native_ce_p95,max_teacher_minus_native_ce_mean_scope,min_cosine_n,min_cosine_finite_n,min_cosine_nan_n,min_cosine_posinf_n,min_cosine_neginf_n,min_cosine_mean,min_cosine_sd_population,min_cosine_min,min_cosine_max,min_cosine_p05,min_cosine_p50,min_cosine_p95,min_cosine_mean_scope,max_lost_mass_t1_mean4_n,max_lost_mass_t1_mean4_finite_n,max_lost_mass_t1_mean4_nan_n,max_lost_mass_t1_mean4_posinf_n,max_lost_mass_t1_mean4_neginf_n,max_lost_mass_t1_mean4_mean,max_lost_mass_t1_mean4_sd_population,max_lost_mass_t1_mean4_min,max_lost_mass_t1_mean4_max,max_lost_mass_t1_mean4_p05,max_lost_mass_t1_mean4_p50,max_lost_mass_t1_mean4_p95,max_lost_mass_t1_mean4_mean_scope,max_lost_mass_t2_mean4_n,max_lost_mass_t2_mean4_finite_n,max_lost_mass_t2_mean4_nan_n,max_lost_mass_t2_mean4_posinf_n,max_lost_mass_t2_mean4_neginf_n,max_lost_mass_t2_mean4_mean,max_lost_mass_t2_mean4_sd_population,max_lost_mass_t2_mean4_min,max_lost_mass_t2_mean4_max,max_lost_mass_t2_mean4_p05,max_lost_mass_t2_mean4_p50,max_lost_mass_t2_mean4_p95,max_lost_mass_t2_mean4_mean_scope,all_directions_teacher_support_n,all_directions_teacher_support_finite_n,all_directions_teacher_support_nan_n,all_directions_teacher_support_posinf_n,all_directions_teacher_support_neginf_n,all_directions_teacher_support_mean,all_directions_teacher_support_sd_population,all_directions_teacher_support_min,all_directions_teacher_support_max,all_directions_teacher_support_p05,all_directions_teacher_support_p50,all_directions_teacher_support_p95,all_directions_teacher_support_mean_scope,all_directions_gate_finite_n,all_directions_gate_nan_n,all_directions_gate_posinf_n,all_directions_gate_neginf_n,all_directions_gate_mean,all_directions_gate_sd_population,all_directions_gate_min,all_directions_gate_max,all_directions_gate_p05,all_directions_gate_p50,all_directions_gate_p95,all_directions_gate_mean_scope
llvip,val,n_iou_lt_070,2,8,199,199,0.2562814070351759,0.7185929648241206,0.7487437185929648,0.8743718592964824,199,199,0,0,0,0.08355184514118355,0.15203491079446532,-0.4795318619512727,0.49536096074745206,-0.14061928718695818,0.07386474523369979,0.3278041340191534,all_objects,199,199,0,0,0,-0.44835940869848645,0.892821922089629,-3.804206802379322,2.667625320942851,-2.0487412582592968,-0.40469613411965155,0.7624324836295774,all_objects,199,199,0,0,0,0.49708289478034595,0.36498340325741274,-0.6637086381816379,0.9259209336334818,-0.26807677990112794,0.6020780432205671,0.8938775649422186,all_objects,199,199,0,0,0,0.009667689462103165,0.009906884652344804,6.134513494393156e-06,0.04017961678060447,3.0534383500772476e-05,0.006701439156606797,0.026968545486734413,all_objects,199,199,0,0,0,0.01106154805401455,0.007921408055958026,0.00038226014999288757,0.03230773232681445,0.0010726798266769832,0.010781713131001885,0.024745872149109185,all_objects,199,199,0,0,0,0.9899497487437185,0.09974589568482015,0.0,1.0,1.0,1.0,1.0,all_objects,199,0,0,0,0.2562814070351759,0.4365790277180598,0.0,1.0,0.0,0.0,1.0,all_objects
llvip,val,quality_gate070,2,8,61,61,0.8360655737704918,0.9836065573770492,0.9672131147540983,1.0,61,61,0,0,0,0.1819968503968051,0.1147465022080042,-0.02170459020920268,0.49536096074745206,0.03213925864851774,0.15551629873660477,0.37486156105391655,all_objects,61,61,0,0,0,-0.8590377623640981,0.7718112528105835,-3.804206802379322,0.0843457867607671,-2.1322390749468596,-0.6185998109013255,-0.030355187121681393,all_objects,61,61,0,0,0,0.7349344053569496,0.1773458492894353,0.20672475036325091,0.9259209336334818,0.4203791823285616,0.8092266470632205,0.9152788296888464,all_objects,61,61,0,0,0,0.008714470332403718,0.008360806580281873,6.134513494393156e-06,0.02655148353502622,1.663695447837783e-05,0.008547735487406914,0.02369636524458831,all_objects,61,61,0,0,0,0.01025619169676978,0.007180117181545739,0.00038226014999288757,0.02665217598102412,0.0008109607298378213,0.011960262733762977,0.021741470936756314,all_objects,61,61,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,all_objects,61,0,0,0,0.8360655737704918,0.3702160587093842,0.0,1.0,0.0,1.0,1.0,all_objects
llvip,train,base,4,8,2728,2728,0.0032991202346041057,0.020527859237536656,0.04398826979472141,0.2796920821114369,2728,2728,0,0,0,-0.17328867361784833,0.08190180369749576,-0.6561493640456846,0.4651995454843087,-0.29917792392341597,-0.1734041271685981,-0.04489868603727152,all_objects,2728,2728,0,0,0,0.2031878408078388,0.21667555947869524,-3.677816349560346,2.1316486030739403,0.01929713652554846,0.18891264098726168,0.4940426189450658,all_objects,2728,2728,0,0,0,-0.16478366583791135,0.3218077620887092,-0.8417066913723399,0.8792634483348871,-0.616739419700336,-0.20251486116174647,0.4373746806169803,all_objects,2728,2728,0,0,0,0.013973045827935035,0.016101043523385362,1.4892115491384115e-06,0.07979110420845208,2.9234509627857098e-05,0.006821984153468675,0.045609660314218085,all_objects,2728,2728,0,0,0,0.017704982644514228,0.014314208565956851,0.00028426855160642694,0.07128807574308262,0.0012593475224263256,0.015053771715104724,0.04273227682498904,all_objects,2728,2728,0,0,0,0.9802052785923754,0.13929425835984469,0.0,1.0,1.0,1.0,1.0,all_objects,2728,0,0,0,0.0032991202346041057,0.05734314292294879,0.0,1.0,0.0,0.0,0.0,all_objects
llvip,train,n_iou_lt_070,4,8,82,82,0.10975609756097561,0.4268292682926829,0.573170731707317,0.7804878048780488,82,82,0,0,0,-0.004534681028270746,0.14291371326324967,-0.31479242523872414,0.4651995454843087,-0.20056349089562023,-0.026507813826059545,0.2079166167680771,all_objects,82,82,0,0,0,-0.19014023561357127,0.7593319276154381,-3.677816349560346,1.8954446405105534,-1.0916925653119942,-0.06668605872451666,0.7199720448877195,all_objects,82,82,0,0,0,0.32114207640016185,0.3832627200054379,-0.5413966587726103,0.8792634483348871,-0.3121206955307741,0.34027867572380305,0.8281828986516145,all_objects,82,82,0,0,0,0.01689931276935039,0.017302482449987562,3.475630352428839e-05,0.0784776112232802,7.867633387962518e-05,0.012262087571389198,0.04596858184944084,all_objects,82,82,0,0,0,0.021930333629466787,0.015324312651054838,0.0015961314120874696,0.07128807574308262,0.002279666717824486,0.021805594516151244,0.04453640578077809,all_objects,82,82,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,all_objects,82,0,0,0,0.10975609756097561,0.31258550287747067,0.0,1.0,0.0,0.0,1.0,all_objects
llvip,train,quality_gate070,4,8,23,23,0.391304347826087,0.7391304347826086,0.782608695652174,0.9565217391304348,23,23,0,0,0,0.09458862923354648,0.13833417651895988,-0.0667260453328824,0.4651995454843087,-0.04876886918261157,0.04776775862187643,0.42577423057749897,all_objects,23,23,0,0,0,-0.5778336662772194,0.8799110373375458,-3.677816349560346,0.20757924135307126,-2.469964968302356,-0.384668450707325,0.14015674843874243,all_objects,23,23,0,0,0,0.5928290708910505,0.24493818496831762,-0.04805882599781455,0.8792634483348871,0.19520495483896813,0.6611339702741386,0.8559665805197697,all_objects,23,23,0,0,0,0.015027214821818636,0.013541314014489006,6.384204575810847e-05,0.040116924985012854,7.998195280858427e-05,0.01422503883052368,0.03718691293380175,all_objects,23,23,0,0,0,0.01939329201120301,0.012967223205637918,0.0017635691482248297,0.042798332660155744,0.0021733925160947456,0.022241699760936158,0.04178849753071653,all_objects,23,23,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,all_objects,23,0,0,0,0.391304347826087,0.4880422678400793,0.0,1.0,0.0,0.0,1.0,all_objects
llvip,val,base,4,8,548,548,0.06204379562043796,0.21350364963503649,0.32299270072992703,0.6259124087591241,548,548,0,0,0,-0.08695408623335109,0.13330681153685642,-0.5439459038894061,0.39625462340354345,-0.2794430230440151,-0.10083892431767288,0.15810422220665524,all_objects,548,548,0,0,0,0.051577936970737766,0.6852141182712592,-3.7109205618008128,3.705894065055537,-0.9896344126316475,0.14571411029848086,0.8999833618367675,all_objects,548,548,0,0,0,0.15657690254539436,0.3990673703558206,-0.7681980075326262,0.8983153619144792,-0.4777187031926205,0.17153690682853107,0.7839409768601306,all_objects,548,548,0,0,0,0.017132046081179193,0.0190782589177427,4.5029796714392395e-06,0.08128359188641125,4.8496685058619415e-05,0.00932999173936694,0.05316336820205185,all_objects,548,548,0,0,0,0.020128535220549186,0.015611398603393835,0.0004504073905260565,0.06850655234953335,0.0018558970626909295,0.017833930471706956,0.04940771031387839,all_objects,548,548,0,0,0,0.9525547445255474,0.21258928290818538,0.0,1.0,1.0,1.0,1.0,all_objects,548,0,0,0,0.06204379562043796,0.2412350783892079,0.0,1.0,0.0,0.0,1.0,all_objects
llvip,val,n_iou_lt_070,4,8,199,199,0.1708542713567839,0.5125628140703518,0.6683417085427136,0.8492462311557789,199,199,0,0,0,0.017096658297281127,0.13598616804272998,-0.49517573457762976,0.39625462340354345,-0.20360825087607445,0.0108059222665835,0.22685449164337232,all_objects,199,199,0,0,0,-0.3307675723955732,0.896023354198865,-3.7109205618008128,2.7599517545378225,-1.9755262339727773,-0.271031338021281,0.9212350227020719,all_objects,199,199,0,0,0,0.40303308621119804,0.3472523632333635,-0.5001001138759129,0.8983153619144792,-0.24979107519333996,0.47871822805585607,0.8318468141949489,all_objects,199,199,0,0,0,0.01933537892420633,0.01981376930468961,1.2269026988786312e-05,0.08035923356120894,6.106876700154495e-05,0.013402878313213594,0.053937090973468826,all_objects,199,199,0,0,0,0.0221230961080291,0.015842816111916052,0.0007645202999857751,0.0646154646536289,0.0021453596533539663,0.02156342626200377,0.04949174429821837,all_objects,199,199,0,0,0,0.9346733668341709,0.24710132368129145,0.0,1.0,0.0,1.0,1.0,all_objects,199,0,0,0,0.1708542713567839,0.37638157409193984,0.0,1.0,0.0,0.0,1.0,all_objects
llvip,val,quality_gate070,4,8,61,61,0.5573770491803278,0.7868852459016393,0.9016393442622951,0.9836065573770492,61,61,0,0,0,0.09699670102990825,0.10931223064374986,-0.08914451978569715,0.39625462340354345,-0.05338713431363029,0.07688535050201428,0.31224085703877075,all_objects,61,61,0,0,0,-0.7528244381662433,0.7822806945464709,-3.7109205618008128,0.21010888199661726,-2.0194738708495614,-0.5118737897374456,0.1047675728089762,all_objects,61,61,0,0,0,0.6410811202137655,0.2113414934150949,-0.09738691635226011,0.8983153619144792,0.20686531311248096,0.6992591818468004,0.8701954172144573,all_objects,61,61,0,0,0,0.017428940664807435,0.016721613160563746,1.2269026988786312e-05,0.05310296707005244,3.327390895675566e-05,0.01709547097481383,0.04739273048917662,all_objects,61,61,0,0,0,0.02051238339353956,0.014360234363091478,0.0007645202999857751,0.05330435196204824,0.0016219214596756425,0.023920525467525953,0.04348294187351263,all_objects,61,61,0,0,0,0.9508196721311475,0.2162443599716872,0.0,1.0,1.0,1.0,1.0,all_objects,61,0,0,0,0.5573770491803278,0.4966969641817416,0.0,1.0,0.0,1.0,1.0,all_objects
dronevehicle,train,base,1,8,15019,15019,0.004394433717291431,0.12370996737465877,0.15833277848059124,0.4925094879818896,15019,15019,0,0,0,-0.10858293196618159,0.11553489196932529,-0.902685555327759,0.6359680688269616,-0.3151882752364277,-0.09299016628440582,0.04711512020411703,all_objects,15019,15019,0,0,0,0.25238700311005596,0.49871171613380905,-5.595391168795302,6.876809948856898,-0.14684619715514435,0.12588823253085601,1.1414328090969115,all_objects,15019,15019,0,0,0,0.015723077544025858,0.4201852344324623,-0.9787830213403619,0.9625091223771075,-0.6359507014580951,-0.01092323510993511,0.7198148027773457,all_objects,15019,15019,0,0,0,0.0049786763022999945,0.007372661806504183,2.7584022426620867e-08,0.048364315792357046,5.138147310918091e-07,0.0006029814253163362,0.020829597424259307,all_objects,15019,15019,0,0,0,0.006134719779292974,0.006766890548602702,3.4184434563000164e-05,0.037743415414594736,0.00013747099440523805,0.003092635038657808,0.018862861511463755,all_objects,15019,15019,0,0,0,0.9997336706838005,0.0163174258047896,0.0,1.0,1.0,1.0,1.0,all_objects,15019,0,0,0,0.004394433717291431,0.06614471006509716,0.0,1.0,0.0,0.0,0.0,all_objects
dronevehicle,train,n_iou_lt_070,1,8,366,366,0.18032786885245902,0.6994535519125683,0.7295081967213115,0.8743169398907104,366,366,0,0,0,0.07639519539525558,0.15418291290073247,-0.5237263647230219,0.6359680688269616,-0.13820206842576718,0.07947254241342194,0.34483768227171285,all_objects,366,366,0,0,0,-0.3107299487057248,0.8477751406437203,-5.595391168795302,3.707005835187596,-1.6895977966056164,-0.20562528167848826,0.8003840400710299,all_objects,366,366,0,0,0,0.4991568841095448,0.3848730428170661,-0.7309436015699539,0.9625091223771075,-0.31871726795630884,0.6230617718385176,0.9112041645882505,all_objects,366,366,0,0,0,0.007858953202526836,0.008602379617795088,8.333562070895162e-08,0.038661388694901065,3.6219084256266633e-06,0.004784001689509432,0.023349724674186837,all_objects,366,366,0,0,0,0.009161726037121967,0.007540020569771166,6.216651423161195e-05,0.03440850777344285,0.0003325470650417811,0.00792052942668364,0.022468017617985003,all_objects,366,366,0,0,0,0.9972677595628415,0.05219938025831367,0.0,1.0,1.0,1.0,1.0,all_objects,366,0,0,0,0.18032786885245902,0.38446030818224836,0.0,1.0,0.0,0.0,1.0,all_objects
dronevehicle,train,quality_gate070,1,8,87,87,0.7586206896551724,0.9540229885057471,0.9425287356321839,1.0,87,87,0,0,0,0.12431587701840237,0.10099137221590963,-0.054211866747968074,0.5683951732331554,0.003351652772985724,0.10737615477231588,0.31591139820215564,all_objects,87,87,0,0,0,-0.5405921437709874,0.663779844409732,-4.035975782738857,0.08687082266212853,-1.577912154292194,-0.3157352180929558,0.002032276285450753,all_objects,87,87,0,0,0,0.6892752976317459,0.17165104632026218,0.21834137539820106,0.9309511744147223,0.3460606031701359,0.7304199786914065,0.9092221945256082,all_objects,87,87,0,0,0,0.005700793535846428,0.008234938641302312,1.0332416659856221e-07,0.038661388694901065,6.020273442300966e-07,0.0007099361012520262,0.021853698943753157,all_objects,87,87,0,0,0,0.007498710560867959,0.008170203846200359,7.258794270582204e-05,0.03440850777344285,0.00014833703806436797,0.003437147968801589,0.022956393881702244,all_objects,87,87,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,all_objects,87,0,0,0,0.7586206896551724,0.42791978089623645,0.0,1.0,0.0,1.0,1.0,all_objects
dronevehicle,val,base,1,8,2821,2821,0.015597305919886565,0.217298830202056,0.2477844735909252,0.5448422545196738,2821,2821,0,0,0,-0.08560986335844015,0.12954424395412134,-0.7718882728230299,0.5557338972800763,-0.3085118697094872,-0.0790685700742817,0.11653125685071763,all_objects,2821,2821,0,0,0,0.21187629275393136,0.5632920343038202,-4.61156096012509,7.127497345628764,-0.41353285128982475,0.12188231986889508,1.1963611716691656,all_objects,2821,2821,0,0,0,0.0875302846047793,0.44793519714937374,-0.945755993417321,0.956857756443352,-0.6126244415401385,0.053662362433302954,0.8036165435992066,all_objects,2821,2821,0,0,0,0.004613350161053097,0.006962955734036871,5.987222872591487e-08,0.04562618933280397,6.46977719177879e-07,0.0006518765908432909,0.01976212922869639,all_objects,2821,2821,0,0,0,0.00588793906700153,0.006445046286936441,5.164461503589094e-05,0.038162927765170856,0.00015361772800068327,0.0032032300210269996,0.018246967030052928,all_objects,2821,2821,0,0,0,0.9996455157745481,0.01882441410471712,0.0,1.0,1.0,1.0,1.0,all_objects,2821,0,0,0,0.015597305919886565,0.12391137949328154,0.0,1.0,0.0,0.0,0.0,all_objects
dronevehicle,val,n_iou_lt_070,1,8,229,229,0.19213973799126638,0.7379912663755459,0.7467248908296943,0.8864628820960698,229,229,0,0,0,0.0889464676981993,0.13680080382606963,-0.6156593515304422,0.5557338972800763,-0.11188953782340649,0.09892665204197781,0.29458125067053076,all_objects,229,229,0,0,0,-0.33283953065594474,0.7742249179292934,-4.61156096012509,5.934736197558005,-1.337012494419155,-0.2830904852998746,0.5155450516378278,all_objects,229,229,0,0,0,0.5196556738237689,0.3765751353169519,-0.8319303019832034,0.956857756443352,-0.31301569728453177,0.6426074308984768,0.9008683083167589,all_objects,229,229,0,0,0,0.005761750280885408,0.0072358797057263,1.9058218976410684e-07,0.029500149545524025,2.1780205544494433e-06,0.00209178963790153,0.020850609298057505,all_objects,229,229,0,0,0,0.007198544072266859,0.006462497947204294,9.221768506115982e-05,0.026251452035019118,0.0002651726921133521,0.005646395385058635,0.019101431356398992,all_objects,229,229,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,all_objects,229,0,0,0,0.19213973799126638,0.3939823080747585,0.0,1.0,0.0,0.0,1.0,all_objects
dronevehicle,val,quality_gate070,1,8,47,47,0.9361702127659575,0.9787234042553191,0.9574468085106383,1.0,47,47,0,0,0,0.16707419457797096,0.08136994938055646,-0.00335111917655051,0.38495944806811055,0.04117956582435934,0.16466686937222563,0.3083874666037766,all_objects,47,47,0,0,0,-0.5918226635657001,0.4060051439531617,-1.9346280464666545,0.10486916334881657,-1.465278324350439,-0.488789115513135,-0.07123371779353625,all_objects,47,47,0,0,0,0.734227034157506,0.17585305750611324,0.13729795885050194,0.956857756443352,0.35597350168051245,0.7921240201717613,0.8972972459646198,all_objects,47,47,0,0,0,0.002494229986245254,0.00467204467518656,1.9058218976410684e-07,0.018733877025857965,3.8222658168384034e-07,7.665142377830795e-05,0.014832885032752508,all_objects,47,47,0,0,0,0.003858818604604091,0.004748612958570578,9.221768506115982e-05,0.01611478841262324,0.0001245466986546173,0.0013428775668042471,0.015445499318695486,all_objects,47,47,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,all_objects,47,0,0,0,0.9361702127659575,0.2444494743207672,0.0,1.0,0.30000000000000027,1.0,1.0,all_objects
dronevehicle,train,base,2,8,15019,15019,0.002396963845795326,0.03868433317797457,0.07157600372861042,0.33357746853984954,15019,15019,0,0,0,-0.17274784201157528,0.11440110219805613,-0.9196974808923213,0.5897668254505157,-0.37365589712121144,-0.16166239322428733,-0.013779061528612848,all_objects,15019,15019,0,0,0,0.3542888126725163,0.506776205557111,-5.474695841017505,6.980139629151959,-0.05186242181188601,0.22895831190848204,1.2643473039354542,all_objects,15019,15019,0,0,0,-0.13075011486897856,0.36483811564245183,-0.9572886863826013,0.9380987240489569,-0.6596058011760242,-0.1741681626415914,0.5531189159595986,all_objects,15019,15019,0,0,0,0.009957352604599989,0.014745323613008366,5.5168044853241734e-08,0.09672863158471409,1.0276294621836182e-06,0.0012059628506326725,0.04165919484851861,all_objects,15019,15019,0,0,0,0.012269439558585948,0.013533781097205403,6.836886912600033e-05,0.07548683082918947,0.0002749419888104761,0.006185270077315616,0.03772572302292751,all_objects,15019,15019,0,0,0,0.9885478394034223,0.10640022845016764,0.0,1.0,1.0,1.0,1.0,all_objects,15019,0,0,0,0.002396963845795326,0.04890008599294356,0.0,1.0,0.0,0.0,0.0,all_objects
dronevehicle,train,n_iou_lt_070,2,8,366,366,0.09836065573770492,0.5191256830601093,0.6366120218579235,0.825136612021858,366,366,0,0,0,0.011558407583731342,0.1497779534258509,-0.5514833315242819,0.5897668254505157,-0.20140536050871477,0.004052117639161995,0.2782287952531358,all_objects,366,366,0,0,0,-0.2165798025736351,0.8485467463939962,-5.474695841017505,3.8187993680281185,-1.6069644714471814,-0.11255946312494419,0.8874580132675358,all_objects,366,366,0,0,0,0.3940092866297596,0.3899604474831674,-0.7382356274894186,0.9380987240489569,-0.453000518809796,0.4865529245282789,0.86841289629719,all_objects,366,366,0,0,0,0.01571790640505367,0.017204759235590176,1.6667124141790324e-07,0.07732277738980213,7.243816851253327e-06,0.009568003379018863,0.046699449348373674,all_objects,366,366,0,0,0,0.018323452074243934,0.015080041139542331,0.0001243330284632239,0.0688170155468857,0.0006650941300835622,0.01584105885336728,0.04493603523597001,all_objects,366,366,0,0,0,0.9863387978142076,0.11608003161884155,0.0,1.0,1.0,1.0,1.0,all_objects,366,0,0,0,0.09836065573770492,0.29780167417352377,0.0,1.0,0.0,0.0,1.0,all_objects
dronevehicle,train,quality_gate070,2,8,87,87,0.41379310344827586,0.6666666666666666,0.8390804597701149,0.9770114942528736,87,87,0,0,0,0.048088452998166005,0.10638258075155621,-0.14374275580997764,0.5173287146513577,-0.08975682293523737,0.0312566286768724,0.25322879381942504,all_objects,87,87,0,0,0,-0.4376516991903796,0.6601187864710705,-3.9108914368038423,0.19563379795641977,-1.4865316880387986,-0.22905708900964206,0.06325152630240119,all_objects,87,87,0,0,0,0.5464773355782919,0.228516251502238,-0.03910630987119517,0.8997107979838233,0.08997847314964995,0.5863382962882736,0.8457681713041557,all_objects,87,87,0,0,0,0.011401587071692856,0.016469877282604625,2.0664833319712442e-07,0.07732277738980213,1.2040546884601932e-06,0.0014198722025040523,0.043707397887506313,all_objects,87,87,0,0,0,0.014997421121735919,0.016340407692400718,0.00014517588541164409,0.0688170155468857,0.00029667407612873594,0.006874295937603178,0.04591278776340449,all_objects,87,87,0,0,0,0.9885057471264368,0.10659331604018049,0.0,1.0,1.0,1.0,1.0,all_objects,87,0,0,0,0.41379310344827586,0.4925123054167483,0.0,1.0,0.0,0.0,1.0,all_objects
dronevehicle,val,base,2,8,2821,2821,0.01098901098901099,0.11237149946827366,0.163062743707905,0.43388869195320806,2821,2821,0,0,0,-0.14546531318627,0.129885689949971,-0.8144722179256434,0.5052779937820633,-0.3673024775717604,-0.14240853373413775,0.05737889054556322,all_objects,2821,2821,0,0,0,0.31239681273287945,0.5702670346064724,-4.5987461864791435,7.235856102565491,-0.30564680382571785,0.22176973451000148,1.3072864229205126,all_objects,2821,2821,0,0,0,-0.033077617892148595,0.4079141903758582,-0.8860763346911575,0.9443138949491505,-0.6250937352747167,-0.08323305698385211,0.6969356115870473,all_objects,2821,2821,0,0,0,0.009226700322106193,0.013925911468073742,1.1974445745182975e-07,0.09125237866560794,1.293955438355758e-06,0.0013037531816865817,0.03952425845739278,all_objects,2821,2821,0,0,0,0.01177587813400306,0.012890092573872882,0.00010328923007178188,0.07632585553034171,0.00030723545600136654,0.006406460042053999,0.036493934060105856,all_objects,2821,2821,0,0,0,0.9914923785891527,0.09184357238684104,0.0,1.0,1.0,1.0,1.0,all_objects,2821,0,0,0,0.01098901098901099,0.10425091187368284,0.0,1.0,0.0,0.0,0.0,all_objects
dronevehicle,val,n_iou_lt_070,2,8,229,229,0.13537117903930132,0.6200873362445415,0.7074235807860262,0.8471615720524017,229,229,0,0,0,0.036578290427586146,0.12840087739387887,-0.6239937197079951,0.5052779937820633,-0.13692231375790526,0.04146704805718471,0.23239451294174798,all_objects,229,229,0,0,0,-0.24642380373511236,0.7720513670569742,-4.5987461864791435,6.025625890639675,-1.2327510745234176,-0.20831861438721377,0.5802491397964615,all_objects,229,229,0,0,0,0.4418282886675258,0.3745152568609829,-0.7626594704896107,0.9443138949491505,-0.32024319447137156,0.5360230172121754,0.8534647026015971,all_objects,229,229,0,0,0,0.011523500561770816,0.0144717594114526,3.8116437952821367e-07,0.05900029909104805,4.3560411088988865e-06,0.00418357927580306,0.04170121859611501,all_objects,229,229,0,0,0,0.014397088144533717,0.012924995894408589,0.00018443537012231964,0.052502904070038235,0.0005303453842267042,0.01129279077011727,0.038202862712797984,all_objects,229,229,0,0,0,0.9956331877729258,0.06593741864865282,0.0,1.0,1.0,1.0,1.0,all_objects,229,0,0,0,0.13537117903930132,0.3421196032454304,0.0,1.0,0.0,0.0,1.0,all_objects
dronevehicle,val,quality_gate070,2,8,47,47,0.6595744680851063,0.8936170212765957,0.9361702127659575,0.9574468085106383,47,47,0,0,0,0.10067206280409323,0.08116595460736338,-0.07197808138735395,0.31350980763536374,-0.017432849763195778,0.1028504565861924,0.2450285563769983,all_objects,47,47,0,0,0,-0.49203699663794065,0.40257486728666253,-1.8286016452877096,0.19444462237961635,-1.359107085637611,-0.4079793443872264,0.033692269584421154,all_objects,47,47,0,0,0,0.6436116265652909,0.2091506375644682,-0.07926721624921276,0.9208982215707521,0.2676723273046691,0.7168739072664015,0.8444821202601062,all_objects,47,47,0,0,0,0.004988459972490508,0.00934408935037312,3.8116437952821367e-07,0.03746775405171593,7.644531633676807e-07,0.0001533028475566159,0.029665770065505016,all_objects,47,47,0,0,0,0.007717637209208182,0.009497225917141156,0.00018443537012231964,0.03222957682524648,0.0002490933973092346,0.0026857551336084942,0.030890998637390973,all_objects,47,47,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,all_objects,47,0,0,0,0.6595744680851063,0.4738522861982998,0.0,1.0,0.0,1.0,1.0,all_objects
dronevehicle,train,base,4,8,15019,15019,0.0005326586323989613,0.006591650575937146,0.018576469804913776,0.1207137625674146,15019,15019,0,0,0,-0.2894127441151987,0.11548969230398365,-0.9482444777068326,0.4984334128708733,-0.4831687145376008,-0.284840290242546,-0.11363783671894935,all_objects,15019,15019,0,0,0,0.6185421118117727,0.534548991140177,-5.173706313768536,7.238753140238788,0.1375900919845485,0.5047066522286288,1.5955187374514785,all_objects,15019,15019,0,0,0,-0.30634184279891263,0.26045926698225175,-0.9232299203759265,0.890565655088146,-0.6701224834432811,-0.3393955066982208,0.16741394489529413,all_objects,15019,15019,0,0,0,0.019914705209199978,0.02949064722601673,1.1033608970648347e-07,0.19345726316942818,2.0552589243672363e-06,0.002411925701265345,0.08331838969703723,all_objects,15019,15019,0,0,0,0.024538879117171897,0.027067562194410807,0.00013673773825200066,0.15097366165837894,0.0005498839776209522,0.012370540154631232,0.07545144604585502,all_objects,15019,15019,0,0,0,0.9043877754843864,0.2940587135909927,0.0,1.0,0.0,1.0,1.0,all_objects,15019,0,0,0,0.0005326586323989613,0.02307325090186236,0.0,1.0,0.0,0.0,0.0,all_objects
dronevehicle,train,n_iou_lt_070,4,8,366,366,0.02185792349726776,0.1994535519125683,0.3879781420765027,0.6065573770491803,366,366,0,0,0,-0.10616362030941873,0.1493863465362317,-0.6037995901803493,0.4984334128708733,-0.3206617005733841,-0.11507408066497926,0.15721164282921962,all_objects,366,366,0,0,0,0.027593064680069283,0.8560925430869618,-5.173706313768536,4.092810544914469,-1.4497682075197793,0.11202370305068055,1.163664366572618,all_objects,366,366,0,0,0,0.1282508748338369,0.36522683449075516,-0.7136934724374555,0.890565655088146,-0.48811932433252614,0.12147672341786994,0.7198603241737032,all_objects,366,366,0,0,0,0.03143581281010734,0.03440951847118035,3.333424828358065e-07,0.15464555477960426,1.4487633702506653e-05,0.019136006758037727,0.09339889869674735,all_objects,366,366,0,0,0,0.03664690414848787,0.030160082279084663,0.0002486660569264478,0.1376340310937714,0.0013301882601671243,0.03168211770673456,0.08987207047194001,all_objects,366,366,0,0,0,0.8524590163934426,0.3546443877505563,0.0,1.0,0.0,1.0,1.0,all_objects,366,0,0,0,0.02185792349726776,0.14621954273507815,0.0,1.0,0.0,0.0,0.0,all_objects
