epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/kd_lld,train/kd_ccl,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/kd_lld,val/kd_ccl,lr/pg0,lr/pg1,lr/pg2
46,13251.5,1.10092,0.6125,1.07824,2e-05,0.69109,0,0,0,0,0,0,0,0,0,0.0077725,0.0077725,0.0077725
47,13485.3,1.09778,0.60942,1.07765,2e-05,0.69051,0,0,0,0,0,0,0,0,0,0.007723,0.007723,0.007723
48,13718.4,1.09628,0.609,1.07453,2e-05,0.69086,0,0,0,0,0,0,0,0,0,0.0076735,0.0076735,0.0076735
49,13946.8,1.09876,0.61005,1.07596,2e-05,0.69032,0,0,0,0,0,0,0,0,0,0.007624,0.007624,0.007624
50,14176.2,1.09573,0.60626,1.07303,2e-05,0.6902,0,0,0,0,0,0,0,0,0,0.0075745,0.0075745,0.0075745
51,14407.7,1.09542,0.60525,1.07221,2e-05,0.69055,0,0,0,0,0,0,0,0,0,0.007525,0.007525,0.007525
52,14639.7,1.09147,0.60307,1.07523,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.0074755,0.0074755,0.0074755
53,14870.6,1.09305,0.60019,1.07187,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.007426,0.007426,0.007426
54,15099.9,1.0878,0.59832,1.07143,2e-05,0.69082,0,0,0,0,0,0,0,0,0,0.0073765,0.0073765,0.0073765
55,15330.3,1.08966,0.59823,1.07296,2e-05,0.69055,0,0,0,0,0,0,0,0,0,0.007327,0.007327,0.007327
56,15557,1.08575,0.59586,1.072,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.0072775,0.0072775,0.0072775
57,15784.7,1.08693,0.59385,1.07008,2e-05,0.69043,0,0,0,0,0,0,0,0,0,0.007228,0.007228,0.007228
58,16012.2,1.08364,0.5936,1.06807,2e-05,0.69043,0,0,0,0,0,0,0,0,0,0.0071785,0.0071785,0.0071785
59,16240.2,1.08521,0.59365,1.06888,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.007129,0.007129,0.007129
60,16468.5,1.08549,0.59307,1.06783,2e-05,0.69082,0,0,0,0,0,0,0,0,0,0.0070795,0.0070795,0.0070795
61,16696.9,1.08112,0.59058,1.06834,2e-05,0.69059,0,0,0,0,0,0,0,0,0,0.00703,0.00703,0.00703
62,16925.4,1.08301,0.58985,1.06764,2e-05,0.69112,0,0,0,0,0,0,0,0,0,0.0069805,0.0069805,0.0069805
63,17153.7,1.0824,0.58774,1.06445,2e-05,0.69043,0,0,0,0,0,0,0,0,0,0.006931,0.006931,0.006931
64,17381.3,1.07813,0.58599,1.06687,2e-05,0.69074,0,0,0,0,0,0,0,0,0,0.0068815,0.0068815,0.0068815
65,17606.1,1.07828,0.58636,1.06691,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.006832,0.006832,0.006832
66,17832.9,1.07899,0.58638,1.06671,2e-05,0.69055,0,0,0,0,0,0,0,0,0,0.0067825,0.0067825,0.0067825
67,18057.5,1.07478,0.5801,1.06408,2e-05,0.69093,0,0,0,0,0,0,0,0,0,0.006733,0.006733,0.006733
68,18279.3,1.07626,0.58351,1.06385,2e-05,0.69059,0,0,0,0,0,0,0,0,0,0.0066835,0.0066835,0.0066835
69,18499,1.07222,0.58046,1.06162,2e-05,0.69069,0,0,0,0,0,0,0,0,0,0.006634,0.006634,0.006634
70,18718,1.07267,0.57843,1.06227,2e-05,0.6907,0,0,0,0,0,0,0,0,0,0.0065845,0.0065845,0.0065845
71,18938.3,1.07275,0.57803,1.0623,2e-05,0.69105,0,0,0,0,0,0,0,0,0,0.006535,0.006535,0.006535
72,19159.8,1.07112,0.57602,1.06103,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.0064855,0.0064855,0.0064855
73,19382.9,1.06951,0.57548,1.05939,2e-05,0.69028,0,0,0,0,0,0,0,0,0,0.006436,0.006436,0.006436
74,19603.1,1.07008,0.57518,1.06102,2e-05,0.69082,0,0,0,0,0,0,0,0,0,0.0063865,0.0063865,0.0063865
75,19825.1,1.06664,0.57272,1.05768,2e-05,0.69093,0,0,0,0,0,0,0,0,0,0.006337,0.006337,0.006337
76,20048.7,1.06486,0.57106,1.06065,2e-05,0.69028,0,0,0,0,0,0,0,0,0,0.0062875,0.0062875,0.0062875
77,20269.3,1.0639,0.56951,1.05711,2e-05,0.69136,0,0,0,0,0,0,0,0,0,0.006238,0.006238,0.006238
78,20490.8,1.06171,0.56861,1.05724,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.0061885,0.0061885,0.0061885
79,20714.3,1.06351,0.56861,1.05817,2e-05,0.69028,0,0,0,0,0,0,0,0,0,0.006139,0.006139,0.006139
80,20938.2,1.06184,0.56765,1.05999,2e-05,0.69058,0,0,0,0,0,0,0,0,0,0.0060895,0.0060895,0.0060895
81,21158.6,1.05984,0.56644,1.05698,2e-05,0.69101,0,0,0,0,0,0,0,0,0,0.00604,0.00604,0.00604
82,21378.9,1.05832,0.56426,1.0582,2e-05,0.69085,0,0,0,0,0,0,0,0,0,0.0059905,0.0059905,0.0059905
83,21599.1,1.06025,0.56409,1.05245,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.005941,0.005941,0.005941
84,21818.8,1.05799,0.56483,1.05694,2e-05,0.69032,0,0,0,0,0,0,0,0,0,0.0058915,0.0058915,0.0058915
85,22040.3,1.05537,0.56138,1.0548,2e-05,0.69074,0,0,0,0,0,0,0,0,0,0.005842,0.005842,0.005842
86,22260.7,1.05531,0.55883,1.05348,2e-05,0.69082,0,0,0,0,0,0,0,0,0,0.0057925,0.0057925,0.0057925
87,22483.5,1.05234,0.55856,1.05356,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.005743,0.005743,0.005743
88,22706.7,1.05201,0.55752,1.05061,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.0056935,0.0056935,0.0056935
89,22930.6,1.05316,0.55688,1.05145,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.005644,0.005644,0.005644
90,23152.3,1.05145,0.55617,1.05198,2e-05,0.69058,0,0,0,0,0,0,0,0,0,0.0055945,0.0055945,0.0055945
91,23372.5,1.0512,0.55636,1.05074,2e-05,0.69074,0,0,0,0,0,0,0,0,0,0.005545,0.005545,0.005545
92,23595.3,1.04914,0.55619,1.05153,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.0054955,0.0054955,0.0054955
93,23815.7,1.04902,0.55455,1.05166,2e-05,0.69059,0,0,0,0,0,0,0,0,0,0.005446,0.005446,0.005446
94,24074.5,1.04596,0.55316,1.0491,2e-05,0.69074,0,0,0,0,0,0,0,0,0,0.0053965,0.0053965,0.0053965
95,24338.2,1.04661,0.55182,1.04968,2e-05,0.69082,0,0,0,0,0,0,0,0,0,0.005347,0.005347,0.005347
96,24605.7,1.04452,0.54939,1.04821,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.0052975,0.0052975,0.0052975
97,24874,1.04366,0.54825,1.04785,2e-05,0.69051,0,0,0,0,0,0,0,0,0,0.005248,0.005248,0.005248
98,25138.7,1.04229,0.54578,1.0462,2e-05,0.69059,0,0,0,0,0,0,0,0,0,0.0051985,0.0051985,0.0051985
99,25401.4,1.04073,0.54565,1.04727,2e-05,0.69036,0,0,0,0,0,0,0,0,0,0.005149,0.005149,0.005149
100,25664.7,1.04041,0.54629,1.04672,2e-05,0.69055,0,0,0,0,0,0,0,0,0,0.0050995,0.0050995,0.0050995
101,25910.5,1.03962,0.54562,1.04455,2e-05,0.69043,0,0,0,0,0,0,0,0,0,0.00505,0.00505,0.00505
102,26188.4,1.03969,0.54552,1.0476,2e-05,0.69055,0,0,0,0,0,0,0,0,0,0.0050005,0.0050005,0.0050005
103,26477,1.03763,0.54421,1.04835,2e-05,0.69023,0,0,0,0,0,0,0,0,0,0.004951,0.004951,0.004951
104,26765.7,1.03819,0.54307,1.04467,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.0049015,0.0049015,0.0049015
105,27055.9,1.03714,0.54126,1.04198,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.004852,0.004852,0.004852
106,27324.3,1.03623,0.54041,1.04574,2e-05,0.69059,0,0,0,0,0,0,0,0,0,0.0048025,0.0048025,0.0048025
107,27604,1.032,0.53919,1.04444,2e-05,0.69039,0,0,0,0,0,0,0,0,0,0.004753,0.004753,0.004753
108,27872,1.0333,0.53895,1.04213,2e-05,0.69105,0,0,0,0,0,0,0,0,0,0.0047035,0.0047035,0.0047035
109,28135.7,1.03048,0.53796,1.04261,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.004654,0.004654,0.004654
110,28407.2,1.03088,0.53598,1.04451,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.0046045,0.0046045,0.0046045
111,28668.8,1.02966,0.53585,1.04095,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.004555,0.004555,0.004555
112,28934.9,1.02627,0.53296,1.04066,2e-05,0.69101,0,0,0,0,0,0,0,0,0,0.0045055,0.0045055,0.0045055
113,29202.4,1.02876,0.5347,1.04074,2e-05,0.6907,0,0,0,0,0,0,0,0,0,0.004456,0.004456,0.004456
114,29469.4,1.02965,0.53478,1.03942,2e-05,0.69043,0,0,0,0,0,0,0,0,0,0.0044065,0.0044065,0.0044065
115,29743.6,1.02601,0.53255,1.03719,2e-05,0.69059,0,0,0,0,0,0,0,0,0,0.004357,0.004357,0.004357
116,30006,1.02456,0.53091,1.03517,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.0043075,0.0043075,0.0043075
117,30251.2,1.02077,0.52702,1.03842,2e-05,0.69047,0,0,0,0,0,0,0,0,0,0.004258,0.004258,0.004258
118,30474.8,1.02242,0.52728,1.03956,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.0042085,0.0042085,0.0042085
119,30695.5,1.01987,0.52728,1.03704,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.004159,0.004159,0.004159
120,30913.8,1.01947,0.5259,1.0357,2e-05,0.69082,0,0,0,0,0,0,0,0,0,0.0041095,0.0041095,0.0041095
121,31131.9,1.02101,0.52495,1.03632,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.00406,0.00406,0.00406
122,31350.8,1.01722,0.52412,1.03355,2e-05,0.69105,0,0,0,0,0,0,0,0,0,0.0040105,0.0040105,0.0040105
123,31615.6,1.01435,0.521,1.03292,2e-05,0.69046,0,0,0,0,0,0,0,0,0,0.003961,0.003961,0.003961
124,31893.6,1.01657,0.52257,1.03275,2e-05,0.69051,0,0,0,0,0,0,0,0,0,0.0039115,0.0039115,0.0039115
125,32167.2,1.01376,0.51944,1.03118,2e-05,0.69082,0,0,0,0,0,0,0,0,0,0.003862,0.003862,0.003862
126,32436.2,1.01321,0.52061,1.03115,2e-05,0.69082,0,0,0,0,0,0,0,0,0,0.0038125,0.0038125,0.0038125
127,32692.2,1.01255,0.51838,1.03289,2e-05,0.69101,0,0,0,0,0,0,0,0,0,0.003763,0.003763,0.003763
128,32969,1.01138,0.51817,1.03158,2e-05,0.69035,0,0,0,0,0,0,0,0,0,0.0037135,0.0037135,0.0037135
129,33247.6,1.01009,0.51773,1.03024,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.003664,0.003664,0.003664
130,33519.3,1.00937,0.51706,1.02973,2e-05,0.6912,0,0,0,0,0,0,0,0,0,0.0036145,0.0036145,0.0036145
131,33792.7,1.0088,0.51442,1.02795,2e-05,0.69116,0,0,0,0,0,0,0,0,0,0.003565,0.003565,0.003565
132,34060.9,1.00603,0.51412,1.02756,2e-05,0.69028,0,0,0,0,0,0,0,0,0,0.0035155,0.0035155,0.0035155
133,34326.8,1.00495,0.51107,1.02863,2e-05,0.69074,0,0,0,0,0,0,0,0,0,0.003466,0.003466,0.003466
134,34599.4,1.00218,0.5104,1.02819,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.0034165,0.0034165,0.0034165
135,34864.2,1.00163,0.50967,1.02622,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.003367,0.003367,0.003367
136,35126.6,1.00105,0.50983,1.02631,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.0033175,0.0033175,0.0033175
137,35396,1.00279,0.50986,1.0273,2e-05,0.69055,0,0,0,0,0,0,0,0,0,0.003268,0.003268,0.003268
138,35657.2,0.99848,0.50903,1.02544,2e-05,0.69028,0,0,0,0,0,0,0,0,0,0.0032185,0.0032185,0.0032185
139,35922.5,0.99726,0.50695,1.02378,2e-05,0.69074,0,0,0,0,0,0,0,0,0,0.003169,0.003169,0.003169
140,36190.8,0.99579,0.50422,1.02243,2e-05,0.69051,0,0,0,0,0,0,0,0,0,0.0031195,0.0031195,0.0031195
141,36474,0.99486,0.50335,1.02397,2e-05,0.69076,0,0,0,0,0,0,0,0,0,0.00307,0.00307,0.00307
142,36752.8,0.99472,0.50362,1.0238,2e-05,0.69112,0,0,0,0,0,0,0,0,0,0.0030205,0.0030205,0.0030205
143,37045.8,0.99002,0.50153,1.02326,2e-05,0.69032,0,0,0,0,0,0,0,0,0,0.002971,0.002971,0.002971
144,37319.9,0.99318,0.5006,1.0247,2e-05,0.69047,0,0,0,0,0,0,0,0,0,0.0029215,0.0029215,0.0029215
145,37596.2,0.98959,0.49954,1.01969,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.002872,0.002872,0.002872
146,37874.4,0.98966,0.49982,1.01916,2e-05,0.69043,0,0,0,0,0,0,0,0,0,0.0028225,0.0028225,0.0028225
147,38161.3,0.98935,0.49885,1.02062,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.002773,0.002773,0.002773
148,38451.8,0.98472,0.49607,1.01892,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.0027235,0.0027235,0.0027235
149,38745.6,0.98537,0.49594,1.01785,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.002674,0.002674,0.002674
150,39032.7,0.98275,0.49427,1.01749,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.0026245,0.0026245,0.0026245
151,39314.8,0.98356,0.49307,1.01803,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.002575,0.002575,0.002575
152,39597.8,0.98228,0.49379,1.01741,2e-05,0.69055,0,0,0,0,0,0,0,0,0,0.0025255,0.0025255,0.0025255
153,39874.4,0.97983,0.49013,1.01698,2e-05,0.69105,0,0,0,0,0,0,0,0,0,0.002476,0.002476,0.002476
154,40161.5,0.97862,0.48935,1.01607,2e-05,0.69105,0,0,0,0,0,0,0,0,0,0.0024265,0.0024265,0.0024265
155,40435.7,0.97702,0.48942,1.01451,2e-05,0.69112,0,0,0,0,0,0,0,0,0,0.002377,0.002377,0.002377
156,40708.1,0.97632,0.48827,1.01434,2e-05,0.69036,0,0,0,0,0,0,0,0,0,0.0023275,0.0023275,0.0023275
157,40979.8,0.97427,0.48645,1.01458,2e-05,0.69074,0,0,0,0,0,0,0,0,0,0.002278,0.002278,0.002278
158,41262.6,0.97426,0.48674,1.01267,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.0022285,0.0022285,0.0022285
159,41545.7,0.97106,0.48387,1.01567,2e-05,0.69082,0,0,0,0,0,0,0,0,0,0.002179,0.002179,0.002179
160,41821.3,0.97129,0.48244,1.0115,2e-05,0.69047,0,0,0,0,0,0,0,0,0,0.0021295,0.0021295,0.0021295
161,42094.6,0.96769,0.48066,1.01051,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.00208,0.00208,0.00208
162,42377.7,0.96936,0.48245,1.00995,2e-05,0.69043,0,0,0,0,0,0,0,0,0,0.0020305,0.0020305,0.0020305
163,42655.3,0.96602,0.47874,1.0112,2e-05,0.69097,0,0,0,0,0,0,0,0,0,0.001981,0.001981,0.001981
164,42934.9,0.96551,0.47899,1.0092,2e-05,0.69032,0,0,0,0,0,0,0,0,0,0.0019315,0.0019315,0.0019315
165,43198.9,0.96347,0.47652,1.00809,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.001882,0.001882,0.001882
166,43448.5,0.9591,0.47468,1.00805,2e-05,0.69078,0,0,0,0,0,0,0,0,0,0.0018325,0.0018325,0.0018325
167,43680.4,0.96054,0.47511,1.01038,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.001783,0.001783,0.001783
168,43904.2,0.95883,0.47332,1.00785,2e-05,0.69101,0,0,0,0,0,0,0,0,0,0.0017335,0.0017335,0.0017335
169,44127,0.95675,0.47274,1.00402,2e-05,0.69059,0,0,0,0,0,0,0,0,0,0.001684,0.001684,0.001684
170,44351.6,0.95558,0.47122,1.00548,2e-05,0.6907,0,0,0,0,0,0,0,0,0,0.0016345,0.0016345,0.0016345
171,44574.8,0.95682,0.47169,1.00539,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.001585,0.001585,0.001585
172,44794.8,0.95117,0.46724,1.00516,2e-05,0.6907,0,0,0,0,0,0,0,0,0,0.0015355,0.0015355,0.0015355
173,45013.7,0.95167,0.46867,1.00131,2e-05,0.6907,0,0,0,0,0,0,0,0,0,0.001486,0.001486,0.001486
174,45232.6,0.95112,0.46611,1.00432,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.0014365,0.0014365,0.0014365
175,45455,0.94784,0.46422,1.00317,2e-05,0.69032,0,0,0,0,0,0,0,0,0,0.001387,0.001387,0.001387
176,45673.9,0.94756,0.46438,1.0021,2e-05,0.68993,0,0,0,0,0,0,0,0,0,0.0013375,0.0013375,0.0013375
177,45894.3,0.94648,0.46371,1.00087,2e-05,0.69112,0,0,0,0,0,0,0,0,0,0.001288,0.001288,0.001288
178,46123.7,0.94273,0.46121,0.99794,2e-05,0.6907,0,0,0,0,0,0,0,0,0,0.0012385,0.0012385,0.0012385
179,46350.9,0.94437,0.46133,1.00042,2e-05,0.69097,0,0,0,0,0,0,0,0,0,0.001189,0.001189,0.001189
180,46577.9,0.94049,0.45958,0.99829,2e-05,0.69039,0,0,0,0,0,0,0,0,0,0.0011395,0.0011395,0.0011395
181,46807.7,0.93996,0.45827,0.99771,2e-05,0.69039,0,0,0,0,0,0,0,0,0,0.00109,0.00109,0.00109
182,47046.1,0.93863,0.45645,0.99864,2e-05,0.69105,0,0,0,0,0,0,0,0,0,0.0010405,0.0010405,0.0010405
183,47299.2,0.93726,0.45658,0.99601,2e-05,0.69042,0,0,0,0,0,0,0,0,0,0.000991,0.000991,0.000991
184,47541.3,0.93328,0.45447,0.99422,2e-05,0.69055,0,0,0,0,0,0,0,0,0,0.0009415,0.0009415,0.0009415
185,47858.1,0.9343,0.45376,0.9965,2e-05,0.69059,0,0,0,0,0,0,0,0,0,0.000892,0.000892,0.000892
186,48200,0.93182,0.45232,0.99622,2e-05,0.69055,0,0,0,0,0,0,0,0,0,0.0008425,0.0008425,0.0008425
187,48638.1,0.93187,0.4517,0.99408,2e-05,0.69089,0,0,0,0,0,0,0,0,0,0.000793,0.000793,0.000793
188,49060.2,0.92641,0.44998,0.9923,2e-05,0.69051,0,0,0,0,0,0,0,0,0,0.0007435,0.0007435,0.0007435
189,49371.2,0.92891,0.44934,0.99207,2e-05,0.6907,0,0,0,0,0,0,0,0,0,0.000694,0.000694,0.000694
190,49682.4,0.92546,0.44665,0.991,2e-05,0.69066,0,0,0,0,0,0,0,0,0,0.0006445,0.0006445,0.0006445
191,50006,0.92353,0.44637,0.99069,2e-05,0.69082,0,0,0,0,0,0,0,0,0,0.000595,0.000595,0.000595
192,50331.9,0.92394,0.44578,0.99086,2e-05,0.69028,0,0,0,0,0,0,0,0,0,0.0005455,0.0005455,0.0005455
193,50644.4,0.92296,0.44512,0.9901,2e-05,0.69061,0,0,0,0,0,0,0,0,0,0.000496,0.000496,0.000496
194,50961.1,0.92126,0.44399,0.99313,2e-05,0.69074,0,0,0,0,0,0,0,0,0,0.0004465,0.0004465,0.0004465
195,51271.2,0.91995,0.4448,0.98774,2e-05,0.69093,0,0,0,0,0,0,0,0,0,0.000397,0.000397,0.000397
196,51574.6,0.91725,0.44141,0.98899,2e-05,0.69058,0,0,0,0,0,0,0,0,0,0.0003475,0.0003475,0.0003475
197,52075.3,0.91816,0.44303,0.98883,2e-05,0.69035,0,0,0,0,0,0,0,0,0,0.000298,0.000298,0.000298
198,52421.2,0.91365,0.4388,0.98892,2e-05,0.6907,0,0,0,0,0,0,0,0,0,0.0002485,0.0002485,0.0002485
199,53006.6,0.91371,0.43817,0.98718,2e-05,0.69062,0,0,0,0,0,0,0,0,0,0.000199,0.000199,0.000199
200,53777.6,0.91354,0.43842,0.98733,2e-05,0.69089,0.76531,0.7308,0.76298,0.54323,1.08346,0.54963,1.06114,0,0,0.0001495,0.0001495,0.0001495
